DRAW,DRAW_L,LINE_HW,LINE_P,LINE_T,PHOTO,PHOTO_L,TEXT,TEXT_HW,TEXT_P,TEXT_T,FILE,PAGE
0.03903903903903904,0.09309309309309309,0.06306306306306306,0.09309309309309309,0.03903903903903904,0.06306306306306306,0.08108108108108109,0.21021021021021022,0.018018018018018018,0.16216216216216217,0.13813813813813813,CTX201604345,1
0.006006006006006006,0.2852852852852853,0.018018018018018018,0.003003003003003003,0.03003003003003003,0.006006006006006006,0.057057057057057055,0.3843843843843844,0.006006006006006006,0.12912912912912913,0.07507507507507508,CTX194502994A,51
0.03003003003003003,0.13513513513513514,0.03303303303303303,0.02702702702702703,0.04504504504504504,0.015015015015015015,0.08108108108108109,0.4114114114114114,0.003003003003003003,0.14414414414414414,0.07507507507507508,CTX199904249,143
0.018018018018018018,0.1734558893122294,0.03003003003003003,0.036036036036036036,0.03303303303303303,0.03003003003003003,0.06306306306306306,0.4571747413184012,0.015015015015015015,0.09309309309309309,0.05105105105105105,CTX201202247,166
0.03303303303303303,0.09009009009009009,0.06306306306306306,0.06606606606606606,0.04804804804804805,0.042042042042042045,0.0990990990990991,0.21921921921921922,0.03303303303303303,0.17417417417417416,0.13213213213213212,CTX201006874,1
0.06306306306306306,0.1434258592821994,0.02702702702702703,0.024024024024024024,0.03903903903903904,0.04804804804804805,0.1921921921921922,0.17489245903611894,0.024024024024024024,0.14114114114114115,0.12312312312312312,CTX201004072,004
0.012012012012012012,0.2882882882882883,0.024024024024024024,0.018018018018018018,0.05405405405405406,0.018018018018018018,0.05105105105105105,0.32732732732732733,0.018018018018018018,0.15615615615615616,0.03303303303303303,CTX194301332,44
0.018018018018018018,0.0990990990990991,0.05105105105105105,0.03003003003003003,0.042042042042042045,0.03303303303303303,0.15915915915915915,0.2822822822822823,0.02702702702702703,0.16516516516516516,0.09309309309309309,CTX200900701,001
0.015015015015015015,0.190519395640306,0.036036036036036036,0.021021021021021023,0.03003003003003003,0.009009009009009009,0.07807807807807808,0.38906018393927355,0.02702702702702703,0.12312312312312312,0.08108108108108109,CTX201600297,06
0.003003003003003003,0.25825825825825827,0.05405405405405406,0.006006006006006006,0.03003003003003003,0.018018018018018018,0.04504504504504504,0.37537537537537535,0.003003003003003003,0.15315315315315314,0.05405405405405406,CTX197101939A,20
0.010469929388848307,0.23123123123123124,0.024024024024024024,0.006006006006006006,0.042042042042042045,0.0015420826231637042,0.05105105105105105,0.4774774774774775,0.012012012012012012,0.09009009009009009,0.05405405405405406,CTX194201336,299
0.02702702702702703,0.10810810810810811,0.06606606606606606,0.024024024024024024,0.05105105105105105,0.024024024024024024,0.10810810810810811,0.3153153153153153,0.012012012012012012,0.14114114114114115,0.12312312312312312,CTX201202247,121
0.012012012012012012,0.14714714714714713,0.04504504504504504,0.021021021021021023,0.057057057057057055,0.021021021021021023,0.09009009009009009,0.2912912912912913,0.015015015015015015,0.21921921921921922,0.08108108108108109,CTX194802218,3
0.015015015015015015,0.0960960960960961,0.04804804804804805,0.03003003003003003,0.04504504504504504,0.012012012012012012,0.13813813813813813,0.2672672672672673,0.021021021021021023,0.2042042042042042,0.12312312312312312,CTX200900379,23
