FILE,PAGE,DRAW,DRAW_L,LINE_HW,LINE_P,LINE_T,PHOTO,PHOTO_L,TEXT,TEXT_HW,TEXT_P,TEXT_T
CTX192601320,1,9.598201722837985e-05,2.9133554562577046e-05,0.00032931563328020275,2.4473463781760074e-05,9.324080019723624e-05,7.117034692782909e-05,3.5434692108538e-05,0.00015505174815189093,0.998807430267334,3.6828441807301715e-05,0.0003220815269742161
CTX192901243,1,9.974470594897866e-05,9.599859185982496e-05,0.9986674785614014,0.0003276459756307304,7.077183545334265e-05,2.298163963132538e-05,4.885829548584297e-05,0.0005235433345660567,3.943180126952939e-05,4.503016680246219e-05,5.853352922713384e-05
CTX192901243,2,5.6433884310536087e-05,1.949365650943946e-05,7.550182635895908e-05,3.923574695363641e-05,3.6676381569122896e-05,3.181919964845292e-05,1.5252523553499486e-05,9.770150791155174e-05,0.9994940757751465,4.473945591598749e-05,8.908965537557378e-05
CTX192901243,3,6.83780444887816e-06,8.348479241249152e-06,7.175182417995529e-06,5.7089346228167415e-06,5.8511832321528345e-06,1.2742882063321304e-05,8.196957423933782e-06,7.70891801948892e-06,5.479239462147234e-06,9.548009984428063e-06,0.9999223947525024
CTX192901243,4,0.9901152849197388,0.0014232519315555692,0.0002688882523216307,0.00038930363371036947,0.00015940233424771577,0.0006546249496750534,0.0002791175793390721,0.000904783490113914,0.0005849794251844287,0.0008325842209160328,0.004387764260172844
CTX193000229,1,2.910543480538763e-05,2.057163874269463e-05,0.9997760653495789,2.31942340178648e-05,3.9587466744706035e-05,1.0746154657681473e-05,1.3918244803790003e-05,2.3095435608411208e-05,2.493261854397133e-05,1.5880936189205386e-05,2.2923837605048902e-05
CTX193000229,2,0.0003696718777064234,9.989883255911991e-05,0.000197652232600376,6.666912668151781e-05,0.00014821409422438592,8.644772606203333e-05,3.5828223190037534e-05,0.0009261530358344316,0.9835240244865417,0.0001668588083703071,0.01437871903181076
CTX193000229,3,3.1776376999914646e-05,1.5258210623869672e-05,1.250557579624001e-05,1.8078164430335164e-05,2.458712515363004e-05,2.5524708689772524e-05,2.14794108615024e-05,4.1560335375834256e-05,0.9997609257698059,2.090063935611397e-05,2.734221015998628e-05
CTX193102237,1,1.3991540981805883e-05,9.894983122649137e-06,7.439558430633042e-06,7.974519576237071e-06,2.5626892238506116e-05,1.932805753313005e-05,1.3254709301691037e-05,1.2186774256406352e-05,1.2705543667834718e-05,1.344706652162131e-05,0.9998642206192017
CTX193102237,2,0.00011834050383185968,3.647444464149885e-05,8.609175711171702e-05,4.558001091936603e-05,5.0144182750955224e-05,1.0852375453396235e-05,1.7993106666835956e-05,0.9990039467811584,0.00011075642396463081,3.446402115514502e-05,0.00048535846872255206
