FILE,PAGE,CLASS-1,CLASS-2,CLASS-3,SCORE-1,SCORE-2,SCORE-3
CTX192601320,1,TEXT_HW,LINE_HW,TEXT_T,1.0,0.0,0.0
CTX192901243,1,LINE_HW,TEXT,DRAW_L,1.0,0.0,0.0
CTX192901243,2,TEXT_HW,LINE_HW,DRAW,0.999,0.001,0.0
CTX192901243,3,TEXT_T,TEXT,TEXT_P,0.999,0.0,0.0
CTX192901243,4,DRAW,DRAW_L,TEXT,0.967,0.029,0.004
CTX193000229,1,LINE_HW,TEXT_HW,TEXT,0.999,0.001,0.0
CTX193000229,2,TEXT_HW,TEXT,LINE_HW,0.999,0.001,0.0
CTX193000229,3,TEXT_HW,DRAW,PHOTO,1.0,0.0,0.0
CTX193102237,1,TEXT_T,TEXT,TEXT_P,0.961,0.037,0.002
CTX193102237,2,TEXT,LINE_HW,DRAW,1.0,0.0,0.0
CTX193102237,3,LINE_T,LINE_HW,PHOTO_L,1.0,0.0,0.0
CTX193102237,4,LINE_T,PHOTO_L,PHOTO,1.0,0.0,0.0
CTX193102237,5,LINE_T,LINE_P,PHOTO_L,0.999,0.001,0.0
CTX193102237,6,LINE_T,LINE_P,PHOTO_L,1.0,0.0,0.0
CTX193102237,7,LINE_T,LINE_P,LINE_HW,1.0,0.0,0.0
CTX193102237,8,LINE_T,PHOTO_L,PHOTO,1.0,0.0,0.0
CTX193102237,9,LINE_T,LINE_P,PHOTO,1.0,0.0,0.0
CTX194003463,1,PHOTO,TEXT,DRAW,0.827,0.147,0.026
CTX194004617,1,TEXT,PHOTO,PHOTO_L,1.0,0.0,0.0
CTX194103705,1,TEXT_HW,DRAW,DRAW_L,1.0,0.0,0.0
CTX194103705,2,DRAW,TEXT,LINE_T,1.0,0.0,0.0
CTX194103705,3,DRAW,TEXT_HW,TEXT,1.0,0.0,0.0
CTX194300428,1,TEXT,DRAW,LINE_T,0.999,0.001,0.0
CTX194401342,1,TEXT,TEXT_T,DRAW,0.999,0.0,0.0
CTX194501522,1,DRAW_L,PHOTO_L,LINE_HW,1.0,0.0,0.0
CTX194600790,1,LINE_T,LINE_HW,LINE_P,0.993,0.006,0.001
CTX194604301,10,PHOTO,DRAW,TEXT,1.0,0.0,0.0
CTX194604301,11,PHOTO,PHOTO_L,DRAW,0.965,0.024,0.01
CTX194604301,12,PHOTO,DRAW,TEXT,1.0,0.0,0.0
CTX194604301,13,PHOTO,DRAW,TEXT,0.99,0.01,0.0
CTX194604301,14,PHOTO,DRAW,LINE_T,0.997,0.003,0.0
CTX194604301,15,PHOTO,DRAW,TEXT,0.998,0.002,0.0
CTX194604301,16,PHOTO,DRAW,TEXT,0.999,0.001,0.0
CTX194604301,17,PHOTO,PHOTO_L,TEXT_P,1.0,0.0,0.0
CTX194604301,18,PHOTO,PHOTO_L,LINE_T,1.0,0.0,0.0
CTX194604301,19,PHOTO,DRAW,PHOTO_L,0.999,0.0,0.0
CTX194604301,20,PHOTO,DRAW,PHOTO_L,0.999,0.001,0.0
CTX194604301,21,PHOTO,PHOTO_L,TEXT_P,0.999,0.001,0.0
CTX194604301,22,PHOTO,PHOTO_L,TEXT,1.0,0.0,0.0
CTX194604301,23,PHOTO,LINE_T,LINE_P,1.0,0.0,0.0
CTX194604301,24,PHOTO,PHOTO_L,TEXT,1.0,0.0,0.0
CTX194604301,25,DRAW,PHOTO,TEXT_HW,1.0,0.0,0.0
CTX194604301,26,DRAW_L,LINE_T,LINE_P,1.0,0.0,0.0
CTX194604301,27,DRAW,DRAW_L,TEXT,0.598,0.397,0.005
CTX194604301,28,DRAW_L,PHOTO_L,LINE_T,1.0,0.0,0.0
CTX194604301,29,LINE_T,PHOTO_L,LINE_HW,1.0,0.0,0.0
CTX194604301,30,DRAW_L,PHOTO_L,LINE_T,1.0,0.0,0.0
CTX194604301,31,LINE_T,PHOTO_L,LINE_HW,1.0,0.0,0.0
CTX194604301,32,DRAW,PHOTO,DRAW_L,0.998,0.002,0.001
CTX194604301,33,DRAW_L,PHOTO_L,DRAW,1.0,0.0,0.0
CTX194604301,34,LINE_T,LINE_HW,DRAW,0.998,0.001,0.0
CTX194604301,35,DRAW_L,LINE_T,PHOTO_L,1.0,0.0,0.0
CTX194604301,36,LINE_T,LINE_HW,PHOTO_L,0.999,0.001,0.0
CTX194604301,37,DRAW_L,LINE_T,DRAW,1.0,0.0,0.0
CTX194604301,38,LINE_T,PHOTO_L,PHOTO,1.0,0.0,0.0
CTX194604301,39,DRAW_L,PHOTO_L,LINE_T,1.0,0.0,0.0
CTX194604301,40,LINE_T,LINE_HW,PHOTO_L,0.999,0.0,0.0
CTX194604301,41,DRAW_L,LINE_T,DRAW,1.0,0.0,0.0
CTX194604301,42,LINE_T,PHOTO_L,LINE_HW,0.998,0.001,0.0
CTX194604301,43,DRAW_L,PHOTO_L,LINE_T,1.0,0.0,0.0
CTX194604301,44,LINE_T,LINE_HW,PHOTO_L,0.999,0.0,0.0
CTX194604301,45,DRAW_L,DRAW,LINE_T,1.0,0.0,0.0
CTX194604301,46,LINE_T,PHOTO_L,LINE_HW,1.0,0.0,0.0
CTX194604301,47,DRAW_L,DRAW,LINE_HW,1.0,0.0,0.0
CTX194604301,48,LINE_T,LINE_HW,PHOTO_L,0.999,0.001,0.0
CTX194604301,49,DRAW_L,LINE_T,LINE_HW,1.0,0.0,0.0
CTX194604301,50,LINE_T,LINE_HW,PHOTO_L,0.999,0.001,0.0
CTX194604301,51,DRAW_L,LINE_P,LINE_HW,1.0,0.0,0.0
CTX194604301,52,LINE_T,LINE_HW,TEXT,0.999,0.001,0.0
CTX194604301,53,DRAW_L,LINE_HW,LINE_T,1.0,0.0,0.0
CTX194604301,54,LINE_T,PHOTO_L,LINE_HW,1.0,0.0,0.0
CTX194604301,55,DRAW_L,LINE_HW,LINE_P,1.0,0.0,0.0
CTX194604301,56,LINE_T,LINE_HW,PHOTO_L,0.998,0.001,0.001
CTX194604301,57,DRAW_L,PHOTO_L,DRAW,1.0,0.0,0.0
CTX194604301,58,LINE_T,PHOTO_L,LINE_HW,1.0,0.0,0.0
CTX194604301,59,DRAW_L,LINE_T,LINE_P,1.0,0.0,0.0
CTX194604301,60,LINE_T,LINE_HW,PHOTO_L,1.0,0.0,0.0
CTX195105285,1,DRAW_L,LINE_P,PHOTO,1.0,0.0,0.0
CTX195105285,2,LINE_T,DRAW,TEXT_HW,1.0,0.0,0.0
CTX195204980,1,LINE_HW,LINE_T,DRAW_L,1.0,0.0,0.0
CTX195600870,10,TEXT_T,TEXT_P,TEXT,0.999,0.001,0.0
CTX195600870,11,TEXT_T,TEXT_P,TEXT,0.999,0.001,0.0
CTX195600870,12,TEXT_T,TEXT_P,TEXT,0.997,0.003,0.0
CTX195600870,13,TEXT_T,TEXT_P,TEXT,0.997,0.002,0.001
CTX195600870,14,DRAW,PHOTO,TEXT,0.98,0.018,0.001
CTX195600870,15,DRAW,TEXT,PHOTO,1.0,0.0,0.0
CTX195802521,1,LINE_T,PHOTO_L,LINE_P,0.999,0.0,0.0
CTX197003412,1,LINE_T,TEXT,DRAW_L,0.993,0.007,0.001
CTX197003412,2,TEXT,TEXT_HW,DRAW,1.0,0.0,0.0
CTX197402976,1,LINE_T,LINE_P,PHOTO_L,0.999,0.0,0.0
CTX197802841,1,DRAW,TEXT,PHOTO,0.999,0.0,0.0
CTX197904722,1,LINE_T,TEXT,LINE_P,0.614,0.384,0.002
CTX197904722,2,TEXT_T,TEXT,TEXT_P,0.999,0.0,0.0
