FILE,PAGE,CLASS-1,CLASS-2,CLASS-3,CLASS-4,CLASS-5,SCORE-1,SCORE-2,SCORE-3,SCORE-4,SCORE-5
CTX199400067C,13,PHOTO,LINE_T,DRAW_L,TEXT_HW,TEXT_T,1.0,0.0,0.0,0.0,0.0
CTX199400067C,14,PHOTO,LINE_T,DRAW_L,LINE_P,TEXT,1.0,0.0,0.0,0.0,0.0
CTX199400067C,15,PHOTO,LINE_T,TEXT_T,DRAW_L,LINE_P,1.0,0.0,0.0,0.0,0.0
CTX199400067C,16,PHOTO,LINE_T,DRAW_L,TEXT_T,LINE_P,1.0,0.0,0.0,0.0,0.0
CTX199400067C,17,PHOTO,LINE_T,DRAW_L,PHOTO_L,TEXT_T,1.0,0.0,0.0,0.0,0.0
CTX199400067C,18,PHOTO,LINE_T,DRAW_L,PHOTO_L,TEXT_T,1.0,0.0,0.0,0.0,0.0
CTX199400067C,19,PHOTO,LINE_T,PHOTO_L,TEXT_T,TEXT,1.0,0.0,0.0,0.0,0.0
CTX199400067C,20,PHOTO,DRAW_L,LINE_T,TEXT_T,LINE_HW,1.0,0.0,0.0,0.0,0.0
CTX199400067C,21,PHOTO,LINE_T,DRAW_L,LINE_P,TEXT_T,1.0,0.0,0.0,0.0,0.0
CTX199400067C,22,PHOTO,LINE_T,DRAW_L,PHOTO_L,TEXT_T,1.0,0.0,0.0,0.0,0.0
CTX199400067C,23,PHOTO,LINE_T,TEXT_T,PHOTO_L,DRAW_L,1.0,0.0,0.0,0.0,0.0
CTX199400067C,24,PHOTO,LINE_T,TEXT_T,DRAW_L,TEXT_HW,1.0,0.0,0.0,0.0,0.0
CTX199400067C,25,PHOTO,LINE_T,TEXT_T,PHOTO_L,DRAW_L,1.0,0.0,0.0,0.0,0.0
CTX199400067C,26,PHOTO,LINE_T,TEXT_T,PHOTO_L,TEXT_HW,1.0,0.0,0.0,0.0,0.0
CTX199400067C,27,PHOTO,LINE_T,PHOTO_L,TEXT_T,TEXT_HW,1.0,0.0,0.0,0.0,0.0
CTX199400067D,10,DRAW,DRAW_L,TEXT_T,LINE_P,TEXT,1.0,0.0,0.0,0.0,0.0
CTX199400067D,11,DRAW,DRAW_L,TEXT_T,TEXT_P,LINE_T,1.0,0.0,0.0,0.0,0.0
CTX199400067D,12,DRAW,DRAW_L,TEXT,PHOTO_L,LINE_P,1.0,0.0,0.0,0.0,0.0
CTX199400067D,13,PHOTO,DRAW,PHOTO_L,TEXT,TEXT_P,0.999,0.001,0.0,0.0,0.0
CTX199400067D,14,PHOTO,DRAW,PHOTO_L,DRAW_L,TEXT,0.98,0.019,0.0,0.0,0.0
CTX199400067D,15,DRAW,PHOTO,PHOTO_L,DRAW_L,TEXT_P,0.989,0.01,0.001,0.001,0.0
CTX199400067D,16,PHOTO,DRAW,PHOTO_L,TEXT,TEXT_P,0.978,0.018,0.003,0.0,0.0
CTX199400067D,17,PHOTO,DRAW,PHOTO_L,LINE_T,TEXT_P,0.526,0.472,0.001,0.001,0.0
CTX199400067D,18,PHOTO,DRAW,PHOTO_L,DRAW_L,TEXT,0.995,0.004,0.0,0.0,0.0
CTX199400067D,19,DRAW,PHOTO,PHOTO_L,DRAW_L,TEXT_P,0.953,0.044,0.001,0.001,0.0
CTX199400067D,20,PHOTO,DRAW,PHOTO_L,DRAW_L,TEXT,0.924,0.074,0.001,0.001,0.0
CTX199400067D,21,PHOTO,DRAW,PHOTO_L,DRAW_L,LINE_T,0.987,0.011,0.002,0.0,0.0
CTX199400067D,22,PHOTO,DRAW,PHOTO_L,DRAW_L,TEXT,0.999,0.0,0.0,0.0,0.0
CTX199400067D,23,PHOTO,DRAW,PHOTO_L,TEXT,DRAW_L,1.0,0.0,0.0,0.0,0.0
CTX199400067D,24,PHOTO,DRAW,PHOTO_L,DRAW_L,TEXT_P,0.999,0.001,0.0,0.0,0.0
CTX199400067D,25,PHOTO,DRAW,PHOTO_L,TEXT,DRAW_L,0.993,0.004,0.003,0.0,0.0
CTX199400067D,26,PHOTO,DRAW,PHOTO_L,DRAW_L,TEXT,0.7,0.292,0.005,0.001,0.001
CTX199400067D,27,PHOTO,DRAW,PHOTO_L,DRAW_L,TEXT_P,0.854,0.144,0.001,0.001,0.0
CTX199400067D,28,PHOTO,DRAW,PHOTO_L,DRAW_L,TEXT,0.997,0.001,0.001,0.0,0.0
CTX199400067D,29,PHOTO,DRAW,PHOTO_L,DRAW_L,LINE_T,0.993,0.006,0.0,0.0,0.0
CTX199400067D,30,PHOTO,DRAW,PHOTO_L,TEXT,TEXT_P,0.962,0.037,0.001,0.0,0.0
CTX199400067D,31,DRAW,PHOTO,PHOTO_L,DRAW_L,TEXT,0.981,0.018,0.001,0.0,0.0
CTX199400067D,32,PHOTO,DRAW,PHOTO_L,DRAW_L,TEXT,0.996,0.004,0.0,0.0,0.0
CTX199400067D,33,DRAW,PHOTO,TEXT,PHOTO_L,DRAW_L,0.934,0.063,0.001,0.001,0.001
CTX199400067D,34,DRAW,DRAW_L,LINE_P,TEXT,PHOTO_L,1.0,0.0,0.0,0.0,0.0
CTX199400067D,35,DRAW,DRAW_L,LINE_P,LINE_T,PHOTO_L,1.0,0.0,0.0,0.0,0.0
CTX199400067D,36,DRAW,DRAW_L,LINE_P,PHOTO_L,TEXT,1.0,0.0,0.0,0.0,0.0
CTX199400067D,37,PHOTO,DRAW,PHOTO_L,DRAW_L,TEXT_T,0.982,0.012,0.005,0.001,0.0
CTX199400067D,38,PHOTO,DRAW,TEXT_T,DRAW_L,PHOTO_L,0.571,0.427,0.001,0.001,0.001
CTX199400067D,39,PHOTO,DRAW,TEXT,PHOTO_L,TEXT_P,0.999,0.001,0.0,0.0,0.0
CTX199400067D,40,PHOTO,DRAW,TEXT,DRAW_L,TEXT_P,0.996,0.004,0.0,0.0,0.0
CTX199400067D,41,PHOTO,DRAW,DRAW_L,PHOTO_L,TEXT,0.993,0.006,0.0,0.0,0.0
CTX199400067D,42,PHOTO,DRAW,DRAW_L,TEXT,TEXT_P,0.972,0.027,0.0,0.0,0.0
CTX199400067D,43,PHOTO,DRAW,PHOTO_L,DRAW_L,TEXT,1.0,0.0,0.0,0.0,0.0
CTX199706756,10,TEXT_P,DRAW,LINE_P,TEXT,TEXT_HW,0.992,0.004,0.003,0.001,0.001
CTX199706756,11,TEXT_P,TEXT_T,LINE_P,TEXT_HW,DRAW_L,0.74,0.178,0.056,0.013,0.012
CTX199706756,12,LINE_P,LINE_T,TEXT_P,DRAW,DRAW_L,0.995,0.003,0.002,0.0,0.0
CTX199706756,13,LINE_P,LINE_T,TEXT_P,DRAW,DRAW_L,0.991,0.005,0.003,0.0,0.0
CTX199706756,14,LINE_P,LINE_T,TEXT_P,DRAW_L,DRAW,0.998,0.001,0.001,0.0,0.0
CTX199706756,15,LINE_P,LINE_T,TEXT_P,DRAW_L,DRAW,0.998,0.001,0.001,0.0,0.0
CTX199706756,16,LINE_P,LINE_T,TEXT_P,DRAW,DRAW_L,0.972,0.026,0.002,0.001,0.0
CTX199706756,17,LINE_P,LINE_T,TEXT_P,DRAW,PHOTO_L,0.991,0.008,0.001,0.0,0.0
CTX199706756,18,LINE_P,LINE_T,TEXT_P,DRAW,DRAW_L,0.994,0.004,0.001,0.0,0.0
CTX199706756,19,LINE_P,LINE_T,TEXT_P,DRAW,DRAW_L,0.999,0.001,0.0,0.0,0.0
CTX199706756,20,LINE_P,LINE_T,TEXT_P,DRAW_L,DRAW,0.998,0.002,0.0,0.0,0.0
CTX199706756,21,LINE_P,LINE_T,TEXT_P,DRAW,DRAW_L,0.99,0.007,0.001,0.0,0.0
CTX199706756,22,LINE_P,LINE_T,TEXT_P,DRAW,DRAW_L,0.993,0.005,0.001,0.0,0.0
CTX199706756,23,LINE_P,LINE_T,TEXT_P,DRAW_L,DRAW,0.988,0.01,0.001,0.0,0.0
CTX199706756,24,LINE_P,LINE_T,TEXT_P,DRAW,PHOTO_L,0.991,0.007,0.001,0.001,0.0
CTX199706756,25,LINE_P,LINE_T,TEXT_P,DRAW,DRAW_L,0.982,0.016,0.001,0.0,0.0
CTX199706756,26,LINE_P,LINE_T,TEXT_P,DRAW_L,DRAW,0.996,0.003,0.0,0.0,0.0
CTX199706756,27,LINE_P,LINE_T,TEXT_P,DRAW,DRAW_L,0.998,0.002,0.0,0.0,0.0
CTX199706756,28,LINE_P,LINE_T,TEXT_P,DRAW_L,DRAW,0.956,0.042,0.001,0.001,0.001
CTX199706756,29,LINE_P,LINE_T,TEXT_P,DRAW,DRAW_L,0.995,0.004,0.0,0.0,0.0
CTX199706756,30,LINE_P,LINE_T,TEXT_P,DRAW,PHOTO_L,0.996,0.003,0.0,0.0,0.0
CTX199706756,31,LINE_P,LINE_T,TEXT_P,DRAW_L,DRAW,0.998,0.002,0.0,0.0,0.0
CTX199706756,32,LINE_P,LINE_T,TEXT_P,DRAW,DRAW_L,0.993,0.006,0.001,0.0,0.0
CTX199706756,33,TEXT_P,TEXT_T,LINE_P,TEXT_HW,DRAW_L,0.926,0.057,0.01,0.005,0.002
CTX199706756,34,LINE_P,LINE_T,TEXT_P,DRAW,PHOTO_L,0.998,0.002,0.0,0.0,0.0
CTX199706756,35,LINE_P,LINE_T,TEXT_P,DRAW,DRAW_L,0.999,0.001,0.0,0.0,0.0
CTX199706756,36,LINE_P,LINE_T,TEXT_P,DRAW,PHOTO_L,0.998,0.002,0.0,0.0,0.0
CTX199706756,37,LINE_P,LINE_T,TEXT_P,DRAW,DRAW_L,0.996,0.003,0.0,0.0,0.0
CTX199706756,38,LINE_P,LINE_T,TEXT_P,DRAW,DRAW_L,0.994,0.005,0.001,0.0,0.0
CTX199706756,39,LINE_P,LINE_T,TEXT_P,DRAW,DRAW_L,0.995,0.004,0.001,0.0,0.0
CTX199706756,40,LINE_P,LINE_T,TEXT_P,DRAW_L,DRAW,0.997,0.002,0.0,0.0,0.0
CTX199706756,41,LINE_P,LINE_T,TEXT_P,DRAW_L,PHOTO_L,0.997,0.002,0.0,0.0,0.0
CTX199706756,42,LINE_P,LINE_T,TEXT_P,DRAW_L,DRAW,0.998,0.001,0.001,0.0,0.0
CTX199706756,43,LINE_P,LINE_T,TEXT_P,DRAW,DRAW_L,0.998,0.002,0.0,0.0,0.0
CTX199706756,44,LINE_P,LINE_T,TEXT_P,DRAW,DRAW_L,0.998,0.001,0.0,0.0,0.0
CTX199706756,45,LINE_P,LINE_T,TEXT_P,DRAW,DRAW_L,0.998,0.002,0.0,0.0,0.0
CTX199706756,46,LINE_P,LINE_T,TEXT_P,DRAW_L,DRAW,0.998,0.001,0.001,0.0,0.0
CTX199706756,47,LINE_P,LINE_T,TEXT_P,DRAW,PHOTO_L,0.997,0.002,0.0,0.0,0.0
CTX199706756,48,LINE_P,LINE_T,TEXT_P,DRAW_L,DRAW,0.998,0.001,0.0,0.0,0.0
CTX199706756,49,LINE_P,LINE_T,TEXT_P,DRAW,DRAW_L,0.997,0.002,0.0,0.0,0.0
CTX199706756,50,LINE_P,LINE_T,TEXT_P,DRAW,DRAW_L,0.997,0.002,0.001,0.0,0.0
CTX199706756,51,LINE_P,LINE_T,TEXT_P,DRAW,PHOTO_L,0.991,0.008,0.001,0.0,0.0
CTX199706756,52,LINE_P,LINE_T,TEXT_P,DRAW,DRAW_L,0.996,0.002,0.001,0.0,0.0
CTX199706756,53,LINE_P,LINE_T,TEXT_P,DRAW,DRAW_L,0.996,0.003,0.001,0.0,0.0
CTX199706756,54,LINE_P,LINE_T,TEXT_P,DRAW,DRAW_L,0.995,0.003,0.001,0.001,0.0
CTX199706756,55,LINE_P,LINE_T,TEXT_P,DRAW_L,DRAW,0.999,0.001,0.001,0.0,0.0
CTX199706756,56,LINE_P,LINE_T,TEXT_P,DRAW_L,DRAW,0.996,0.003,0.001,0.0,0.0
CTX199706756,57,LINE_P,LINE_T,TEXT_P,DRAW_L,DRAW,0.999,0.001,0.0,0.0,0.0
CTX199706756,58,LINE_P,TEXT_P,LINE_T,DRAW_L,DRAW,0.998,0.001,0.001,0.0,0.0
CTX199706756,59,LINE_P,LINE_T,TEXT_P,DRAW,DRAW_L,0.999,0.001,0.0,0.0,0.0
CTX199706756,60,LINE_P,LINE_T,TEXT_P,DRAW,DRAW_L,0.998,0.001,0.001,0.0,0.0
CTX199706756,61,LINE_P,TEXT_P,LINE_T,DRAW_L,TEXT_T,0.997,0.002,0.001,0.0,0.0
CTX199706756,62,TEXT_P,TEXT_T,LINE_P,DRAW_L,TEXT_HW,0.725,0.182,0.065,0.015,0.014
CTX199706756,63,LINE_P,LINE_T,DRAW,TEXT_P,DRAW_L,0.999,0.001,0.0,0.0,0.0
CTX199706756,64,LINE_P,DRAW,LINE_T,LINE_HW,DRAW_L,0.998,0.001,0.001,0.0,0.0
CTX199706756,65,LINE_P,LINE_T,DRAW,LINE_HW,DRAW_L,0.997,0.001,0.001,0.0,0.0
CTX199706756,66,LINE_P,DRAW,LINE_T,LINE_HW,TEXT_P,0.997,0.002,0.001,0.0,0.0
CTX199706756,67,LINE_P,DRAW,LINE_T,TEXT_P,DRAW_L,0.999,0.001,0.0,0.0,0.0
CTX199706756,68,LINE_P,LINE_T,DRAW,TEXT_P,DRAW_L,0.998,0.001,0.001,0.0,0.0
CTX199706756,69,LINE_P,DRAW,DRAW_L,LINE_T,TEXT_P,0.999,0.0,0.0,0.0,0.0
CTX199706756,70,TEXT_P,TEXT_T,LINE_P,TEXT_HW,DRAW_L,0.765,0.104,0.089,0.026,0.016
CTX199706756,71,DRAW,LINE_P,DRAW_L,PHOTO,TEXT_P,0.999,0.0,0.0,0.0,0.0
CTX199706756,72,DRAW,DRAW_L,LINE_P,TEXT_P,LINE_T,1.0,0.0,0.0,0.0,0.0
CTX199706756,73,DRAW,LINE_P,DRAW_L,TEXT_P,PHOTO,0.999,0.001,0.0,0.0,0.0
CTX199706756,74,DRAW,LINE_P,PHOTO,DRAW_L,TEXT_P,0.999,0.0,0.0,0.0,0.0
CTX199706756,75,DRAW,DRAW_L,LINE_P,TEXT_P,PHOTO_L,0.999,0.0,0.0,0.0,0.0
CTX199706756,76,DRAW,PHOTO,LINE_P,DRAW_L,PHOTO_L,0.987,0.009,0.003,0.001,0.0
CTX199706756,77,DRAW,LINE_P,DRAW_L,PHOTO,PHOTO_L,0.979,0.014,0.004,0.002,0.001
CTX199706756,78,TEXT_P,TEXT_T,LINE_P,TEXT_HW,DRAW_L,0.822,0.079,0.055,0.029,0.015
CTX199706756,79,DRAW,LINE_P,DRAW_L,TEXT_P,PHOTO_L,0.999,0.0,0.0,0.0,0.0
CTX199706756,80,DRAW,DRAW_L,LINE_P,TEXT,TEXT_P,0.999,0.0,0.0,0.0,0.0
CTX199706756,81,DRAW,DRAW_L,TEXT,LINE_T,LINE_HW,1.0,0.0,0.0,0.0,0.0
CTX199706756,82,DRAW,DRAW_L,LINE_P,TEXT_T,TEXT,0.998,0.001,0.0,0.0,0.0
CTX199706756,83,PHOTO,PHOTO_L,DRAW_L,TEXT_T,LINE_T,1.0,0.0,0.0,0.0,0.0
CTX199706756,84,PHOTO,LINE_T,DRAW_L,TEXT_T,TEXT_HW,1.0,0.0,0.0,0.0,0.0
CTX199706756,85,PHOTO,DRAW_L,TEXT_T,LINE_T,PHOTO_L,1.0,0.0,0.0,0.0,0.0
CTX199706756,86,PHOTO,TEXT_T,LINE_T,DRAW_L,TEXT_HW,1.0,0.0,0.0,0.0,0.0
CTX199706756,87,PHOTO,LINE_T,TEXT_T,TEXT_HW,DRAW_L,1.0,0.0,0.0,0.0,0.0
CTX200404964,1,TEXT_P,TEXT_T,TEXT,LINE_T,DRAW,1.0,0.0,0.0,0.0,0.0
CTX200404964,2,DRAW,DRAW_L,LINE_T,PHOTO_L,LINE_P,0.803,0.19,0.006,0.001,0.001
CTX200502635,10,TEXT_P,TEXT_T,TEXT_HW,LINE_T,DRAW,0.846,0.146,0.005,0.001,0.001
CTX200502635,11,TEXT_P,LINE_T,TEXT_T,TEXT_HW,LINE_P,1.0,0.0,0.0,0.0,0.0
CTX200502635,12,LINE_T,LINE_P,TEXT_P,DRAW_L,DRAW,0.993,0.007,0.0,0.0,0.0
CTX200502635,13,LINE_T,LINE_P,LINE_HW,TEXT_P,PHOTO_L,0.981,0.019,0.0,0.0,0.0
CTX200502635,14,LINE_T,LINE_P,LINE_HW,PHOTO_L,DRAW,0.523,0.471,0.004,0.001,0.001
CTX200502635,15,LINE_P,LINE_T,PHOTO_L,LINE_HW,DRAW,0.999,0.001,0.0,0.0,0.0
CTX200502635,16,DRAW,DRAW_L,LINE_T,LINE_P,PHOTO_L,1.0,0.0,0.0,0.0,0.0
CTX200502635,17,DRAW,DRAW_L,TEXT_T,LINE_T,TEXT,1.0,0.0,0.0,0.0,0.0
CTX200502635,18,DRAW,DRAW_L,LINE_P,TEXT_P,TEXT,1.0,0.0,0.0,0.0,0.0
CTX200502635,19,DRAW,DRAW_L,LINE_P,TEXT_P,TEXT,1.0,0.0,0.0,0.0,0.0
CTX200502635,20,DRAW,DRAW_L,LINE_P,TEXT_P,TEXT_HW,0.999,0.0,0.0,0.0,0.0
CTX200502635,21,LINE_P,LINE_T,LINE_HW,PHOTO_L,DRAW_L,0.995,0.004,0.0,0.0,0.0
CTX200502635,22,DRAW,DRAW_L,LINE_P,TEXT_P,TEXT,1.0,0.0,0.0,0.0,0.0
CTX200508690,1,LINE_T,LINE_P,PHOTO_L,LINE_HW,DRAW_L,0.756,0.231,0.007,0.005,0.001
CTX200605716,1,PHOTO,PHOTO_L,DRAW,TEXT,TEXT_T,1.0,0.0,0.0,0.0,0.0
CTX200605716,2,DRAW,DRAW_L,LINE_T,PHOTO_L,TEXT_T,1.0,0.0,0.0,0.0,0.0
CTX200903109,1,TEXT_P,DRAW,TEXT,LINE_P,LINE_T,0.899,0.055,0.041,0.003,0.002
CTX200903109,2,DRAW,DRAW_L,TEXT_T,LINE_T,TEXT_P,1.0,0.0,0.0,0.0,0.0
CTX200903109,3,PHOTO,PHOTO_L,TEXT_HW,TEXT_T,LINE_T,1.0,0.0,0.0,0.0,0.0
CTX200904273,1,LINE_T,LINE_P,DRAW,LINE_HW,PHOTO_L,0.997,0.003,0.0,0.0,0.0
CTX200904273,2,DRAW,DRAW_L,TEXT_T,LINE_T,LINE_P,1.0,0.0,0.0,0.0,0.0
CTX201203499,1,PHOTO,LINE_P,LINE_T,TEXT,LINE_HW,1.0,0.0,0.0,0.0,0.0
CTX201301452,100,TEXT_P,TEXT_T,LINE_T,TEXT_HW,LINE_HW,0.999,0.001,0.0,0.0,0.0
CTX201301452,101,TEXT_P,TEXT_T,LINE_T,TEXT_HW,DRAW,0.995,0.005,0.0,0.0,0.0
CTX201301452,102,PHOTO,LINE_T,TEXT_HW,TEXT_T,LINE_HW,1.0,0.0,0.0,0.0,0.0
CTX201404755,10,DRAW,DRAW_L,LINE_T,PHOTO,TEXT_HW,0.996,0.003,0.001,0.0,0.0
CTX201404755,11,DRAW,DRAW_L,PHOTO,TEXT,LINE_T,1.0,0.0,0.0,0.0,0.0
CTX201404755,12,DRAW,DRAW_L,PHOTO,LINE_P,PHOTO_L,1.0,0.0,0.0,0.0,0.0
CTX201404755,13,DRAW,DRAW_L,TEXT_T,LINE_P,TEXT_HW,1.0,0.0,0.0,0.0,0.0
CTX201404755,14,PHOTO,PHOTO_L,TEXT_T,TEXT_HW,LINE_HW,1.0,0.0,0.0,0.0,0.0
CTX201404755,15,PHOTO,PHOTO_L,TEXT_T,DRAW,TEXT_HW,1.0,0.0,0.0,0.0,0.0
CTX201404755,16,PHOTO,TEXT_HW,TEXT_T,LINE_T,TEXT,1.0,0.0,0.0,0.0,0.0
CTX201404755,17,PHOTO,DRAW,DRAW_L,LINE_T,PHOTO_L,1.0,0.0,0.0,0.0,0.0
CTX201404755,18,PHOTO,LINE_T,TEXT_HW,TEXT_T,DRAW,1.0,0.0,0.0,0.0,0.0
CTX201405076,100,LINE_P,TEXT_P,TEXT_T,LINE_T,TEXT_HW,0.973,0.024,0.001,0.001,0.001
CTX201405076,101,PHOTO,LINE_T,DRAW_L,PHOTO_L,TEXT_T,1.0,0.0,0.0,0.0,0.0
CTX201405076,102,PHOTO,LINE_T,DRAW_L,DRAW,PHOTO_L,1.0,0.0,0.0,0.0,0.0
CTX201405076,103,PHOTO,LINE_T,PHOTO_L,DRAW_L,TEXT_T,1.0,0.0,0.0,0.0,0.0
CTX201405076,104,PHOTO,PHOTO_L,LINE_T,DRAW_L,TEXT_T,1.0,0.0,0.0,0.0,0.0
CTX201405076,105,PHOTO,LINE_T,DRAW_L,PHOTO_L,TEXT_HW,1.0,0.0,0.0,0.0,0.0
CTX201405076,106,PHOTO,PHOTO_L,LINE_T,DRAW_L,LINE_HW,1.0,0.0,0.0,0.0,0.0
CTX201405076,107,PHOTO,LINE_T,PHOTO_L,TEXT_T,TEXT_HW,1.0,0.0,0.0,0.0,0.0
CTX201405076,108,PHOTO,PHOTO_L,LINE_T,TEXT,TEXT_T,1.0,0.0,0.0,0.0,0.0
CTX201405076,109,PHOTO,LINE_T,TEXT_T,TEXT_HW,PHOTO_L,1.0,0.0,0.0,0.0,0.0
CTX201405076,110,PHOTO,LINE_T,PHOTO_L,TEXT_HW,TEXT_P,1.0,0.0,0.0,0.0,0.0
CTX201405076,111,PHOTO,LINE_T,PHOTO_L,TEXT_T,TEXT_HW,1.0,0.0,0.0,0.0,0.0
CTX201405076,112,PHOTO,LINE_T,PHOTO_L,TEXT_T,TEXT_HW,1.0,0.0,0.0,0.0,0.0
CTX201405076,113,PHOTO,LINE_T,PHOTO_L,TEXT_T,TEXT_HW,1.0,0.0,0.0,0.0,0.0
CTX201405076,114,PHOTO,PHOTO_L,LINE_T,TEXT_T,TEXT,1.0,0.0,0.0,0.0,0.0
CTX201405076,115,PHOTO,PHOTO_L,LINE_T,TEXT_T,TEXT_HW,1.0,0.0,0.0,0.0,0.0
CTX201405076,116,PHOTO,PHOTO_L,LINE_T,TEXT_T,TEXT_HW,1.0,0.0,0.0,0.0,0.0
CTX201405076,117,PHOTO,PHOTO_L,LINE_T,TEXT_HW,DRAW_L,1.0,0.0,0.0,0.0,0.0
CTX201405076,118,PHOTO,LINE_T,PHOTO_L,TEXT_HW,TEXT_T,1.0,0.0,0.0,0.0,0.0
CTX201405076,119,PHOTO,PHOTO_L,LINE_T,TEXT_T,DRAW_L,1.0,0.0,0.0,0.0,0.0
CTX201405076,120,PHOTO,PHOTO_L,LINE_T,TEXT_HW,DRAW_L,1.0,0.0,0.0,0.0,0.0
CTX201405076,121,PHOTO,PHOTO_L,DRAW_L,LINE_T,TEXT_T,1.0,0.0,0.0,0.0,0.0
CTX201405076,122,PHOTO,LINE_T,PHOTO_L,TEXT_T,DRAW_L,1.0,0.0,0.0,0.0,0.0
CTX201405076,123,PHOTO,LINE_T,PHOTO_L,TEXT_HW,TEXT_T,1.0,0.0,0.0,0.0,0.0
CTX201405076,124,PHOTO,LINE_T,PHOTO_L,TEXT_T,DRAW_L,1.0,0.0,0.0,0.0,0.0
CTX201405076,125,PHOTO,PHOTO_L,LINE_T,TEXT_T,DRAW_L,1.0,0.0,0.0,0.0,0.0
CTX201405076,126,PHOTO,LINE_T,PHOTO_L,DRAW_L,TEXT_HW,1.0,0.0,0.0,0.0,0.0
CTX201405076,127,PHOTO,LINE_T,PHOTO_L,DRAW_L,LINE_HW,1.0,0.0,0.0,0.0,0.0
CTX201405076,128,PHOTO,PHOTO_L,DRAW_L,LINE_T,TEXT_HW,1.0,0.0,0.0,0.0,0.0
CTX201405076,129,PHOTO,LINE_T,DRAW_L,PHOTO_L,TEXT_T,1.0,0.0,0.0,0.0,0.0
CTX201405076,130,PHOTO,LINE_T,PHOTO_L,DRAW_L,TEXT_T,1.0,0.0,0.0,0.0,0.0
CTX201405076,131,PHOTO,PHOTO_L,LINE_T,TEXT_T,TEXT_HW,1.0,0.0,0.0,0.0,0.0
CTX201405076,132,PHOTO,DRAW_L,TEXT_HW,LINE_P,PHOTO_L,1.0,0.0,0.0,0.0,0.0
CTX201603571,100,PHOTO,DRAW,DRAW_L,PHOTO_L,LINE_T,0.999,0.001,0.0,0.0,0.0
CTX201603571,101,PHOTO,DRAW,DRAW_L,TEXT,TEXT_T,0.998,0.001,0.0,0.0,0.0
CTX201603571,102,PHOTO,TEXT_T,DRAW_L,TEXT_HW,DRAW,1.0,0.0,0.0,0.0,0.0
CTX201603571,103,PHOTO,DRAW,DRAW_L,TEXT,PHOTO_L,0.62,0.376,0.002,0.002,0.001
CTX201603571,104,PHOTO,TEXT_HW,TEXT,DRAW_L,TEXT_T,1.0,0.0,0.0,0.0,0.0
CTX201603571,105,PHOTO,DRAW_L,PHOTO_L,LINE_T,DRAW,1.0,0.0,0.0,0.0,0.0
CTX201603571,106,PHOTO,DRAW,DRAW_L,TEXT,LINE_T,1.0,0.0,0.0,0.0,0.0
CTX201603571,107,PHOTO,LINE_T,PHOTO_L,TEXT_T,DRAW_L,1.0,0.0,0.0,0.0,0.0
CTX201603571,108,PHOTO,LINE_T,DRAW,DRAW_L,PHOTO_L,1.0,0.0,0.0,0.0,0.0
CTX201603571,109,PHOTO,DRAW,DRAW_L,PHOTO_L,LINE_T,0.999,0.001,0.0,0.0,0.0
CTX201603571,110,PHOTO,PHOTO_L,LINE_T,DRAW_L,DRAW,1.0,0.0,0.0,0.0,0.0
CTX201603571,111,PHOTO,PHOTO_L,LINE_T,DRAW_L,TEXT,1.0,0.0,0.0,0.0,0.0
CTX201603571,112,PHOTO,DRAW,DRAW_L,PHOTO_L,LINE_T,1.0,0.0,0.0,0.0,0.0
CTX201603571,113,PHOTO,PHOTO_L,LINE_T,DRAW,DRAW_L,1.0,0.0,0.0,0.0,0.0
CTX201603571,114,TEXT_P,TEXT,DRAW,LINE_HW,TEXT_T,0.766,0.151,0.079,0.002,0.002
CTX201603571,115,LINE_P,LINE_T,LINE_HW,PHOTO_L,TEXT,0.998,0.001,0.0,0.0,0.0
CTX201603571,116,LINE_P,LINE_T,LINE_HW,PHOTO_L,TEXT_P,0.999,0.001,0.0,0.0,0.0
CTX201603571,117,LINE_P,LINE_T,LINE_HW,PHOTO_L,TEXT_P,0.998,0.001,0.0,0.0,0.0
CTX201603571,118,LINE_P,LINE_T,LINE_HW,PHOTO_L,TEXT_P,0.998,0.002,0.0,0.0,0.0
CTX201603571,119,LINE_P,LINE_T,LINE_HW,PHOTO_L,TEXT_P,0.995,0.005,0.0,0.0,0.0
CTX201603571,120,LINE_P,LINE_T,LINE_HW,PHOTO_L,TEXT_P,0.995,0.004,0.001,0.0,0.0
CTX201603571,121,LINE_P,LINE_T,PHOTO_L,LINE_HW,DRAW_L,0.999,0.001,0.0,0.0,0.0
CTX201603571,122,LINE_P,LINE_HW,PHOTO_L,TEXT_P,TEXT,0.999,0.001,0.0,0.0,0.0
CTX201603571,123,LINE_P,LINE_T,TEXT_P,PHOTO_L,TEXT_T,0.953,0.046,0.0,0.0,0.0
CTX201603571,124,LINE_T,LINE_P,TEXT_P,DRAW_L,PHOTO_L,0.577,0.422,0.001,0.0,0.0
CTX201603571,125,LINE_P,LINE_T,TEXT_P,PHOTO_L,TEXT_T,0.943,0.056,0.001,0.0,0.0
CTX201603571,126,LINE_P,LINE_T,TEXT_P,DRAW_L,PHOTO_L,0.559,0.439,0.001,0.0,0.0
CTX201603571,127,LINE_P,LINE_T,TEXT_P,PHOTO_L,LINE_HW,0.942,0.057,0.001,0.0,0.0
CTX201603571,128,LINE_P,LINE_T,TEXT_P,PHOTO_L,TEXT_T,0.99,0.009,0.0,0.0,0.0
CTX201603571,129,LINE_P,LINE_T,TEXT_P,PHOTO_L,DRAW_L,0.947,0.052,0.0,0.0,0.0
