FILE,PAGE,V1.3,V2.3,V3.3,V4.3,V5.3,CLASS-1,SCORE-1,CLASS-2,SCORE-2,CLASS-3,SCORE-3
CTX199303541,11,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
CTX199400067A,67,LINE_T,LINE_T,LINE_T,LINE_T,LINE_T,LINE_T,0.9998000000000001,LINE_HW,0.0002,,
CTX199401814,3,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,0.9843999999999999,DRAW_L,0.0154,,
CTX199405385A,15,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX199405584A,56,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
CTX199407200,6,TEXT_T,TEXT_T,TEXT_T,TEXT_T,TEXT_T,TEXT_T,0.998,TEXT,0.0016,TEXT_P,0.0004
CTX199500377,8,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX199502755A,20,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,0.9998000000000001,,,,
CTX199504932,17,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
CTX199505620,32,LINE_HW,LINE_HW,LINE_HW,LINE_HW,LINE_HW,LINE_HW,1.0,,,,
CTX199600359,26,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
CTX199601555A,101,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX199601926H,33,LINE_HW,LINE_HW,LINE_HW,LINE_HW,LINE_HW,LINE_HW,1.0,,,,
CTX199603564,41,TEXT_T,TEXT_T,TEXT_T,TEXT_T,TEXT_T,TEXT_T,1.0,,,,
CTX199604924A,74,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
CTX199604942,37,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX199605671,15,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX199605768,183,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
CTX199700417,2,LINE_T,LINE_T,LINE_T,LINE_T,LINE_T,LINE_T,1.0,,,,
CTX199703458,56,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
CTX199704829A,19,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX199706725,96,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
CTX199707119,15,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX199801535,12,DRAW,DRAW,DRAW,DRAW_L,DRAW,DRAW,0.7962,DRAW_L,0.203,TEXT,0.0006000000000000001
CTX199803035,84,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW_L,0.998,DRAW,0.002,,
CTX199803815,4,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,0.9178000000000001,TEXT_T,0.081,LINE_P,0.0008
CTX199803815N,37,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,0.9997999999999999,DRAW_L,0.0002,,
CTX199804173,7,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,0.9648,TEXT_T,0.034800000000000005,,
CTX199805567,45,TEXT_T,TEXT_T,TEXT_T,TEXT_T,TEXT_T,TEXT_T,0.9305999999999999,TEXT_P,0.0682,LINE_P,0.001
CTX199806540A,43,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
CTX199806540F,101,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,0.9986,LINE_HW,0.0012000000000000001,DRAW_L,0.0002
CTX199806841,61,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX199901143,16,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
CTX199901600,13,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
CTX199903232,4,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
CTX199904249,64,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
CTX199904402C,17,TEXT_P,TEXT_T,TEXT_T,TEXT_P,TEXT_T,TEXT_T,0.5928,TEXT_P,0.4018,TEXT,0.004999999999999999
CTX199905115,1,TEXT,TEXT,TEXT_P,TEXT,TEXT,TEXT,0.8064,TEXT_P,0.19319999999999998,TEXT_T,0.0004
CTX199907415,17,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
CTX199908194,123,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,0.9996,TEXT_P,0.0004,,
CTX200000170,4,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW_L,1.0,,,,
CTX200001135,3,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
CTX200001409,91,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,0.9693999999999999,DRAW_L,0.03,LINE_P,0.0004
CTX200002883,153,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
CTX200005117,619,LINE_HW,LINE_HW,LINE_HW,LINE_HW,LINE_HW,LINE_HW,1.0,,,,
CTX200005282,15,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
CTX200005798,100,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
CTX200009014,35,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
CTX200009544,33,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,0.9756,DRAW_L,0.024399999999999998,,
CTX200100004,76,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW_L,0.9992000000000001,DRAW,0.0008,,
CTX200101443,29,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX200101612,62,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW_L,0.9987999999999999,DRAW,0.001,,
CTX200102715,131,TEXT_HW,TEXT_HW,TEXT_HW,TEXT_HW,TEXT_HW,TEXT_HW,1.0,,,,
CTX200104178,52,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,0.9997999999999999,,,,
CTX200106787,2,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
CTX200108843A,21,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
CTX200109181A,159,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX200109450,1,LINE_T,LINE_T,LINE_T,LINE_T,LINE_T,LINE_T,1.0,,,,
CTX200200780,7,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
CTX200201809,190,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
CTX200201809,1190,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW_L,1.0,,,,
CTX200201809A,735,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
CTX200201809B,715,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW_L,1.0,,,,
CTX200201809C,399,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW_L,1.0,,,,
CTX200201809D,190,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
CTX200201809E,458,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
CTX200201809F,613,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX200203040,19,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
CTX200205116,40,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,0.9994,DRAW_L,0.0006000000000000001,,
CTX200207486,7,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
CTX200208644,32,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,0.998,TEXT_P,0.0014,DRAW,0.0004
CTX200300403,260,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
CTX200300497B,175,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW_L,0.9997999999999999,DRAW,0.0002,,
CTX200300734,24,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX200301006,447,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,0.9996,LINE_HW,0.0002,,
CTX200302387,9,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
CTX200303530,48,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX200305164,5,TEXT_P,LINE_P,TEXT_P,LINE_P,TEXT_P,TEXT_P,0.6394,LINE_P,0.36,DRAW,0.0004
CTX200307990,3,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,0.9997999999999999,TEXT_T,0.0002,,
CTX200309056,24,DRAW_L,DRAW,DRAW_L,DRAW_L,DRAW_L,DRAW_L,0.7696,DRAW,0.22960000000000003,LINE_P,0.0004
CTX200400140,7,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
CTX200401591,12,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX200402111,317,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX200402877,62,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
CTX200403211,3,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,0.9608000000000001,DRAW_L,0.039,TEXT_T,0.0002
CTX200404159,158,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,0.9879999999999999,TEXT,0.012,,
CTX200405060,308,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,0.9986,DRAW_L,0.0014,,
CTX200406937,198,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,0.9984,TEXT_T,0.0014,TEXT,0.0004
CTX200500085,31,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
CTX200501000,379,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
CTX200501705,37,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
CTX200502255,7,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
CTX200502635,6,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
CTX200502654,47,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX200503471,93,LINE_P,LINE_HW,LINE_HW,LINE_HW,LINE_HW,LINE_HW,0.8568,LINE_P,0.1204,DRAW,0.0194
CTX200505647,33,PHOTO_L,PHOTO_L,PHOTO_L,PHOTO_L,PHOTO_L,PHOTO_L,0.9997999999999999,PHOTO,0.0002,,
CTX200508044,19,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
CTX200509019,10,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,0.9984,TEXT,0.0014,,
CTX200510125,99,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX200600148,22,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
CTX200601424,60,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW_L,0.9997999999999999,DRAW,0.0002,,
CTX200602122,65,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
CTX200603303,89,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,0.9975999999999999,DRAW_L,0.0018,TEXT,0.0006000000000000001
CTX200604112,36,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,0.9842000000000001,TEXT,0.011,DRAW_L,0.0048000000000000004
CTX200604136,16,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
CTX200605396,29,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,0.999,TEXT,0.001,,
CTX200605918,2,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX200607772,316,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,0.9124000000000001,LINE_P,0.0688,PHOTO,0.0072
CTX200608521,27,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
CTX200610028,55,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
CTX200611192,21,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW_L,1.0,,,,
CTX200700760,63,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
CTX200702268,71,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,0.9545999999999999,DRAW_L,0.0432,LINE_P,0.0021999999999999997
CTX200702296,11,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
CTX200702339,2,TEXT,TEXT,DRAW,TEXT,TEXT,TEXT,0.8106,DRAW,0.18860000000000002,DRAW_L,0.0004
CTX200703330,65,LINE_HW,LINE_HW,LINE_HW,LINE_HW,LINE_HW,LINE_HW,0.9922000000000001,LINE_P,0.0054,DRAW_L,0.0021999999999999997
CTX200705495,21,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
CTX200706966D,72,DRAW_L,DRAW_L,LINE_HW,DRAW_L,DRAW_L,DRAW_L,0.7938000000000001,LINE_HW,0.175,DRAW,0.0196
CTX200707029,17,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,0.9997999999999999,TEXT,0.0002,,
CTX200708305,34,PHOTO,DRAW,PHOTO,PHOTO,PHOTO,PHOTO,0.8001999999999999,DRAW,0.1998,,
CTX200710043,8,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
CTX200710049,607,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
CTX200710594,19,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
CTX200711050A,293,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
CTX200711406,33,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX200712342,63,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
CTX200712440,34,DRAW,LINE_HW,DRAW,DRAW,DRAW,DRAW,0.8,LINE_HW,0.1996,TEXT_T,0.0004
CTX200800200,79,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
CTX200800939,120,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
CTX200802209,33,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW_L,1.0,,,,
CTX200802678,161,PHOTO_L,PHOTO_L,PHOTO_L,PHOTO,PHOTO_L,PHOTO_L,0.7978,PHOTO,0.20179999999999998,,
CTX200802804,12,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
CTX200802824,41,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
CTX200803498,21,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
CTX200805762,3,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
CTX200806487,118,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX200807833,166,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
CTX200808540,438,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW_L,0.9996,PHOTO_L,0.0002,,
CTX200808540,1438,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW_L,0.999,PHOTO_L,0.001,,
CTX200808540A,630,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX200808540B,835,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
CTX200810484,9,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
CTX200811412,97,DRAW,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,0.873,DRAW,0.12079999999999999,TEXT_T,0.0064
CTX200811416,2,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,0.9874,LINE_P,0.0124,TEXT,0.0002
CTX200813087,22,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
CTX200813451,53,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
CTX200900701,238,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX200901099,2,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,0.9997999999999999,TEXT_T,0.0002,,
CTX200901685,63,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW_L,0.9968,DRAW,0.003,,
CTX200902404,6,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
CTX200902494,241,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
CTX200903052,2,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
CTX200903467B,80,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
CTX200903467D,213,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
CTX200903467G,60,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX200903816,17,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX200903835,4,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
CTX200904291,31,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
CTX200905128C,2,DRAW_L,DRAW,DRAW_L,DRAW_L,DRAW_L,DRAW_L,0.7998000000000001,DRAW,0.2,,
CTX200905352,90,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX200908088,14,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
CTX200909487,33,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
CTX200910863A,98,DRAW,DRAW,DRAW,TEXT,DRAW,DRAW,0.8406,TEXT,0.15760000000000002,DRAW_L,0.0016
CTX200911483,8,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX200912864,54,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
CTX200914752,23,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
CTX200915804A,115,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW_L,1.0,,,,
CTX201000566,31,LINE_HW,LINE_HW,LINE_HW,LINE_HW,DRAW_L,LINE_HW,0.77,DRAW_L,0.1352,DRAW,0.048400000000000006
CTX201000713,830,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
CTX201000713B,115,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX201000760,38,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
CTX201001332,41,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
CTX201001607B,229,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX201001863,956,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
CTX201001901,742,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,0.9997999999999999,LINE_T,0.0002,,
CTX201001901A,274,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW_L,1.0,,,,
CTX201004071,8,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
CTX201004107,72,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX201004126,1,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX201004294,1,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,0.9423999999999999,TEXT,0.0466,LINE_P,0.0076
CTX201004325,22,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
CTX201004988,20,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
CTX201005208,56,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,0.9904,DRAW,0.0078,PHOTO_L,0.001
CTX201006876,20,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,0.8949999999999999,DRAW_L,0.1044,TEXT,0.0002
CTX201007260,2,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,0.9996,TEXT,0.0002,TEXT_T,0.0002
CTX201007359,66,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX201007374,3,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
CTX201007753,120,DRAW,DRAW_L,DRAW_L,DRAW,DRAW,DRAW,0.624,DRAW_L,0.376,,
CTX201007898A,156,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,0.9970000000000001,DRAW_L,0.003,,
CTX201100041A,495,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
CTX201100135,12,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
CTX201100541,649,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
CTX201100541,1649,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
CTX201100614,69,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX201100615,920,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
CTX201100846,16,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,0.9997999999999999,DRAW,0.0002,,
CTX201100936,48,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
CTX201101171,4,LINE_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,0.834,LINE_P,0.1656,DRAW,0.0004
CTX201101244,1,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX201101321,180,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW_L,1.0,,,,
CTX201101323,887,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX201101987,13,PHOTO,DRAW,DRAW,DRAW,DRAW,DRAW,0.7598,PHOTO,0.24020000000000002,,
CTX201102102,22,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
CTX201102799,12,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
CTX201102934,435,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,0.9864,TEXT_P,0.0078,TEXT,0.003
CTX201103273,134,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
CTX201103402A,75,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW_L,0.9994,PHOTO_L,0.0004,DRAW,0.0002
CTX201103508,50,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
CTX201103642,238,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX201103650,145,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
CTX201103660,168,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,0.9996,DRAW,0.0004,,
CTX201103665,243,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX201103673,71,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX201200005,28,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,0.9997999999999999,TEXT,0.0002,,
CTX201200065,431,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
CTX201200135,14,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX201200158,47,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,0.9997999999999999,,,,
CTX201200750,6,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
CTX201200897,15,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW_L,0.9974000000000001,DRAW,0.0024000000000000002,,
CTX201201317,49,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
CTX201201508,15,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX201202201,53,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,0.9994,DRAW,0.0004,,
CTX201202248,59,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX201202280,228,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX201202431,7,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,0.9998000000000001,TEXT,0.0002,,
CTX201202519,134,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,0.9996,DRAW_L,0.0004,,
CTX201202519,1134,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
CTX201202534,20,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX201202590,24,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
CTX201202682,44,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
CTX201203281,28,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
CTX201203420,1,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX201300204,36,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,0.9958,TEXT,0.004,,
