FILE,PAGE,V1.3,V2.3,V3.3,V4.3,V5.3,CLASS-1,SCORE-1,CLASS-2,SCORE-2,CLASS-3,SCORE-3
CTX198804027,26,LINE_T,LINE_T,LINE_T,LINE_T,LINE_T,LINE_T,1.0,,,,
CTX198804416,36,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX198900838,9,TEXT_T,TEXT_T,TEXT_T,TEXT_T,TEXT_T,TEXT_T,0.999,TEXT_P,0.0008,TEXT,0.0002
CTX198901592,166,TEXT_T,TEXT_T,TEXT_T,TEXT_T,TEXT_T,TEXT_T,1.0,,,,
CTX198903260,3,TEXT_T,TEXT,TEXT_T,TEXT_T,TEXT,TEXT,0.5382,TEXT_T,0.4614,DRAW,0.0002
CTX198903785,90,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX199001056,20,TEXT_T,TEXT_T,TEXT_T,TEXT_T,TEXT_T,TEXT_T,0.9996,TEXT,0.0004,,
CTX199002105,3,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
CTX199002386,60,TEXT_T,TEXT_T,TEXT_T,TEXT_T,TEXT_T,TEXT_T,1.0,,,,
CTX199002826,89,TEXT_T,TEXT_T,TEXT_T,TEXT_T,TEXT_T,TEXT_T,0.9998000000000001,TEXT,0.0002,,
CTX199003162,1,LINE_T,LINE_T,LINE_T,LINE_T,LINE_T,LINE_T,1.0,,,,
CTX199003586N,78,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,0.9965999999999999,PHOTO,0.003,TEXT,0.0002
CTX199003587B,121,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,0.9964000000000001,PHOTO,0.0034000000000000002,,
CTX199003588G,59,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,0.9875999999999999,PHOTO,0.0092,DRAW_L,0.003
CTX199003676O,80,PHOTO,DRAW,DRAW,PHOTO,DRAW,DRAW,0.6406000000000001,PHOTO,0.3578,TEXT,0.001
CTX199003678,102,LINE_T,LINE_T,LINE_T,LINE_T,LINE_T,LINE_T,0.9938,LINE_HW,0.0032,LINE_P,0.003
CTX199004124,98,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX199004396,1,TEXT,TEXT,TEXT,TEXT,TEXT,TEXT,1.0,,,,
CTX199004522,61,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,0.9936,LINE_T,0.0036,DRAW_L,0.002
CTX199004525I,14,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW_L,0.9992000000000001,DRAW,0.0006000000000000001,,
CTX199100898,10,TEXT_T,TEXT_T,TEXT_T,TEXT_T,TEXT_T,TEXT_T,0.9996,LINE_T,0.0002,TEXT,0.0002
CTX199101756A,42,LINE_HW,LINE_T,LINE_T,LINE_T,LINE_T,LINE_T,0.8625999999999999,LINE_HW,0.13740000000000002,,
CTX199102416A,16,TEXT_T,TEXT_T,TEXT_T,TEXT_T,TEXT_T,TEXT_T,1.0,,,,
CTX199102416K,93,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
CTX199103125,1,LINE_T,LINE_T,LINE_T,LINE_T,LINE_T,LINE_T,1.0,,,,
CTX199103913,9,TEXT_T,TEXT_T,TEXT_T,TEXT_T,TEXT_T,TEXT_T,0.9997999999999999,TEXT_P,0.0002,,
CTX199104189,6,LINE_P,LINE_T,LINE_P,LINE_P,LINE_P,LINE_P,0.6946,LINE_T,0.3046,LINE_HW,0.0004
CTX199104289A,2,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX199104289K,90,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
CTX199104335,29,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX199104407A,21,LINE_HW,LINE_HW,LINE_HW,LINE_HW,LINE_HW,LINE_HW,1.0,,,,
CTX199200024A,49,DRAW_L,DRAW,DRAW_L,DRAW_L,DRAW_L,DRAW_L,0.701,DRAW,0.2764,LINE_HW,0.0222
CTX199201073A,35,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
CTX199202428,10,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,0.9987999999999999,TEXT_T,0.001,LINE_P,0.0002
CTX199203484,6,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,0.8959999999999999,LINE_P,0.10359999999999998,LINE_T,0.0002
CTX199203990B,7,TEXT,TEXT_T,TEXT_T,TEXT_T,LINE_T,TEXT_T,0.6574,TEXT,0.18480000000000002,LINE_T,0.15360000000000001
CTX199204160,14,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,0.9496,TEXT_T,0.05,LINE_P,0.0006000000000000001
CTX199204193,1,LINE_T,LINE_T,LINE_T,LINE_T,LINE_T,LINE_T,1.0,,,,
CTX199300726,26,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,0.9962,PHOTO,0.0032,DRAW_L,0.0006000000000000001
CTX199301182,63,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,0.9986,DRAW_L,0.0012000000000000001,,
