FILE,PAGE,V1.3,V2.3,V3.3,V5.3,V4.3,CLASS-1,SCORE-1,CLASS-2,SCORE-2,CLASS-3,SCORE-3
MTX200601627,1,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,0.999,LINE_T,0.001,,
MTX200602109,164,TEXT_P,LINE_P,TEXT_P,LINE_P,TEXT_P,TEXT_P,0.5696,LINE_P,0.43019999999999997,LINE_T,0.0002
MTX200602116,113,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
MTX200603563,5,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
MTX200700141b,137,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
MTX200700143c,89,DRAW_L,DRAW_L,DRAW,DRAW_L,DRAW_L,DRAW_L,0.8284,DRAW,0.1714,LINE_HW,0.0002
MTX200700149,124,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
MTX200700244,35,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
MTX200700851,1,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,0.9991999999999999,LINE_T,0.0008,,
MTX200702073,134,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
MTX200702088,54,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,0.9998000000000001,DRAW,0.0002,,
MTX200702108,258,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
MTX200702141,68,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
MTX200702619,154,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
MTX200702621a,81,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,0.998,TEXT_P,0.0019999999999999996,,
MTX200702621b,375,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
MTX200703034,1,LINE_P,LINE_HW,LINE_HW,LINE_HW,LINE_HW,LINE_HW,0.8,LINE_P,0.1998,,
MTX200704021,2,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,0.9962,TEXT,0.0026,TEXT_T,0.0006000000000000001
MTX200800066,56,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
MTX200800735,94,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
MTX200800738,718,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
MTX200801100,108,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
MTX200801102a,179,LINE_P,LINE_P,LINE_P,LINE_P,TEXT_P,LINE_P,0.6854,TEXT_P,0.3142,LINE_T,0.0002
MTX200801112,81,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,0.9997999999999999,TEXT_P,0.0002,,
MTX200802022,1,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
MTX200803070,13,TEXT_P,TEXT,TEXT_P,TEXT,TEXT_P,TEXT_P,0.6836,TEXT,0.28200000000000003,TEXT_T,0.0342
MTX200803221b,51,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,0.9998000000000001,TEXT_P,0.0002,,
MTX200803238,14,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,0.99,TEXT_P,0.01,,
MTX200803250,138,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
MTX200803261,149,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
MTX200803290,31,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,0.9996,TEXT_HW,0.0002,,
MTX200804139,5,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
MTX200804145,98,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,0.9996,TEXT_P,0.0004,,
MTX200804150,95,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
MTX200900097,4,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,0.9948,LINE_P,0.0036000000000000003,DRAW,0.0008
MTX200900559,2,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,0.9693999999999999,LINE_T,0.019200000000000002,LINE_HW,0.0112
MTX200900969,4,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,0.9705999999999999,LINE_HW,0.0242,LINE_T,0.0046
MTX200901652,54,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
MTX200901944,859,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,0.999,DRAW_L,0.0008,PHOTO,0.0004
MTX200902119,4,TEXT,LINE_P,LINE_P,TEXT_P,LINE_P,LINE_P,0.6126,TEXT,0.2774,TEXT_P,0.0956
MTX200902976,14,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,0.9986,TEXT,0.0014,,
MTX200902987,130,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,0.9996,LINE_T,0.0002,TEXT_P,0.0002
MTX200902990,186,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,0.9998000000000001,TEXT_P,0.0002,,
MTX200903791,6,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
MTX200904040,257,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
MTX200904044,107,TEXT_P,TEXT_T,TEXT_T,TEXT_P,TEXT_P,TEXT_P,0.522,TEXT_T,0.4766,TEXT,0.0014
MTX200904057a,269,LINE_P,TEXT_P,LINE_P,LINE_P,LINE_P,LINE_P,0.8039999999999999,TEXT_P,0.1958,DRAW,0.0002
MTX200904967,1,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,0.9279999999999999,LINE_T,0.07139999999999999,LINE_HW,0.0004
MTX200905960,115,DRAW,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,0.8058,DRAW,0.1896,TEXT_HW,0.004399999999999999
MTX200906631,2,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,0.9975999999999999,LINE_T,0.002,LINE_HW,0.0002
MTX201000399,11,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
MTX201000753,38,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
MTX201001385,130,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
MTX201001392,36,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
MTX201001396,242,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
MTX201001397b,135,DRAW_L,DRAW_L,DRAW,DRAW,DRAW_L,DRAW_L,0.5858000000000001,DRAW,0.4142,,
MTX201001818,2,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,0.999,LINE_T,0.0006000000000000001,,
MTX201001858,18,LINE_P,DRAW_L,DRAW_L,DRAW_L,LINE_P,DRAW_L,0.5006,LINE_P,0.3802,DRAW,0.11779999999999999
MTX201002187,1,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,0.9385999999999999,LINE_T,0.0612,TEXT,0.0002
MTX201003370,28,TEXT_HW,TEXT_HW,TEXT_HW,TEXT_HW,TEXT_HW,TEXT_HW,1.0,,,,
MTX201004343,42,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,0.9998000000000001,DRAW,0.0002,,
MTX201004357,287,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
MTX201004899,4,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,0.9994,TEXT_P,0.0006000000000000001,,
MTX201100445,202,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
MTX201100864,104,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
MTX201101128,23,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
MTX201101196,12,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
MTX201101719,551,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
MTX201103251,1,TEXT,TEXT,TEXT,TEXT,TEXT,TEXT,0.9994,DRAW,0.0002,LINE_T,0.0002
MTX201103605,9,LINE_P,LINE_P,LINE_P,LINE_P,TEXT_P,LINE_P,0.8672000000000001,TEXT_P,0.1328,,
MTX201103614,444,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
MTX201103630,245,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,0.9982,PHOTO_L,0.0018000000000000002,,
MTX201104580,18,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,0.9994,PHOTO_L,0.0004,TEXT,0.0002
MTX201200420,67,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,0.9374,LINE_P,0.0606,TEXT_HW,0.0008
MTX201200469,20,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
MTX201201723,7,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
MTX201202496,59,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
MTX201204231,41,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
MTX201204828,87,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
MTX201204833,174,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
MTX201204839,288,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
MTX201204849,70,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
MTX201204862,147,DRAW_L,DRAW_L,DRAW,DRAW_L,DRAW_L,DRAW_L,0.8488,DRAW,0.151,LINE_HW,0.0002
MTX201205148,135,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
MTX201300163,1,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,0.9964000000000001,LINE_T,0.0032,LINE_HW,0.0002
MTX201300368,542,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,0.9640000000000001,LINE_P,0.0324,DRAW_L,0.0036000000000000003
MTX201300907,23,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW_L,1.0,,,,
MTX201301653,15,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,0.9655999999999999,DRAW_L,0.023,PHOTO,0.0114
MTX201303313,42,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
MTX201304853,15,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
MTX201400108,2,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,0.9996,LINE_T,0.0002,,
MTX201400599,1,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
MTX201400798,14,PHOTO,PHOTO,PHOTO,PHOTO,DRAW,PHOTO,0.7404,DRAW,0.25939999999999996,,
MTX201401554,138,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
MTX201401561,539,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,0.9978,PHOTO_L,0.0014,DRAW,0.0006000000000000001
MTX201401933,1,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,0.9996,LINE_T,0.0004,,
MTX201403688,1,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,0.9987999999999999,LINE_T,0.001,,
MTX201405062,44,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
MTX201501238,1,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,0.909,LINE_T,0.0908,,
MTX201501309,173,TEXT_P,TEXT_P,LINE_P,TEXT_P,LINE_P,TEXT_P,0.5264,LINE_P,0.4734,,
MTX201501326,1,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,0.9984,DRAW,0.0014,,
MTX201502851,17,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
MTX201503709,26,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
MTX201504019,532,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,0.9996,TEXT_P,0.0004,,
MTX201504673,3,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,0.993,TEXT,0.003999999999999999,TEXT_T,0.003
MTX201505005,40,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
MTX201505275,28,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
MTX201600169,65,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
MTX201600519,157,LINE_HW,LINE_HW,LINE_HW,LINE_HW,LINE_HW,LINE_HW,0.9986,DRAW,0.0014,,
MTX201600587,43,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
MTX201600590,574,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
MTX201601371,44,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
MTX201601468,85,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
MTX201601586,43,DRAW,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,0.8046,DRAW,0.18380000000000002,PHOTO_L,0.0118
MTX201601597,345,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
MTX201601722,798,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,0.9997999999999999,DRAW,0.0002,,
MTX201601914b,34,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
MTX201601918,9,TEXT_T,TEXT_T,TEXT_T,TEXT_T,TEXT_T,TEXT_T,0.9936,TEXT,0.0062,,
MTX201602059,144,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,0.994,LINE_T,0.006,LINE_HW,0.0002
MTX201602069,112,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
MTX201602076,7,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,0.9958,LINE_T,0.0042,,
MTX201602119a,18,TEXT_P,TEXT_P,TEXT_P,TEXT_P,LINE_P,TEXT_P,0.767,LINE_P,0.2326,DRAW,0.0002
MTX201602139,59,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
MTX201602232,112,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
MTX201602233,259,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,0.9996,DRAW_L,0.0002,,
MTX201602237,25,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
MTX201602242,597,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
MTX201602246,20,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
MTX201602385b,64,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
MTX201602541,19,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
MTX201602626,30,DRAW,PHOTO,PHOTO,PHOTO,DRAW,DRAW,0.509,PHOTO,0.4828,TEXT_P,0.008
MTX201602684,17,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
MTX201602909,242,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
MTX201602926,148,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
MTX201603040,74,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,0.9922000000000001,PHOTO,0.007000000000000001,DRAW_L,0.0008
MTX201603220,274,TEXT_HW,TEXT_HW,TEXT_HW,TEXT_HW,TEXT_HW,TEXT_HW,0.9972,TEXT,0.0014,DRAW,0.0008
MTX201603363,26,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW_L,1.0,,,,
MTX201603507,17,TEXT_P,LINE_P,LINE_P,TEXT_P,TEXT_P,TEXT_P,0.5810000000000001,LINE_P,0.41879999999999995,,
MTX201604183,12,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,0.9987999999999999,TEXT_T,0.001,LINE_P,0.0002
MTX201604333,12,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
MTX201604986,483,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
MTX201605001,92,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
MTX201605247,46,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,0.9800000000000001,TEXT_P,0.02,TEXT_HW,0.0002
MTX201605331,625,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
MTX201605917,6,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
MTX201606634,1,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
MTX201700030,39,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
MTX201700075,20,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
MTX201700184,1,LINE_P,LINE_P,LINE_P,LINE_T,LINE_P,LINE_P,0.8882,LINE_T,0.1116,,
MTX201700334,19,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
MTX201700459,107,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
MTX201700489,86,TEXT_P,DRAW,DRAW,DRAW,TEXT_P,DRAW,0.5932,TEXT_P,0.388,TEXT,0.014799999999999999
MTX201700490,514,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
MTX201700491,288,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
MTX201700491,1288,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
MTX201700492,865,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,0.9212,TEXT_P,0.0784,TEXT_HW,0.0004
MTX201700493,485,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
MTX201700502,9,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,0.99,TEXT_T,0.007000000000000001,TEXT_HW,0.0028
MTX201700539,45,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
MTX201700546,114,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,0.9998000000000001,DRAW_L,0.0002,,
MTX201700565,15,TEXT_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,0.7502,TEXT_P,0.2496,TEXT,0.0002
MTX201700594,43,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
MTX201700605,8,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,0.9822,TEXT,0.017599999999999998,TEXT_T,0.0002
MTX201700652,5,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
MTX201700715,91,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
MTX201700757,30,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
MTX201700790,23,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,0.9978,TEXT_P,0.002,,
MTX201700841,74,LINE_P,LINE_P,LINE_P,TEXT_P,LINE_P,LINE_P,0.7998,TEXT_P,0.2002,,
MTX201700906,17,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,0.9998000000000001,LINE_P,0.0002,,
MTX201700926,1,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,0.9934000000000001,DRAW,0.0066,,
MTX201700963,3,TEXT_T,TEXT_T,TEXT_T,TEXT_T,TEXT_T,TEXT_T,0.994,TEXT_P,0.006,TEXT,0.0004
MTX201700984,9,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,0.9994,DRAW_L,0.0006000000000000001,,
MTX201701015,9,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
MTX201701051,5,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,0.9998000000000001,DRAW_L,0.0002,,
MTX201701063,53,PHOTO,TEXT,TEXT,PHOTO,TEXT,TEXT,0.702,PHOTO,0.2962,DRAW,0.0008
MTX201701069,392,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,0.9997999999999999,TEXT_HW,0.0002,,
MTX201701081,8,TEXT,TEXT_T,TEXT_T,TEXT_T,TEXT_HW,TEXT_T,0.5551999999999999,TEXT_HW,0.2286,TEXT,0.2162
MTX201701090,26,LINE_T,DRAW,LINE_T,LINE_T,LINE_HW,LINE_T,0.4826,DRAW,0.23679999999999998,LINE_HW,0.22480000000000003
MTX201701104,46,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
MTX201701163,110,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
MTX201701192,1,TEXT,TEXT,TEXT,TEXT,TEXT,TEXT,0.958,TEXT_P,0.022199999999999998,TEXT_HW,0.0196
MTX201701219a,68,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
MTX201701236,54,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
MTX201701240,6,LINE_P,LINE_P,LINE_P,TEXT_P,LINE_P,LINE_P,0.8116,TEXT_P,0.1882,,
MTX201701283,11,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,0.9996,TEXT_P,0.0004,,
MTX201701300,2,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,0.9992000000000001,TEXT,0.0008,,
MTX201701312,204,TEXT_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,0.8924,TEXT_P,0.10740000000000001,TEXT,0.0002
MTX201701316,263,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
MTX201701332,70,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
MTX201701340,35,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
MTX201701377,4,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,1.0,,,,
MTX201701428d,46,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
MTX201701432,51,TEXT_P,TEXT_P,LINE_P,LINE_P,TEXT_P,TEXT_P,0.561,LINE_P,0.43739999999999996,TEXT,0.0016
MTX201701446,31,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
MTX201701463,94,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
MTX201701490,21,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,0.9029999999999999,DRAW_L,0.0952,TEXT_T,0.001
MTX201701503,88,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,0.9996,DRAW_L,0.0002,LINE_HW,0.0002
MTX201701542,35,LINE_P,LINE_P,DRAW_L,DRAW_L,LINE_P,LINE_P,0.5864,DRAW_L,0.36239999999999994,DRAW,0.0508
MTX201701545,550,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
MTX201701548,177,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
MTX201701551,336,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,0.9998000000000001,DRAW_L,0.0002,,
MTX201701576,138,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,0.9997999999999999,DRAW,0.0002,,
MTX201701594,12,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,TEXT_P,0.9827999999999999,LINE_P,0.0152,TEXT_T,0.0018
MTX201701625b,1,TEXT,TEXT,TEXT,TEXT,TEXT,TEXT,0.9991999999999999,TEXT_P,0.0008,,
MTX201701636,130,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,0.9997999999999999,LINE_T,0.0002,,
MTX201701641,125,LINE_P,LINE_P,LINE_T,LINE_P,LINE_T,LINE_P,0.6652,LINE_T,0.3322,TEXT,0.0018
MTX201701650b,46,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
MTX201701671b,16,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,0.9998000000000001,DRAW,0.0002,DRAW_L,0.0002
MTX201701673,111,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,0.9996,TEXT_P,0.0004,,
MTX201701719,62,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,0.9997999999999999,DRAW,0.0002,,
MTX201701829,32,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,0.9792,DRAW_L,0.02,LINE_HW,0.0006000000000000001
MTX201701846a,59,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,1.0,,,,
MTX201701870,63,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,1.0,,,,
MTX201701899,37,LINE_P,LINE_P,LINE_P,TEXT_P,LINE_P,LINE_P,0.8006,TEXT_P,0.1994,,
MTX201702031,22,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,0.9994,DRAW_L,0.0006000000000000001,,
MTX201702079,40,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,0.9808,DRAW_L,0.0186,PHOTO,0.0006000000000000001
MTX201702109,8,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW_L,DRAW_L,0.999,DRAW,0.0006000000000000001,,
MTX201702146,4,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,0.9766,TEXT_P,0.0234,,
MTX201702176,19,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,LINE_P,1.0,,,,
MTX201702183,108,DRAW,DRAW,DRAW,DRAW,DRAW,DRAW,0.9996,DRAW_L,0.0002,PHOTO,0.0002
MTX201702318,1,TEXT,TEXT,TEXT_P,TEXT,LINE_P,TEXT,0.5948,TEXT_P,0.2088,LINE_P,0.196
MTX201702405,187,LINE_T,LINE_T,LINE_T,LINE_T,LINE_T,LINE_T,0.9987999999999999,LINE_P,0.0006000000000000001,DRAW,0.0002
MTX201702408b,27,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,PHOTO,0.9538,DRAW,0.046200000000000005,,
