x_1	y_1	x_2	y_2	block_type	type	score
228.7789764404297	1093.6749267578125	472.0478820800781	1110.8231201171875	rectangle	TextRegion	0.999988317489624
796.9983520507812	1622.953369140625	1132.9891357421875	1637.7872314453125	rectangle	TextRegion	0.9999697208404541
627.7835083007812	617.276611328125	870.7719116210938	635.132080078125	rectangle	TextRegion	0.9999697208404541
671.6795043945312	644.067626953125	994.1502075195312	1053.33837890625	rectangle	ImageRegion	0.9999676942825317
118.59624481201172	617.2728881835938	361.0058288574219	635.1702880859375	rectangle	TextRegion	0.9999617338180542
165.30145263671875	138.8921661376953	593.3084106445312	577.275634765625	rectangle	ImageRegion	0.9999538660049438
271.1692810058594	1125.9405517578125	951.3840942382812	1563.3726806640625	rectangle	ImageRegion	0.9999127388000488
118.95928955078125	129.93505859375	363.46417236328125	146.04891967773438	rectangle	TextRegion	0.999862551689148
92.03780364990234	1622.2586669921875	347.0899963378906	1636.37060546875	rectangle	TextRegion	0.999854326248169
650.2064819335938	159.88595581054688	1047.45703125	496.958984375	rectangle	ImageRegion	0.9998369216918945
167.65086364746094	655.5863647460938	578.3827514648438	996.3978271484375	rectangle	ImageRegion	0.9997969269752502
1039.168701171875	60.082576751708984	1131.3233642578125	74.2751693725586	rectangle	TextRegion	0.9996622800827026
94.97044372558594	37.573970794677734	477.9742431640625	53.38312911987305	rectangle	TextRegion	0.9986760020256042
1037.9932861328125	36.48963928222656	1151.0084228515625	45.35075378417969	rectangle	TextRegion	0.9976956248283386
476.3592529296875	74.30625915527344	740.9317626953125	96.89291381835938	rectangle	TextRegion	0.9972283244132996
