x_1	y_1	x_2	y_2	block_type	type	score
182.30862426757812	918.0895385742188	1165.4571533203125	1320.185546875	rectangle	TextRegion	0.9999692440032959
190.5435333251953	169.27012634277344	1157.7967529296875	322.6234130859375	rectangle	TextRegion	0.9999685287475586
221.858154296875	346.8441467285156	1099.205322265625	407.7861633300781	rectangle	TextRegion	0.9998664855957031
114.31047821044922	1525.8148193359375	1152.1878662109375	1584.9136962890625	rectangle	TextRegion	0.9998314380645752
281.0537414550781	457.7745361328125	1117.64794921875	753.5379028320312	rectangle	TextRegion	0.9996715784072876
527.129150390625	56.04582595825195	560.43359375	71.3125	rectangle	TextRegion	0.9984403252601624
216.91351318359375	788.16943359375	996.5413208007812	875.0482788085938	rectangle	TextRegion	0.9951836466789246
260.2171936035156	724.6240234375	313.8791809082031	741.3438720703125	rectangle	TextRegion	0.9944326281547546
157.7179412841797	1479.3812255859375	336.7850646972656	1495.6527099609375	rectangle	TextRegion	0.9892788529396057
170.4178466796875	1392.306884765625	670.855712890625	1415.6619873046875	rectangle	TextRegion	0.9772212505340576
524.330078125	57.96610641479492	584.536865234375	70.01362609863281	rectangle	TextRegion	0.9689439535140991
154.3855438232422	899.958251953125	195.38104248046875	921.9339599609375	rectangle	TextRegion	0.9575294256210327
215.0803985595703	819.8756103515625	238.24087524414062	839.27392578125	rectangle	TextRegion	0.941606879234314
151.86529541015625	1358.17724609375	279.23602294921875	1377.4537353515625	rectangle	TextRegion	0.9395917057991028
260.59246826171875	604.5828247070312	314.9898986816406	620.912353515625	rectangle	TextRegion	0.9335706233978271
215.69236755371094	508.22882080078125	239.06883239746094	528.8817749023438	rectangle	TextRegion	0.9262152314186096
215.54220581054688	319.3533935546875	253.4756317138672	335.56072998046875	rectangle	TextRegion	0.9123738408088684
154.70736694335938	434.9533996582031	194.75636291503906	453.9874267578125	rectangle	TextRegion	0.9115363359451294
215.39955139160156	856.0579223632812	238.3977813720703	873.4512329101562	rectangle	TextRegion	0.8120672702789307
317.28662109375	351.0887756347656	1091.1612548828125	382.0039978027344	rectangle	TextRegion	0.8085628747940063
