x_1	y_1	x_2	y_2	block_type	type	score
699.3533325195312	641.6624755859375	1120.3963623046875	714.961669921875	rectangle	TextRegion	0.9997337460517883
571.6387329101562	1067.86572265625	652.6548461914062	1088.4320068359375	rectangle	TextRegion	0.9996820688247681
718.8441772460938	781.6953735351562	1134.8587646484375	1218.3409423828125	rectangle	TextRegion	0.9991098046302795
572.997802734375	341.6225280761719	655.3433227539062	361.2521057128906	rectangle	TextRegion	0.9983017444610596
694.18408203125	33.57474136352539	1125.2110595703125	91.93415069580078	rectangle	TextRegion	0.9982115030288696
712.0089111328125	319.2596740722656	1157.829345703125	571.4453125	rectangle	TextRegion	0.9980024695396423
584.9348754882812	33.437557220458984	612.6830444335938	50.95140838623047	rectangle	TextRegion	0.9977291226387024
125.34439849853516	859.4458618164062	231.29502868652344	930.015869140625	rectangle	TextRegion	0.9969044327735901
130.54444885253906	338.3667297363281	256.64593505859375	360.0592041015625	rectangle	TextRegion	0.9963709115982056
433.4371337890625	859.151611328125	569.5640869140625	982.052001953125	rectangle	TextRegion	0.9942536950111389
574.44189453125	775.8693237304688	652.7699584960938	792.858154296875	rectangle	TextRegion	0.993696391582489
366.19195556640625	642.1131591796875	392.3970947265625	658.5103149414062	rectangle	TextRegion	0.9936289191246033
439.1324157714844	341.2994384765625	533.2810668945312	457.3775329589844	rectangle	TextRegion	0.993129312992096
125.17523956298828	1062.5223388671875	326.3072814941406	1091.7501220703125	rectangle	TextRegion	0.9886267781257629
428.3031005859375	1071.8193359375	536.4327392578125	1163.855224609375	rectangle	TextRegion	0.9872411489486694
365.8534240722656	341.08782958984375	393.4892578125	359.10479736328125	rectangle	TextRegion	0.9871671795845032
363.6507873535156	1068.3033447265625	390.8515319824219	1086.2708740234375	rectangle	TextRegion	0.98382169008255
261.819091796875	337.95513916015625	306.0660095214844	357.6165466308594	rectangle	TextRegion	0.9720330238342285
127.79234313964844	771.6587524414062	194.6433563232422	792.1864624023438	rectangle	TextRegion	0.9719986915588379
441.75140380859375	644.3016967773438	541.065673828125	685.2151489257812	rectangle	TextRegion	0.9676556587219238
571.5223999023438	198.8711700439453	654.1248168945312	214.40484619140625	rectangle	TextRegion	0.9493164420127869
140.7666015625	191.66363525390625	520.2151489257812	236.96360778808594	rectangle	TextRegion	0.9476394653320312
721.638427734375	199.4123077392578	968.9656982421875	216.01048278808594	rectangle	TextRegion	0.9364937543869019
110.50335693359375	1255.47802734375	1114.6727294921875	1261.251953125	rectangle	SeparatorRegion	0.9307694435119629
52.589141845703125	612.0231323242188	1094.7313232421875	618.2965087890625	rectangle	SeparatorRegion	0.926232099533081
121.03205108642578	638.625	298.1604309082031	657.3469848632812	rectangle	TextRegion	0.8731128573417664
134.1603240966797	176.2921142578125	1122.2344970703125	182.99072265625	rectangle	SeparatorRegion	0.8418499827384949
572.1904907226562	642.9363403320312	653.339599609375	660.2230834960938	rectangle	TextRegion	0.8210605382919312
