x_1	y_1	x_2	y_2	block_type	type	score
305.8653564453125	1106.4530029296875	606.8470458984375	1119.1826171875	rectangle	TextRegion	0.9997770190238953
309.9873046875	1036.4769287109375	448.5111999511719	1051.39599609375	rectangle	TextRegion	0.9995392560958862
1636.981689453125	1029.1915283203125	1644.857177734375	1155.023681640625	rectangle	TextRegion	0.9992251396179199
678.6187744140625	1037.4906005859375	947.6172485351562	1051.237548828125	rectangle	TextRegion	0.9991651773452759
681.9720458984375	1105.413818359375	989.9252319335938	1119.093994140625	rectangle	TextRegion	0.9980452060699463
1103.5455322265625	248.04150390625	1161.684814453125	298.68365478515625	rectangle	TextRegion	0.9964168071746826
73.03817749023438	152.4585418701172	92.83822631835938	175.4094696044922	rectangle	TextRegion	0.9902133345603943
670.0092163085938	322.5567321777344	707.3917846679688	341.65478515625	rectangle	TextRegion	0.9879453182220459
1617.9888916015625	151.453857421875	1637.2274169921875	176.078369140625	rectangle	TextRegion	0.9848384857177734
1173.5899658203125	1032.986572265625	1601.300048828125	1081.2427978515625	rectangle	TextRegion	0.9678613543510437
253.54969787597656	1021.3400268554688	289.6844482421875	1068.40625	rectangle	ImageRegion	0.9311419129371643
623.3423461914062	1089.54931640625	662.1417846679688	1129.03271484375	rectangle	TextRegion	0.8775137662887573
1126.18115234375	1074.994873046875	1608.966064453125	1144.7200927734375	rectangle	TableRegion	0.8539288640022278
253.48033142089844	1089.61572265625	293.39019775390625	1129.97900390625	rectangle	ImageRegion	0.8108363747596741
