x_1	y_1	x_2	y_2	block_type	type	score
719.9546508789062	625.0023803710938	915.326416015625	893.3224487304688	rectangle	ImageRegion	0.999977707862854
186.7252655029297	1476.46728515625	1045.6256103515625	1584.7977294921875	rectangle	TextRegion	0.999954104423523
863.6211547851562	1171.1134033203125	885.6580200195312	1187.4344482421875	rectangle	TextRegion	0.9998944997787476
1028.108642578125	28.125125885009766	1082.6878662109375	44.36433410644531	rectangle	TextRegion	0.9996472597122192
681.6048583984375	953.2214965820312	928.461669921875	1166.356201171875	rectangle	ImageRegion	0.9996366500854492
211.09837341308594	611.03076171875	538.3272094726562	808.1640014648438	rectangle	ImageRegion	0.9991832375526428
515.3987426757812	512.6685791015625	698.5017700195312	653.0912475585938	rectangle	ImageRegion	0.9991668462753296
196.13392639160156	416.4147033691406	415.0439758300781	568.9539184570312	rectangle	ImageRegion	0.9991123080253601
225.17376708984375	250.28408813476562	394.45855712890625	397.6807861328125	rectangle	ImageRegion	0.9987601041793823
883.1790771484375	555.9434814453125	895.2730712890625	572.1796875	rectangle	TextRegion	0.9978579878807068
873.5206298828125	858.3370971679688	885.35986328125	875.017822265625	rectangle	TextRegion	0.9939271807670593
179.061767578125	542.6829833984375	191.47879028320312	560.1985473632812	rectangle	TextRegion	0.9929419755935669
558.947265625	1169.8828125	570.7410278320312	1191.807861328125	rectangle	TextRegion	0.9929250478744507
460.86370849609375	248.37364196777344	651.8872680664062	475.776123046875	rectangle	ImageRegion	0.9925047159194946
720.5856323242188	264.0173645019531	906.4364624023438	433.3428039550781	rectangle	ImageRegion	0.9875078797340393
1072.9578857421875	663.3488159179688	1122.0194091796875	1305.6571044921875	rectangle	ImageRegion	0.9303479790687561
200.83383178710938	292.07843017578125	423.6960144042969	612.9136962890625	rectangle	ImageRegion	0.9042380452156067
200.4752197265625	759.3873901367188	210.42555236816406	774.7416381835938	rectangle	TextRegion	0.8611559271812439
730.666748046875	422.6534729003906	895.2653198242188	586.936767578125	rectangle	ImageRegion	0.8563815355300903
227.29495239257812	810.5418701171875	634.6980590820312	1186.7891845703125	rectangle	ImageRegion	0.8456377983093262
512.3598022460938	530.2479858398438	522.1866455078125	546.8517456054688	rectangle	TextRegion	0.8095079064369202
