x_1	y_1	x_2	y_2	block_type	type	score
726.7286376953125	840.2564697265625	1101.1556396484375	981.6484985351562	rectangle	TextRegion	0.9997217059135437
595.6358032226562	1017.8359985351562	674.3599243164062	1035.2906494140625	rectangle	TextRegion	0.9988094568252563
593.3347778320312	1245.824951171875	676.1818237304688	1264.18701171875	rectangle	TextRegion	0.9987799525260925
722.1817626953125	1002.2400512695312	1140.7958984375	1170.883056640625	rectangle	TextRegion	0.9985324144363403
431.3943786621094	837.9539184570312	554.2490844726562	898.2377319335938	rectangle	TextRegion	0.9965577721595764
113.10404205322266	170.94735717773438	1139.9322509765625	379.2659606933594	rectangle	TextRegion	0.9963782429695129
126.33341979980469	833.462890625	216.34426879882812	853.5925903320312	rectangle	TextRegion	0.9945673942565918
652.9429321289062	25.21638298034668	1123.0784912109375	84.22229766845703	rectangle	TextRegion	0.9940131306648254
360.0893859863281	834.9365844726562	386.646728515625	851.469482421875	rectangle	TextRegion	0.9923157691955566
123.2032470703125	1242.3472900390625	212.19308471679688	1264.6085205078125	rectangle	TextRegion	0.9916619062423706
125.5068359375	1014.1128540039062	223.12008666992188	1033.6094970703125	rectangle	TextRegion	0.9912905693054199
125.02649688720703	699.6432495117188	209.05123901367188	722.83251953125	rectangle	TextRegion	0.9811353087425232
158.38902282714844	1214.5213623046875	1134.5545654296875	1221.45751953125	rectangle	SeparatorRegion	0.9691395163536072
729.6298217773438	1248.920654296875	1164.4482421875	1332.3336181640625	rectangle	TextRegion	0.9585313200950623
717.1503295898438	701.0093994140625	1115.001953125	770.87255859375	rectangle	TextRegion	0.9489364624023438
257.445556640625	834.3685302734375	283.5213623046875	852.1288452148438	rectangle	TextRegion	0.9449905157089233
357.5927429199219	1245.178955078125	383.6050109863281	1262.3485107421875	rectangle	TextRegion	0.9279913306236267
103.19400787353516	1481.3602294921875	1118.3922119140625	1486.6707763671875	rectangle	SeparatorRegion	0.9070913791656494
598.33447265625	1404.338623046875	675.4796752929688	1421.1912841796875	rectangle	TextRegion	0.8812654614448547
585.119873046875	33.462890625	617.7900390625	51.76902389526367	rectangle	TextRegion	0.8703896403312683
254.87057495117188	1242.322998046875	282.177490234375	1261.6812744140625	rectangle	TextRegion	0.8698208332061768
357.9860534667969	1015.6863403320312	385.7210693359375	1032.7069091796875	rectangle	TextRegion	0.8604486584663391
233.81777954101562	658.0663452148438	1126.2559814453125	670.9354858398438	rectangle	TextRegion	0.8593208193778992
87.40263366699219	432.28802490234375	1139.4354248046875	438.4103088378906	rectangle	SeparatorRegion	0.8532587885856628
697.8463134765625	1404.0277099609375	1084.1845703125	1436.152587890625	rectangle	TextRegion	0.845691442489624
555.571044921875	39.2447395324707	568.24609375	48.085975646972656	rectangle	ImageRegion	0.836507260799408
431.2265930175781	1248.241455078125	514.2059936523438	1289.572021484375	rectangle	TextRegion	0.802964985370636
