x_1	y_1	x_2	y_2	block_type	type	score
718.1361694335938	713.448486328125	778.0703735351562	731.1768188476562	rectangle	TextRegion	0.999273955821991
365.33966064453125	6.031063556671143	427.3688049316406	26.808757781982422	rectangle	TextRegion	0.9989053010940552
364.5491638183594	309.9081726074219	501.639892578125	329.9158020019531	rectangle	TextRegion	0.9860712885856628
344.028076171875	308.86737060546875	353.54107666015625	325.7161560058594	rectangle	TextRegion	0.9648982286453247
799.9102172851562	672.991455078125	825.9256591796875	696.8932495117188	rectangle	TextRegion	0.9631025791168213
339.2467346191406	363.56427001953125	387.92333984375	380.780517578125	rectangle	TextRegion	0.9612396955490112
499.6217041015625	4.151224136352539	562.8739013671875	32.574398040771484	rectangle	TextRegion	0.9504038095474243
785.8565063476562	43.5224494934082	824.189697265625	66.42320251464844	rectangle	TextRegion	0.903257429599762
477.5993957519531	789.267578125	503.22662353515625	811.9327392578125	rectangle	TextRegion	0.8979411721229553
832.7796630859375	42.85255432128906	900.8870239257812	71.79639434814453	rectangle	TextRegion	0.8344424366950989
