x_1	y_1	x_2	y_2	block_type	text	id	type	score
612.96630859375	34.0772819519043	641.765625	53.48115158081055	rectangle		0	TextRegion	0.9991366267204284
334.8757019042969	673.0201416015625	361.51995849609375	690.339111328125	rectangle		1	TextRegion	0.996878743171692
920.809326171875	676.6929321289062	933.871826171875	693.8838500976562	rectangle		2	TextRegion	0.9963744282722472
658.7237548828125	306.32037353515625	1119.688720703125	598.926025390625	rectangle	"co UZ, + SACEZ S presle.
104 StřDH /1l kam.přeslen,1/2 kar
249 Stř- přeslenu, 1 přeslen ze
-M1DH střepu, 1/2 přeslenu
46 MIDH ze střepv/,
527 DH 1 sáček s 1/2 brousku
xa,3 Z šedé břidlice,
954 Sbřepů> velké sáčky se zví-
obr. 23:13 focíni kostmi,
29:1,2 1 sáč.s 3 kusy železné
strusky,
1 sáč.vzžorků /12 kamer
a DD zbamoně]l$€no
"	3	TextRegion	0.9958420395851136
334.3748779296875	865.5121459960938	360.2690734863281	882.6093139648438	rectangle		4	TextRegion	0.9927170276641846
144.5845489501953	668.9655151367188	236.24627685546875	693.6210327148438	rectangle	"/14-56
"	5	TextRegion	0.9891351461410522
561.4984741210938	456.5038757324219	652.2212524414062	477.9165954589844	rectangle	"celkem
"	6	TextRegion	0.987747073173523
856.3880004882812	22.239839553833008	1183.80078125	81.381591796875	rectangle	"eznam nálezů: tonda Za-24
ezóna 1974 — str. 5
"	7	TextRegion	0.9803552627563475
735.1350708007812	867.9268188476562	1128.5501708984375	969.777587890625	rectangle	"tř- l sáček zvířekostí,
NIDH 1 sáček vzorků /7 kusů
H zestruskovatělé maza-

(= o Nice s úlomky opuky/
Ď
"	8	TextRegion	0.9689548015594482
329.3534851074219	1386.811767578125	357.4997863769531	1404.4599609375	rectangle		9	TextRegion	0.967912256717682
608.441162109375	1412.3465576171875	1086.7130126953125	1634.0047607421875	rectangle	"A A282 nmT Lo...
4 StřDH kostí,
106 Stř- | 1 sáček uhlíků,
=MIDH 1 sáček vzorků
18 MIDH | /8 kamenů/,
127 DH ček s částí vel
. „kého brousku z růžo
ou r E vošedé břidlice/
obr. : 1 sáč.s úlomkem ze-
struskovatělé maza-
"	10	TextRegion	0.9562135338783264
476.4939880371094	1389.9522705078125	548.03759765625	1409.116943359375	rectangle		11	TextRegion	0.9544925093650818
256.9009094238281	1386.6312255859375	284.0277404785156	1404.154541015625	rectangle		12	TextRegion	0.9502529501914978
139.58387756347656	1240.0289306640625	230.55523681640625	1267.494873046875	rectangle	"/14-59
"	13	TextRegion	0.94540137052536
714.9203491210938	1025.5845947265625	1051.6650390625	1047.95751953125	rectangle	"StŽDH 1 sáček zvíř kost
"	14	TextRegion	0.9449245929718018
142.69662475585938	294.5206298828125	234.7151336669922	320.50537109375	rectangle	"[1455
"	15	TextRegion	0.9317482709884644
551.7151489257812	1655.318359375	844.3832397460938	1677.55029296875	rectangle	" 

kém 33T Sp

 
"	16	TextRegion	0.9203813672065736
140.9379425048828	1021.9615478515624	233.74240112304688	1046.0826416015625	rectangle	"/14-58
"	17	TextRegion	0.905025601387024
262.6701965332031	671.087646484375	288.58795166015625	689.9891967773438	rectangle		20	TextRegion	0.8475818037986755
513.4231567382812	1655.922607421875	1044.313720703125	1672.80419921875	rectangle	" 
"	21	TextRegion	0.8429016470909119
141.46670532226562	825.805419921875	1084.5836181640625	832.7412109375	rectangle		22	TextRegion	0.8138492703437805
