x_1	y_1	x_2	y_2	block_type	text	id	type	score
184.8837738037109	1377.978271484375	1130.9515380859375	1512.4422607421875	rectangle	"Sonda 2b (1974), vrstva 3 z 10.stol., povrch opukové de-
strukce při jižní líci fm pódezdívky pravděpodobného
kněžského domu, nálezová situace 102/74. 1 - 7 výběr li-
bické keramiky. Správné postavení střepu 5 ukazuje šipka i
se základnou vyznačující vodorovnou rovinu. Foto V. Jílkova.
"	0	TextRegion	0.9999144077301024
746.3230590820312	356.4171142578125	760.2711181640625	376.8622131347656	rectangle		7	TextRegion	0.9960212111473083
963.7863159179688	1220.200439453125	1097.032958984375	1257.31103515625	rectangle	"M02
"	9	TextRegion	0.987785816192627
1024.6650390625	33.5506477355957	1127.889892578125	51.36204147338867	rectangle		10	TextRegion	0.986666738986969
586.0811767578125	391.9085388183594	596.1093139648438	412.0267028808594	rectangle		11	TextRegion	0.9853392839431764
878.6788330078125	1069.059814453125	890.60498046875	1086.228759765625	rectangle		12	TextRegion	0.984328031539917
266.6449584960937	835.8890380859375	278.0240783691406	855.9666748046875	rectangle		14	TextRegion	0.9685849547386168
1095.4959716796875	32.37566375732422	1126.809326171875	51.82653427124024	rectangle		15	TextRegion	0.9420087933540344
400.0076904296875	667.870849609375	413.4981384277344	685.4814453125	rectangle		16	TextRegion	0.9070467948913574
868.6568603515625	1300.5732421875	1059.3780517578125	1330.296630859375	rectangle	"6- Ma $2. 004
"	17	TextRegion	0.9013091921806335
205.72560119628903	394.2133483886719	214.0794982910156	414.3218383789063	rectangle		18	TextRegion	0.8616775274276733
