x_1	y_1	x_2	y_2	block_type	text	id	type	score
349.3552551269531	973.546630859375	376.8883361816406	990.8240356445312	rectangle		0	TextRegion	0.996077001094818
351.7142639160156	592.8636474609375	379.0479736328125	610.9263916015625	rectangle		1	TextRegion	0.9958080053329468
346.2731628417969	1396.7103271484375	373.4212951660156	1412.5826416015625	rectangle		2	TextRegion	0.9945335388183594
796.9814453125	29.208383560180664	1158.450439453125	93.37602996826172	rectangle	"eznam nálezů + tonda da- 24
je zóna 1974 - str. 24
"	3	TextRegion	0.9924432635307312
348.2630920410156	1179.8955078125	375.98291015625	1196.7960205078125	rectangle		4	TextRegion	0.9882848262786864
574.8140258789062	1561.46142578125	865.1090698242188	1580.4014892578125	rectangle	"oelkem 10 034 střepů
"	5	TextRegion	0.9822496175765992
354.193359375	458.103759765625	379.8001098632813	475.4793395996094	rectangle		6	TextRegion	0.968812882900238
879.2496337890625	742.0260009765625	1161.76806640625	907.6663208007812	rectangle	"I sáček s 1/2 ten-
kého brousku z še-
dé břidlice, >

l sáček se 4 ulom-
ky mazanice,

l sáček zvíř.kostí,
l sáček uhlíků
"	7	TextRegion	0.9646588563919068
717.8037719726562	753.564208984375	860.3638305664062	903.4334106445312	rectangle	"20
53 Stř-

-MLDH
19 MIDH
87 DH

183 střenů

 
"	8	TextRegion	0.9602083563804626
772.40673828125	1400.1824951171875	784.3796997070312	1418.489990234375	rectangle		9	TextRegion	0.960163950920105
129.22291564941406	1174.8577880859375	231.55511474609372	1200.13330078125	rectangle	"/1-164
"	10	TextRegion	0.9543368220329284
421.2410583496094	990.5343017578124	553.2904052734375	1109.9508056640625	rectangle	"S
příkop,
spodní
náplavová
vrstva-
-povrch
"	11	TextRegion	0.9529399871826172
892.0624389648438	1185.11083984375	1134.4822998046875	1342.340576171875	rectangle	"l sáček s 2 úlon-
ky mazanice,

1 sáč.zvíř.kostí,
1 sáček s uhlíky,
l sáček /patrně
železné/ strusky
"	12	TextRegion	0.9403066039085388
556.9940185546875	1181.6558837890625	640.373046875	1202.893310546875	rectangle	"10.st.
"	13	TextRegion	0.930057406425476
130.80149841308594	454.04888916015625	231.1354522705078	481.0045776367188	rectangle	"/14=160
"	14	TextRegion	0.9195936918258668
779.2992553710938	596.4871826171875	792.1200561523438	615.0068969726562	rectangle		15	TextRegion	0.916697084903717
1002.0836791992188	984.7936401367188	1142.32275390625	1063.9541015625	rectangle	"s malým
mazanice,
zvířecích
"	16	TextRegion	0.9156093597412108
128.5181884765625	1391.86865234375	230.84967041015625	1416.4088134765625	rectangle	"/14-165
"	17	TextRegion	0.9013254642486572
561.3147583007812	460.8015747070313	645.08984375	481.5780029296875	rectangle	"1l0.st,
"	18	TextRegion	0.8899454474449158
131.4134521484375	589.499267578125	232.8170318603516	612.90966796875	rectangle	"/14-161
"	19	TextRegion	0.8731817603111267
714.217041015625	1186.9281005859375	854.6007080078125	1329.2305908203125	rectangle	"17

32

StřDH
Stř-
-M1DH
MIDH
DH
atYanů
"	20	TextRegion	0.8507032990455627
892.3128051757812	980.9053344726562	1117.908935546875	1108.68798828125	rectangle	"l sáček s malým
zlomkem mazanice
l sáček zvířecí
kostí,

1 sáček s uhlík;
"	21	TextRegion	0.8408447504043579
562.0322875976562	595.2926025390625	646.2532958984375	614.1685180664062	rectangle	"10.st.
"	22	TextRegion	0.8216885924339294
