x_1	y_1	x_2	y_2	block_type	text	id	type	score
185.1993560791016	1435.0479736328125	1002.1211547851562	1538.0787353515625	rectangle	"Sonda 2a (1974), vrstva 3 z 10.stol., horizont mezi
ohništěm III a povrchem základu právděpodobného kněž-
ského domu, náležová situace 49/74. 1 - 7 výběr
libické keramiky. Foto V. Jílkova“
"	1	TextRegion	0.9999679327011108
229.33030700683597	753.9720458984375	241.17037963867188	769.9459838867188	rectangle		8	TextRegion	0.9940711855888368
243.7581024169922	1120.9090576171875	255.3408203125	1142.0567626953125	rectangle		9	TextRegion	0.98629629611969
665.5748901367188	527.2034301757812	678.525634765625	545.5541381835938	rectangle		10	TextRegion	0.9858148097991944
828.470947265625	427.3388366699219	840.848876953125	447.50140380859375	rectangle		12	TextRegion	0.973542094230652
854.849365234375	1121.588623046875	867.1519775390625	1138.74169921875	rectangle		13	TextRegion	0.9718797206878662
1080.8431396484375	39.16298675537109	1110.9793701171875	57.82197570800781	rectangle		14	TextRegion	0.9648943543434144
843.4263305664062	758.2760009765625	855.2957763671875	774.510986328125	rectangle		15	TextRegion	0.9589475989341736
1016.6903076171876	40.52767181396485	1083.33935546875	57.23094177246094	rectangle	"Obr. :
"	16	TextRegion	0.8928622603416443
264.004150390625	422.4576110839844	270.986572265625	442.1510314941406	rectangle		17	TextRegion	0.8792151808738708
