IMAGE_NAME	DESCRIPTION	LANGUAGE	BBOX_1	BBOX_2	BBOX_3	BBOX_4
image	"3
1
Obr. 4
2a
2b
3cm
b-po-
Sonda 2c (1974). 1 - železná lyrovitá ocílka 143/74 z vrstvy 3;
2 železné nůžky 108/74 z vrstvy 3 (a - pohled z boku,
hled zepředu); 3 - železná podkova 88/74 z vrstvy 2.
Kresba: V.Žižková."	cs	(169, 43)	(1121, 43)	(1121, 1569)	(169, 1569)
image	3		(310, 1302)	(330, 1302)	(331, 1327)	(311, 1327)
image	1		(872, 251)	(889, 251)	(890, 274)	(873, 274)
image	Obr		(1035, 43)	(1077, 44)	(1076, 62)	(1034, 61)
image	.		(1082, 45)	(1091, 45)	(1090, 62)	(1081, 62)
image	4		(1107, 46)	(1121, 46)	(1120, 63)	(1106, 63)
image	2a		(1026, 409)	(1066, 415)	(1062, 440)	(1022, 435)
image	2b		(1024, 549)	(1062, 549)	(1062, 573)	(1024, 573)
image	3cm		(997, 1372)	(1033, 1373)	(1033, 1388)	(997, 1387)
image	b		(1013, 1477)	(1028, 1478)	(1027, 1494)	(1012, 1493)
image	-		(1043, 1478)	(1060, 1479)	(1059, 1495)	(1042, 1494)
image	po		(1073, 1479)	(1102, 1480)	(1101, 1497)	(1072, 1496)
image	Sonda		(172, 1447)	(246, 1447)	(246, 1473)	(172, 1473)
image	2c		(261, 1447)	(289, 1447)	(289, 1473)	(261, 1473)
image	(		(308, 1447)	(318, 1447)	(318, 1473)	(308, 1473)
image	1974		(320, 1447)	(379, 1447)	(379, 1473)	(320, 1473)
image	)		(383, 1447)	(391, 1447)	(391, 1473)	(383, 1473)
image	.		(397, 1447)	(403, 1447)	(403, 1473)	(397, 1473)
image	1		(438, 1447)	(451, 1447)	(451, 1473)	(438, 1473)
image	-		(468, 1447)	(482, 1447)	(482, 1473)	(468, 1473)
image	železná		(498, 1447)	(601, 1447)	(601, 1473)	(498, 1473)
image	lyrovitá		(616, 1447)	(733, 1447)	(733, 1473)	(616, 1473)
image	ocílka		(749, 1447)	(835, 1447)	(835, 1473)	(749, 1473)
image	143/74		(851, 1447)	(939, 1447)	(939, 1473)	(851, 1473)
image	z		(955, 1447)	(967, 1447)	(967, 1473)	(955, 1473)
image	vrstvy		(982, 1447)	(1072, 1447)	(1072, 1473)	(982, 1473)
image	3		(1088, 1447)	(1103, 1447)	(1103, 1473)	(1088, 1473)
image	;		(1105, 1447)	(1113, 1447)	(1113, 1473)	(1105, 1473)
image	2		(172, 1472)	(186, 1472)	(186, 1495)	(172, 1495)
image	železné		(232, 1472)	(333, 1472)	(333, 1495)	(232, 1495)
image	nůžky		(350, 1472)	(421, 1472)	(421, 1495)	(350, 1495)
image	108/74		(439, 1473)	(526, 1473)	(526, 1496)	(439, 1496)
image	z		(543, 1473)	(554, 1473)	(554, 1496)	(543, 1496)
image	vrstvy		(570, 1473)	(657, 1473)	(657, 1496)	(570, 1496)
image	3		(675, 1473)	(687, 1473)	(687, 1496)	(675, 1496)
image	(		(706, 1474)	(715, 1474)	(715, 1497)	(706, 1497)
image	a		(719, 1474)	(732, 1474)	(732, 1497)	(719, 1497)
image	-		(748, 1474)	(761, 1474)	(761, 1497)	(748, 1497)
image	pohled		(778, 1474)	(865, 1474)	(865, 1497)	(778, 1497)
image	z		(882, 1474)	(894, 1474)	(894, 1497)	(882, 1497)
image	boku		(910, 1474)	(969, 1474)	(969, 1498)	(910, 1498)
image	,		(973, 1475)	(981, 1475)	(981, 1498)	(973, 1498)
image	hled		(173, 1495)	(230, 1496)	(230, 1522)	(173, 1521)
image	zepředu		(248, 1496)	(351, 1497)	(351, 1523)	(248, 1522)
image	)		(351, 1498)	(361, 1498)	(361, 1523)	(351, 1523)
image	;		(367, 1498)	(376, 1498)	(376, 1523)	(367, 1523)
image	3		(408, 1498)	(424, 1498)	(424, 1523)	(408, 1523)
image	-		(437, 1497)	(454, 1497)	(454, 1520)	(437, 1520)
image	železná		(468, 1496)	(571, 1497)	(571, 1521)	(468, 1520)
image	podkova		(586, 1497)	(686, 1498)	(686, 1522)	(586, 1521)
image	88/74		(705, 1499)	(778, 1500)	(778, 1523)	(705, 1522)
image	z		(793, 1499)	(806, 1499)	(806, 1522)	(793, 1522)
image	vrstvy		(820, 1499)	(909, 1500)	(909, 1524)	(820, 1523)
image	2		(924, 1500)	(939, 1500)	(939, 1523)	(924, 1523)
image	.		(941, 1501)	(952, 1501)	(952, 1524)	(941, 1524)
image	Kresba		(172, 1521)	(262, 1521)	(262, 1543)	(172, 1543)
image	:		(265, 1521)	(274, 1521)	(274, 1543)	(265, 1543)
image	V.Žižková		(289, 1521)	(424, 1521)	(424, 1543)	(289, 1543)
image	.		(425, 1521)	(433, 1521)	(433, 1543)	(425, 1543)
