IMAGE_NAME	DESCRIPTION	LANGUAGE	BBOX_1	BBOX_2	BBOX_3	BBOX_4
image	"Obr. 13
1)neg.č. 61.302:
Středová kamenná stav-
ba od V s plochým ka-
menem.
2)neg.č. 61.303:
Spodní vrstvy střední
kamenné stavby s ka-
menem na V obvodu.
3) neg.č. 61.320:
Plochý kámen u V ob-
vodu kamenné středo-
vé stavby."	cs	(813, 107)	(1140, 107)	(1140, 1536)	(813, 1536)
image	Obr		(1024, 108)	(1067, 109)	(1067, 125)	(1024, 124)
image	.		(1071, 108)	(1078, 108)	(1078, 124)	(1071, 124)
image	13		(1096, 108)	(1122, 108)	(1122, 125)	(1096, 125)
image	1		(814, 397)	(828, 397)	(828, 422)	(814, 422)
image	)		(830, 396)	(840, 396)	(840, 421)	(830, 421)
image	neg.č		(843, 396)	(917, 395)	(917, 421)	(843, 422)
image	.		(919, 396)	(927, 396)	(927, 421)	(919, 421)
image	61.302		(946, 395)	(1035, 394)	(1035, 420)	(946, 421)
image	:		(1038, 394)	(1047, 394)	(1047, 419)	(1038, 419)
image	Středová		(816, 433)	(933, 432)	(933, 452)	(816, 453)
image	kamenná		(946, 432)	(1048, 431)	(1048, 451)	(946, 452)
image	stav		(1066, 432)	(1122, 432)	(1122, 451)	(1066, 451)
image	ba		(814, 471)	(845, 471)	(845, 492)	(814, 492)
image	od		(860, 471)	(887, 471)	(887, 492)	(860, 492)
image	V		(902, 471)	(917, 471)	(917, 492)	(902, 492)
image	s		(936, 471)	(947, 471)	(947, 492)	(936, 492)
image	plochým		(962, 471)	(1065, 471)	(1065, 492)	(962, 492)
image	ka		(1079, 471)	(1109, 471)	(1109, 492)	(1079, 492)
image	menem		(814, 512)	(888, 510)	(888, 524)	(814, 526)
image	.		(890, 511)	(897, 511)	(897, 524)	(890, 524)
image	2		(833, 895)	(846, 895)	(845, 918)	(832, 918)
image	)		(850, 895)	(860, 895)	(859, 918)	(849, 918)
image	neg.č		(862, 895)	(935, 897)	(934, 921)	(861, 919)
image	.		(939, 897)	(947, 897)	(946, 920)	(938, 920)
image	61.303		(964, 897)	(1054, 899)	(1053, 923)	(963, 921)
image	:		(1057, 900)	(1066, 900)	(1065, 923)	(1056, 923)
image	Spodní		(832, 932)	(919, 933)	(919, 959)	(832, 958)
image	vrstvy		(935, 934)	(1024, 935)	(1024, 960)	(935, 959)
image	střední		(1040, 935)	(1139, 936)	(1139, 962)	(1040, 961)
image	kamenné		(831, 968)	(932, 970)	(931, 993)	(830, 991)
image	stavby		(952, 971)	(1038, 973)	(1037, 996)	(951, 994)
image	s		(1054, 974)	(1066, 974)	(1066, 996)	(1054, 996)
image	ka		(1080, 974)	(1111, 975)	(1110, 997)	(1080, 996)
image	menem		(829, 1008)	(904, 1009)	(904, 1027)	(829, 1026)
image	na		(919, 1010)	(948, 1010)	(948, 1027)	(919, 1027)
image	V		(963, 1010)	(977, 1010)	(977, 1027)	(963, 1027)
image	obvodu		(994, 1010)	(1078, 1011)	(1078, 1029)	(994, 1028)
image	.		(1082, 1011)	(1089, 1011)	(1089, 1028)	(1082, 1028)
image	3		(829, 1399)	(843, 1399)	(843, 1426)	(829, 1426)
image	)		(843, 1398)	(855, 1398)	(855, 1425)	(843, 1425)
image	neg.č.		(855, 1398)	(943, 1397)	(943, 1425)	(855, 1426)
image	61.320		(960, 1397)	(1049, 1396)	(1049, 1423)	(960, 1424)
image	:		(1052, 1396)	(1063, 1396)	(1063, 1423)	(1052, 1423)
image	Plochý		(829, 1438)	(917, 1437)	(917, 1461)	(829, 1462)
image	kámen		(932, 1437)	(1004, 1436)	(1004, 1460)	(932, 1461)
image	u		(1020, 1437)	(1035, 1437)	(1035, 1460)	(1020, 1460)
image	V		(1049, 1437)	(1064, 1437)	(1064, 1460)	(1049, 1460)
image	ob		(1079, 1437)	(1107, 1437)	(1107, 1460)	(1079, 1460)
image	vodu		(829, 1475)	(887, 1475)	(887, 1494)	(829, 1494)
image	kamenné		(902, 1475)	(1003, 1475)	(1003, 1493)	(902, 1493)
image	středo		(1022, 1475)	(1107, 1475)	(1107, 1493)	(1022, 1493)
image	vé		(829, 1513)	(859, 1513)	(859, 1533)	(829, 1533)
image	stavby		(876, 1513)	(963, 1514)	(963, 1535)	(876, 1534)
image	.		(963, 1515)	(974, 1515)	(974, 1535)	(963, 1535)
