IMAGE_NAME	DESCRIPTION	LANGUAGE	BBOX_1	BBOX_2	BBOX_3	BBOX_4
image	"7
3
ē.
. мед.
5
Obr. 16
L81/74
$2.003
Sonda 2b (1974), vrstva 3 z 10. stol., povrch destrukce
jižní podezdívky pravděpodobného kněžského domu, nálezová
situace 81/74. 1 - 7 výběr libické keramiky. Správné
postavení střepů 2 - 4 ukazují šipky, se základnou vyzna-
čující vodorovnou rovinu. Foto V. Jílkova."	cs	(190, 27)	(1130, 27)	(1130, 1548)	(190, 1548)
image	7		(693, 1224)	(708, 1224)	(708, 1242)	(693, 1242)
image	3		(751, 271)	(766, 271)	(766, 291)	(751, 291)
image	ē		(840, 1382)	(857, 1382)	(857, 1402)	(840, 1402)
image	.		(853, 1382)	(861, 1382)	(861, 1402)	(853, 1402)
image	.		(856, 1383)	(860, 1383)	(860, 1421)	(856, 1421)
image	мед		(867, 1383)	(905, 1383)	(905, 1421)	(867, 1421)
image	.		(914, 1383)	(930, 1383)	(930, 1421)	(914, 1421)
image	5		(946, 813)	(965, 813)	(965, 836)	(946, 836)
image	Obr		(1028, 28)	(1070, 28)	(1070, 46)	(1028, 46)
image	.		(1075, 28)	(1083, 28)	(1083, 46)	(1075, 46)
image	16		(1101, 28)	(1130, 28)	(1130, 46)	(1101, 46)
image	L81		(973, 1339)	(1036, 1338)	(1036, 1370)	(973, 1371)
image	/		(1031, 1339)	(1053, 1339)	(1053, 1370)	(1031, 1370)
image	74		(1054, 1339)	(1091, 1339)	(1091, 1370)	(1054, 1370)
image	$		(942, 1379)	(959, 1379)	(958, 1403)	(941, 1403)
image	2.003		(957, 1379)	(1033, 1381)	(1032, 1405)	(956, 1403)
image	Sonda		(190, 1424)	(266, 1424)	(266, 1451)	(190, 1451)
image	2b		(280, 1424)	(311, 1424)	(311, 1451)	(280, 1451)
image	(		(327, 1424)	(337, 1424)	(337, 1451)	(327, 1451)
image	1974		(339, 1424)	(399, 1424)	(399, 1451)	(339, 1451)
image	)		(402, 1424)	(411, 1424)	(411, 1451)	(402, 1451)
image	,		(418, 1424)	(424, 1424)	(424, 1451)	(418, 1451)
image	vrstva		(442, 1424)	(534, 1424)	(534, 1451)	(442, 1451)
image	3		(548, 1424)	(560, 1424)	(560, 1451)	(548, 1451)
image	z		(577, 1424)	(590, 1424)	(590, 1451)	(577, 1451)
image	10.		(605, 1424)	(646, 1424)	(646, 1451)	(605, 1451)
image	stol		(650, 1424)	(709, 1424)	(709, 1451)	(650, 1451)
image	.		(712, 1424)	(720, 1424)	(720, 1451)	(712, 1451)
image	,		(729, 1424)	(737, 1424)	(737, 1451)	(729, 1451)
image	povrch		(754, 1424)	(844, 1424)	(844, 1451)	(754, 1451)
image	destrukce		(857, 1424)	(989, 1424)	(989, 1451)	(857, 1451)
image	jižní		(194, 1450)	(264, 1450)	(264, 1476)	(194, 1476)
image	podezdívky		(280, 1450)	(426, 1449)	(426, 1475)	(280, 1476)
image	pravděpodobného		(443, 1449)	(664, 1448)	(664, 1474)	(443, 1475)
image	kněžského		(679, 1448)	(810, 1447)	(810, 1473)	(679, 1474)
image	domu		(828, 1448)	(886, 1448)	(886, 1473)	(828, 1473)
image	,		(891, 1448)	(897, 1448)	(897, 1473)	(891, 1473)
image	nálezová		(915, 1447)	(1034, 1446)	(1034, 1471)	(915, 1472)
image	situace		(193, 1475)	(295, 1475)	(295, 1499)	(193, 1499)
image	81/74		(311, 1475)	(384, 1475)	(384, 1499)	(311, 1499)
image	.		(387, 1475)	(396, 1475)	(396, 1499)	(387, 1499)
image	1		(428, 1475)	(445, 1475)	(445, 1499)	(428, 1499)
image	-		(459, 1475)	(475, 1475)	(475, 1499)	(459, 1499)
image	7		(489, 1475)	(502, 1475)	(502, 1499)	(489, 1499)
image	výběr		(518, 1475)	(589, 1475)	(589, 1499)	(518, 1499)
image	libické		(606, 1475)	(708, 1475)	(708, 1499)	(606, 1499)
image	keramiky		(724, 1475)	(842, 1475)	(842, 1499)	(724, 1499)
image	.		(847, 1475)	(854, 1475)	(854, 1499)	(847, 1499)
image	Správné		(873, 1475)	(974, 1475)	(974, 1499)	(873, 1499)
image	postavení		(192, 1497)	(325, 1497)	(325, 1524)	(192, 1524)
image	střepů		(341, 1497)	(427, 1497)	(427, 1524)	(341, 1524)
image	2		(445, 1497)	(457, 1497)	(457, 1524)	(445, 1524)
image	-		(473, 1497)	(489, 1497)	(489, 1524)	(473, 1524)
image	4		(504, 1497)	(518, 1497)	(518, 1524)	(504, 1524)
image	ukazují		(534, 1497)	(635, 1497)	(635, 1524)	(534, 1524)
image	šipky		(652, 1497)	(724, 1497)	(724, 1524)	(652, 1524)
image	,		(716, 1497)	(728, 1497)	(728, 1524)	(716, 1524)
image	se		(741, 1497)	(767, 1497)	(767, 1524)	(741, 1524)
image	základnou		(785, 1497)	(917, 1497)	(917, 1524)	(785, 1524)
image	vyzna		(931, 1497)	(1006, 1497)	(1006, 1524)	(931, 1524)
image	čující		(191, 1522)	(280, 1521)	(280, 1547)	(191, 1548)
image	vodorovnou		(294, 1521)	(443, 1520)	(443, 1546)	(294, 1547)
image	rovinu		(458, 1520)	(547, 1519)	(547, 1545)	(458, 1546)
image	.		(550, 1520)	(557, 1520)	(557, 1545)	(550, 1545)
image	Foto		(588, 1520)	(647, 1520)	(647, 1545)	(588, 1545)
image	V.		(666, 1520)	(688, 1520)	(688, 1545)	(666, 1545)
image	Jílkova		(696, 1519)	(808, 1518)	(808, 1544)	(696, 1545)
image	.		(808, 1519)	(817, 1519)	(817, 1544)	(808, 1544)
