IMAGE_NAME	DESCRIPTION	LANGUAGE	BBOX_1	BBOX_2	BBOX_3	BBOX_4
image	"- 9-
signalizovalo přítomnost destrukce opevnění. V SV části sondy 2a
spočívalo pod ornicí kulturní souvrství s četnými nálezy. Proto jsme
po dosažení maximální hloubky 90 cm (v SV úseku mezi metry 3 - 9,2
měřeno od JZ) až 110 cm (v JZ úseku mezi metry 0 - 3 m, kde ka-
menná destrukce šla směrem k JZ stěně sondy do hloubky) v sondě 2a
přerušili práce a výkop jsme rozšířili o sondu 2b (o rozměrech
6,5 x 9,2 m) na celou plochu původní verze půdorysu domu č.p. 420.
V sondě 2b jsme pracovali do úrovně prozkoumání sondy 2a a dále
jsme zkoumali obě sondy zároveň.
Sonda 2a + 2b zachytila velmi podstatné části sídlištního okrsku
pravděpodobného kněžského domu z 10. stol., který stál na předhradí
u JZ hradby. Sonda 2a + 2b za chytila popisováno v hlavních rysech
od dnešního povrchu do hloubky (tj. ve sledu proti chodu času)
tyto základní horizonty:
1. ornice (drn)
=
""
vrstva 1 (zkráceně: v.1);
2. poslavníkovská (přemyslovská) kulturní vrstva z 11. a 12.
stol., tj. tmavošedá hlinitá vrstva s charakteristickou příměsí
úlomků spálené i nespálené opuky, rozvlečené pobořené hradby =
vrstva 2 (zkráceně: v.2);
Z
3. mohutná opuková destrukce s nápadnými stopami požáru, datova-
telná do r. 995, vklíněná mezi přemyslovskou vrstvu 2 a starší
vrstvu 3 z 10. stol. Běžela v pásu od SZ k JV souběžně s JZ obvodem
předhradí; = destrukce vnitřní hradební zdi (zkráceně: DVHZ);
4. velmi kvalitní hlinitá kulturní vrstva většinou hnědošedé
barvy, z 10. stol. (překrytá na jihozápadě sondy 2a + 2b destrukcí
vnitřní hradební zdi a severovýchodněji vrstvou 2), = vrstva 3
(zkráceně: v 3.);
5. lužická kulturní vrstva (na níž spočívala vrstva 3), většinou
tvořená hnědošedým hlinitým jílem, žíhaným na rezle žlutým pískem
= vrstva 4 (zkráceně: v.4)."	cs	(135, 57)	(1146, 57)	(1146, 1569)	(135, 1569)
image	-		(510, 59)	(525, 59)	(525, 74)	(510, 74)
image	9		(537, 58)	(553, 58)	(553, 73)	(537, 73)
image	signalizovalo		(139, 152)	(330, 152)	(330, 175)	(139, 175)
image	přítomnost		(348, 152)	(492, 152)	(492, 175)	(348, 175)
image	destrukce		(511, 152)	(641, 152)	(641, 175)	(511, 175)
image	opevnění		(658, 152)	(775, 152)	(775, 175)	(658, 175)
image	.		(780, 152)	(786, 152)	(786, 175)	(780, 175)
image	V		(806, 152)	(820, 152)	(820, 175)	(806, 175)
image	SV		(837, 152)	(863, 152)	(863, 175)	(837, 175)
image	části		(881, 152)	(952, 152)	(952, 175)	(881, 175)
image	sondy		(970, 152)	(1042, 152)	(1042, 175)	(970, 175)
image	2a		(1056, 152)	(1085, 152)	(1085, 175)	(1056, 175)
