IMAGE_NAME	DESCRIPTION	LANGUAGE	BBOX_1	BBOX_2	BBOX_3	BBOX_4
image	"Tab. 9
17
č. neg.
51 117a, b
Sonda 2c (1974). Destrukce vnitřní hradební zdi (snímání).
Pohled od SV. V Z rohu
2e vyzvednut zásyp části polozemnice
2 c. sondy ze v
18
č. neg.
51 118
Sonda 2b (1974). Vnější líc jižní podezdívky budovy orientované
V-Z, v popředí zbytky destrukčních sutí budovy. Pohled od JZ.
Foto J. Justová."	cs	(156, 60)	(1114, 60)	(1114, 1456)	(156, 1456)
image	Tab		(1014, 61)	(1070, 61)	(1070, 86)	(1014, 86)
image	.		(1073, 61)	(1080, 61)	(1080, 85)	(1073, 85)
image	9		(1097, 61)	(1114, 61)	(1114, 85)	(1097, 85)
image	17		(940, 544)	(968, 544)	(968, 562)	(940, 562)
image	č		(910, 578)	(923, 579)	(922, 598)	(909, 597)
image	.		(928, 579)	(936, 580)	(935, 598)	(927, 598)
image	neg		(955, 580)	(999, 583)	(998, 602)	(954, 599)
image	.		(999, 583)	(1007, 584)	(1006, 602)	(998, 602)
image	51		(909, 603)	(939, 603)	(939, 625)	(909, 625)
image	117a		(953, 603)	(1013, 603)	(1013, 624)	(953, 624)
image	,		(1015, 603)	(1022, 603)	(1022, 624)	(1015, 624)
image	b		(1039, 603)	(1053, 603)	(1053, 624)	(1039, 624)
image	Sonda		(156, 663)	(232, 663)	(232, 686)	(156, 686)
image	2c		(247, 663)	(274, 663)	(274, 686)	(247, 686)
image	(		(291, 663)	(303, 663)	(303, 686)	(291, 686)
image	1974		(306, 663)	(361, 663)	(361, 686)	(306, 686)
image	)		(365, 663)	(374, 663)	(374, 686)	(365, 686)
image	.		(381, 663)	(389, 663)	(389, 686)	(381, 686)
image	Destrukce		(407, 663)	(540, 663)	(540, 686)	(407, 686)
image	vnitřní		(555, 663)	(657, 663)	(657, 686)	(555, 686)
image	hradební		(674, 663)	(791, 663)	(791, 686)	(674, 686)
image	zdi		(808, 663)	(850, 663)	(850, 686)	(808, 686)
image	(		(865, 663)	(877, 663)	(877, 686)	(865, 686)
image	snímání		(881, 663)	(983, 663)	(983, 686)	(881, 686)
image	)		(984, 663)	(995, 663)	(995, 686)	(984, 686)
image	.		(1001, 663)	(1009, 663)	(1009, 686)	(1001, 686)
image	Pohled		(156, 687)	(245, 686)	(245, 707)	(156, 708)
image	od		(262, 686)	(289, 686)	(289, 706)	(262, 706)
image	SV		(305, 686)	(333, 686)	(333, 706)	(305, 706)
image	.		(337, 686)	(344, 686)	(344, 706)	(337, 706)
image	V		(370, 685)	(385, 685)	(385, 705)	(370, 705)
image	Z		(398, 685)	(415, 685)	(415, 705)	(398, 705)
image	rohu		(424, 684)	(471, 684)	(471, 705)	(424, 705)
image	2e		(567, 685)	(597, 685)	(597, 708)	(567, 708)
image	vyzvednut		(610, 684)	(727, 685)	(727, 709)	(610, 708)
image	zásyp		(739, 686)	(806, 686)	(806, 709)	(739, 709)
