IMAGE_NAME	DESCRIPTION	LANGUAGE	BBOX_1	BBOX_2	BBOX_3	BBOX_4
image	"II
Rozhraní vrstvy 3 a vrstvy 4
....... 54
Vrstva 4
....... 54
Seznam vrstev, objektů a kůlových jamek, objeve-
ných v sondách 2a - 2d při výzkumu v roce 1974.. 55 - 57
8. ZHODNOCENÍ VÝSLEDKŮ VÝZKUMU
58-
<- 60
9. SEZNAM NÁLEZŮ
Keramické aquamanile
Keramická torza a 2 charakteristické střepy
10. TERÉNNÍ A OBRAZOVÁ DOKUMENTACE
... 61 91
11. PŘÍLOHY
12. SEZNAM POUŽITÝCH ZKRATEK
89
... 86-
.... 90 91
106
..... 92
....... 92
a) Texty a komentář k plánům
b) Texty a komentář k tabulkám s fotografickými
snímky z terénu
c) Texty a komentáře k obrázkům s nálezy
OFE
S
-
93-99
....... 100 - 106
.... 107
108"	cs	(193, 33)	(1106, 33)	(1106, 791)	(193, 791)
image	II		(594, 33)	(623, 33)	(623, 48)	(594, 48)
image	Rozhraní		(255, 173)	(372, 174)	(372, 196)	(255, 195)
image	vrstvy		(388, 175)	(476, 176)	(476, 197)	(388, 196)
image	3		(492, 176)	(505, 176)	(505, 197)	(492, 197)
image	a		(523, 177)	(536, 177)	(536, 198)	(523, 198)
image	vrstvy		(551, 176)	(639, 177)	(639, 199)	(551, 198)
image	4		(653, 178)	(668, 178)	(668, 199)	(653, 199)
image	.......		(860, 185)	(961, 181)	(962, 199)	(861, 203)
image	54		(975, 181)	(1006, 180)	(1007, 198)	(976, 199)
image	Vrstva		(254, 213)	(343, 213)	(343, 229)	(254, 229)
image	4		(358, 213)	(371, 213)	(371, 229)	(358, 229)
image	.......		(866, 220)	(961, 217)	(961, 234)	(866, 237)
image	54		(976, 217)	(1005, 216)	(1005, 232)	(976, 233)
image	Seznam		(255, 244)	(346, 245)	(346, 271)	(255, 270)
image	vrstev		(358, 245)	(445, 246)	(445, 272)	(358, 271)
image	,		(451, 246)	(457, 246)	(457, 271)	(451, 271)
image	objektů		(477, 246)	(579, 247)	(579, 272)	(477, 271)
image	a		(596, 247)	(609, 247)	(609, 272)	(596, 272)
image	kůlových		(624, 247)	(742, 248)	(742, 273)	(624, 272)
image	jamek		(759, 248)	(830, 248)	(830, 273)	(759, 273)
image	,		(834, 249)	(841, 249)	(841, 274)	(834, 274)
image	objeve		(860, 248)	(947, 249)	(947, 275)	(860, 274)
image	ných		(255, 282)	(315, 282)	(315, 306)	(255, 306)
image	v		(328, 282)	(342, 282)	(342, 306)	(328, 306)
image	sondách		(360, 282)	(461, 283)	(461, 308)	(360, 307)
image	2a		(477, 283)	(506, 283)	(506, 307)	(477, 307)
image	-		(521, 283)	(534, 283)	(534, 307)	(521, 307)
image	2d		(551, 284)	(578, 284)	(578, 308)	(551, 308)
image	při		(595, 284)	(636, 284)	(636, 308)	(595, 308)
image	výzkumu		(652, 284)	(756, 285)	(756, 310)	(652, 309)
image	v		(771, 285)	(785, 285)	(785, 309)	(771, 309)
image	roce		(800, 285)	(857, 285)	(857, 310)	(800, 310)
image	1974		(874, 286)	(932, 286)	(932, 310)	(874, 310)
image	..		(936, 286)	(958, 286)	(958, 310)	(936, 310)
