IMAGE_NAME	DESCRIPTION	LANGUAGE	BBOX_1	BBOX_2	BBOX_3	BBOX_4
image	"Tab. 27
52
č. neg.
81 258
Sonda 2a 2b (1974) ve 3.fázi výzkumu. Sondou probíhá od Z k V
základ jižní podezdívky pravděpodobného kněžského domu z 10.sto-
letí. Vpravo okraj vnitřního příkopu. Pohled od Z.
Foto: M.Šimana - J.Morávek.
53
č.neg.
81 259
Sonda 2a - 2d (1974). V popředí sonda 2a+2b ve 3.fázi výzkumu,
vlevo vzadu sonda 2c ve 2.fázi, vpravo vzadu sonda 2d ve 3.fázi.
Uprostřed část jižní podezdívky pravděpodobného kněžského domu,
vpředu destrukční suti domu na okraji vnitřního příkopu. Vlevo
sokl s destrukcí vnitřní hradební zdi. Pohled od JJV.
Foto: M.Simana - J.Morávek."	cs	(165, 30)	(1110, 30)	(1110, 1600)	(165, 1600)
image	Tab		(1008, 30)	(1051, 30)	(1051, 49)	(1008, 49)
image	.		(1055, 30)	(1062, 30)	(1062, 48)	(1055, 48)
image	27		(1081, 30)	(1109, 30)	(1109, 48)	(1081, 48)
image	52		(993, 488)	(1023, 488)	(1023, 505)	(993, 505)
image	č		(965, 521)	(978, 522)	(977, 540)	(964, 539)
image	.		(982, 521)	(991, 521)	(990, 539)	(981, 539)
image	neg		(1008, 522)	(1053, 524)	(1052, 543)	(1007, 541)
image	.		(1054, 525)	(1063, 525)	(1062, 543)	(1053, 543)
image	81		(965, 547)	(992, 547)	(992, 564)	(965, 564)
image	258		(1007, 547)	(1053, 547)	(1053, 564)	(1007, 564)
image	Sonda		(165, 651)	(242, 651)	(242, 677)	(165, 677)
image	2a		(256, 651)	(286, 651)	(286, 677)	(256, 677)
image	2b		(329, 651)	(360, 651)	(360, 677)	(329, 677)
image	(		(378, 651)	(387, 651)	(387, 677)	(378, 677)
image	1974		(389, 651)	(448, 651)	(448, 677)	(389, 677)
image	)		(453, 651)	(461, 651)	(461, 677)	(453, 677)
image	ve		(478, 651)	(505, 651)	(505, 677)	(478, 677)
image	3.fázi		(524, 651)	(609, 651)	(609, 677)	(524, 677)
image	výzkumu		(624, 651)	(727, 651)	(727, 677)	(624, 677)
image	.		(731, 651)	(738, 651)	(738, 677)	(731, 677)
image	Sondou		(757, 651)	(845, 651)	(845, 677)	(757, 677)
image	probíhá		(861, 651)	(965, 651)	(965, 677)	(861, 677)
image	od		(980, 651)	(1007, 651)	(1007, 677)	(980, 677)
image	Z		(1023, 651)	(1039, 651)	(1039, 677)	(1023, 677)
image	k		(1051, 651)	(1067, 651)	(1067, 677)	(1051, 677)
image	V		(1078, 651)	(1096, 651)	(1096, 677)	(1078, 677)
image	základ		(168, 676)	(255, 676)	(255, 700)	(168, 700)
image	jižní		(273, 676)	(343, 676)	(343, 700)	(273, 700)
image	podezdívky		(360, 676)	(506, 676)	(506, 700)	(360, 700)
image	pravděpodobného		(523, 676)	(741, 676)	(741, 700)	(523, 700)
image	kněžského		(756, 676)	(889, 676)	(889, 700)	(756, 700)
image	domu		(906, 676)	(963, 676)	(963, 700)	(906, 700)
image	z		(981, 676)	(993, 676)	(993, 700)	(981, 700)
image	10.sto		(1009, 676)	(1095, 676)	(1095, 700)	(1009, 700)
image	letí		(168, 701)	(225, 701)	(225, 725)	(168, 725)
image	.		(229, 701)	(236, 701)	(236, 725)	(229, 725)
image	Vpravo		(254, 701)	(344, 701)	(344, 725)	(254, 725)
image	okraj		(361, 701)	(432, 701)	(432, 725)	(361, 725)
image	vnitřního		(449, 701)	(579, 701)	(579, 725)	(449, 725)
image	příkopu		(596, 701)	(698, 701)	(698, 725)	(596, 725)
image	.		(703, 701)	(710, 701)	(710, 725)	(703, 725)
image	Pohled		(729, 701)	(814, 701)	(814, 725)	(729, 725)
image	od		(832, 701)	(858, 701)	(858, 725)	(832, 725)
image	Z.		(874, 701)	(902, 701)	(902, 725)	(874, 725)
image	Foto		(168, 722)	(225, 722)	(225, 746)	(168, 746)
image	:		(230, 722)	(239, 722)	(239, 746)	(230, 746)
image	M.Šimana		(255, 722)	(374, 723)	(374, 747)	(255, 746)
image	-		(391, 723)	(405, 723)	(405, 747)	(391, 747)
image	J.Morávek		(420, 722)	(551, 723)	(551, 748)	(420, 747)
image	.		(553, 724)	(562, 724)	(562, 748)	(553, 748)
image	53		(1005, 1330)	(1040, 1330)	(1040, 1349)	(1005, 1349)
image	č.neg		(980, 1375)	(1054, 1378)	(1053, 1400)	(979, 1397)
image	.		(1054, 1379)	(1063, 1379)	(1062, 1400)	(1053, 1400)
image	81		(979, 1401)	(1009, 1402)	(1009, 1420)	(979, 1419)
image	259		(1022, 1401)	(1067, 1402)	(1067, 1421)	(1022, 1420)
image	Sonda		(166, 1456)	(242, 1456)	(242, 1480)	(166, 1480)
image	2a		(256, 1456)	(287, 1456)	(287, 1480)	(256, 1480)
image	-		(300, 1456)	(316, 1456)	(316, 1480)	(300, 1480)
image	2d		(329, 1456)	(360, 1456)	(360, 1480)	(329, 1480)
image	(		(378, 1456)	(386, 1456)	(386, 1480)	(378, 1480)
image	1974		(389, 1456)	(446, 1456)	(446, 1480)	(389, 1480)
image	)		(451, 1457)	(460, 1457)	(460, 1481)	(451, 1481)
image	.		(466, 1457)	(473, 1457)	(473, 1481)	(466, 1481)
image	V		(492, 1457)	(506, 1457)	(506, 1481)	(492, 1481)
image	popředí		(522, 1457)	(623, 1457)	(623, 1481)	(522, 1481)
image	sonda		(641, 1457)	(713, 1457)	(713, 1481)	(641, 1481)
image	2a		(729, 1458)	(759, 1458)	(759, 1482)	(729, 1482)
image	+		(758, 1458)	(770, 1458)	(770, 1482)	(758, 1482)
image	2b		(772, 1458)	(802, 1458)	(802, 1482)	(772, 1482)
image	ve		(816, 1458)	(844, 1458)	(844, 1482)	(816, 1482)
image	3.fázi		(863, 1458)	(948, 1458)	(948, 1482)	(863, 1482)
image	výzkumu		(963, 1458)	(1068, 1458)	(1068, 1483)	(963, 1483)
image	,		(1070, 1459)	(1078, 1459)	(1078, 1483)	(1070, 1483)
image	vlevo		(165, 1481)	(240, 1481)	(240, 1505)	(165, 1505)
image	vzadu		(254, 1481)	(330, 1481)	(330, 1505)	(254, 1505)
image	sonda		(346, 1481)	(419, 1481)	(419, 1505)	(346, 1505)
image	2c		(434, 1482)	(462, 1482)	(462, 1506)	(434, 1506)
image	ve		(478, 1482)	(505, 1482)	(505, 1506)	(478, 1506)
image	2.fázi		(520, 1482)	(607, 1482)	(607, 1506)	(520, 1506)
image	,		(614, 1482)	(620, 1482)	(620, 1506)	(614, 1506)
image	vpravo		(639, 1482)	(727, 1482)	(727, 1507)	(639, 1507)
image	vzadu		(742, 1483)	(816, 1483)	(816, 1507)	(742, 1507)
image	sonda		(833, 1483)	(905, 1483)	(905, 1507)	(833, 1507)
image	2d		(920, 1484)	(948, 1484)	(948, 1508)	(920, 1508)
image	ve		(965, 1484)	(992, 1484)	(992, 1508)	(965, 1508)
image	3.fázi		(1009, 1484)	(1094, 1484)	(1094, 1508)	(1009, 1508)
image	.		(1100, 1484)	(1107, 1484)	(1107, 1508)	(1100, 1508)
image	Uprostřed		(166, 1508)	(300, 1508)	(300, 1532)	(166, 1532)
image	část		(316, 1508)	(372, 1508)	(372, 1532)	(316, 1532)
image	jižní		(392, 1508)	(462, 1508)	(462, 1532)	(392, 1532)
image	podezdívky		(479, 1508)	(623, 1508)	(623, 1532)	(479, 1532)
image	pravděpodobného		(641, 1508)	(859, 1508)	(859, 1532)	(641, 1532)
image	kněžského		(875, 1508)	(1008, 1508)	(1008, 1532)	(875, 1532)
image	domu		(1024, 1508)	(1082, 1508)	(1082, 1532)	(1024, 1532)
image	,		(1085, 1508)	(1094, 1508)	(1094, 1532)	(1085, 1532)
image	vpředu		(165, 1530)	(256, 1530)	(256, 1556)	(165, 1556)
image	destrukční		(271, 1530)	(419, 1530)	(419, 1556)	(271, 1556)
