IMAGE_NAME	DESCRIPTION	LANGUAGE	BBOX_1	BBOX_2	BBOX_3	BBOX_4
image	"1
4
2
6
3
5
L 101/74
c. neg. 82.007
Obr. 6
Sonda 2c (1974), polozemnice (?) I z doby po r. 995, nále-
zová situace 101/74. 1 - 6 výběr libické keramiky.
Správné postavení střepu 2 ukazuje šipka se, základnou vy-
značující vodorovnou rovinu. Foto V. Jilková."	cs	(183, 34)	(1125, 34)	(1125, 1546)	(183, 1546)
image	1		(183, 398)	(195, 398)	(195, 414)	(183, 414)
image	4		(229, 635)	(243, 635)	(243, 652)	(229, 652)
image	2		(573, 386)	(589, 386)	(589, 404)	(573, 404)
image	6		(835, 1221)	(848, 1221)	(848, 1239)	(835, 1239)
image	3		(898, 383)	(913, 383)	(913, 402)	(898, 402)
image	5		(904, 654)	(921, 654)	(921, 673)	(904, 673)
image	L		(906, 1318)	(926, 1318)	(926, 1349)	(906, 1349)
image	101/74		(931, 1317)	(1029, 1315)	(1029, 1347)	(931, 1349)
image	c		(845, 1368)	(862, 1367)	(863, 1400)	(846, 1401)
image	.		(862, 1367)	(874, 1367)	(875, 1400)	(863, 1400)
image	neg		(872, 1366)	(915, 1365)	(916, 1399)	(873, 1400)
image	.		(912, 1365)	(923, 1365)	(924, 1398)	(913, 1398)
image	82.007		(936, 1364)	(1031, 1361)	(1032, 1395)	(937, 1398)
image	Obr		(1038, 35)	(1082, 35)	(1082, 54)	(1038, 54)
image	.		(1084, 35)	(1093, 35)	(1093, 54)	(1084, 54)
image	6		(1111, 35)	(1125, 35)	(1125, 54)	(1111, 54)
image	Sonda		(188, 1444)	(264, 1444)	(264, 1470)	(188, 1470)
image	2c		(277, 1444)	(305, 1444)	(305, 1470)	(277, 1470)
image	(		(327, 1444)	(337, 1444)	(337, 1470)	(327, 1470)
image	1974		(337, 1444)	(397, 1444)	(397, 1471)	(337, 1471)
image	)		(400, 1445)	(408, 1445)	(408, 1471)	(400, 1471)
image	,		(415, 1445)	(422, 1445)	(422, 1471)	(415, 1471)
image	polozemnice		(442, 1445)	(601, 1446)	(601, 1473)	(442, 1472)
image	(		(621, 1446)	(630, 1446)	(630, 1472)	(621, 1472)
image	?		(633, 1446)	(646, 1446)	(646, 1472)	(633, 1472)
image	)		(649, 1446)	(658, 1446)	(658, 1472)	(649, 1472)
image	I		(677, 1447)	(691, 1447)	(691, 1473)	(677, 1473)
image	z		(707, 1447)	(719, 1447)	(719, 1473)	(707, 1473)
image	doby		(736, 1447)	(794, 1447)	(794, 1473)	(736, 1473)
image	po		(809, 1447)	(838, 1447)	(838, 1474)	(809, 1474)
image	r		(853, 1448)	(867, 1448)	(867, 1474)	(853, 1474)
image	.		(871, 1448)	(879, 1448)	(879, 1474)	(871, 1474)
image	995		(898, 1448)	(943, 1448)	(943, 1474)	(898, 1474)
image	,		(946, 1448)	(954, 1448)	(954, 1474)	(946, 1474)
image	nále		(971, 1449)	(1030, 1449)	(1030, 1475)	(971, 1475)
image	zová		(190, 1467)	(249, 1467)	(249, 1493)	(190, 1493)
image	situace		(264, 1466)	(366, 1467)	(366, 1494)	(264, 1493)
image	101/74		(381, 1468)	(470, 1469)	(470, 1495)	(381, 1494)
image	.		(474, 1468)	(481, 1468)	(481, 1494)	(474, 1494)
image	1		(515, 1468)	(529, 1468)	(529, 1494)	(515, 1494)
image	-		(545, 1469)	(559, 1469)	(559, 1495)	(545, 1495)
image	6		(575, 1469)	(588, 1469)	(588, 1495)	(575, 1495)
image	výběr		(603, 1469)	(675, 1469)	(675, 1495)	(603, 1495)
image	libické		(692, 1469)	(793, 1470)	(793, 1497)	(692, 1496)
image	keramiky		(809, 1470)	(928, 1471)	(928, 1497)	(809, 1496)
image	.		(928, 1471)	(938, 1471)	(938, 1497)	(928, 1497)
image	Správné		(188, 1495)	(292, 1495)	(292, 1521)	(188, 1521)
image	postavení		(307, 1495)	(439, 1495)	(439, 1521)	(307, 1521)
image	střepu		(456, 1495)	(543, 1495)	(543, 1521)	(456, 1521)
image	2		(558, 1495)	(572, 1495)	(572, 1521)	(558, 1521)
image	ukazuje		(589, 1495)	(690, 1495)	(690, 1521)	(589, 1521)
image	šipka		(707, 1495)	(781, 1495)	(781, 1521)	(707, 1521)
image	se		(796, 1495)	(822, 1495)	(822, 1521)	(796, 1521)
image	,		(826, 1495)	(834, 1495)	(834, 1521)	(826, 1521)
image	základnou		(840, 1495)	(972, 1495)	(972, 1521)	(840, 1521)
image	vy		(985, 1495)	(1015, 1495)	(1015, 1521)	(985, 1521)
image	značující		(189, 1518)	(321, 1518)	(321, 1543)	(189, 1543)
image	vodorovnou		(336, 1518)	(484, 1518)	(484, 1543)	(336, 1543)
image	rovinu		(500, 1518)	(588, 1518)	(588, 1543)	(500, 1543)
image	.		(592, 1518)	(599, 1518)	(599, 1543)	(592, 1543)
image	Foto		(624, 1518)	(681, 1518)	(681, 1543)	(624, 1543)
image	V.		(702, 1518)	(721, 1518)	(721, 1543)	(702, 1543)
image	Jilková		(725, 1518)	(829, 1518)	(829, 1543)	(725, 1543)
image	.		(831, 1518)	(839, 1518)	(839, 1543)	(831, 1543)
