IMAGE_NAME	DESCRIPTION	LANGUAGE	BBOX_1	BBOX_2	BBOX_3	BBOX_4
image	"Naleziště
Okr.
Kultura
Druh nálezu
Autor
Poznámky
ARCHEOLOGICKÝ ÚSTAV ČSAV
Podražnice
Domažlice
TZ 69 1265-82-
Mohylová stř. d, bronz.
Mohyla 10
Čj.
Kocourovský les
Výzkum 1977
Přílohy
2238/87 a
str. 3- 9
obr. 1 - 14
Posudek chem laboratore ēj 4902/77leb
plen 3-5
PI provedena (34) 21-21-25"	cs	(105, 112)	(1189, 112)	(1189, 1650)	(105, 1650)
image	Naleziště		(105, 438)	(189, 436)	(189, 451)	(105, 453)
image	Okr		(108, 570)	(142, 570)	(142, 585)	(108, 585)
image	.		(144, 570)	(148, 570)	(148, 585)	(144, 585)
image	Kultura		(113, 808)	(178, 808)	(178, 822)	(113, 822)
image	Druh		(115, 917)	(158, 917)	(158, 933)	(115, 933)
image	nálezu		(167, 917)	(226, 917)	(226, 932)	(167, 932)
image	Autor		(119, 1153)	(169, 1153)	(169, 1168)	(119, 1168)
image	Poznámky		(123, 1312)	(213, 1312)	(213, 1330)	(123, 1330)
image	ARCHEOLOGICKÝ		(236, 124)	(605, 117)	(606, 150)	(237, 157)
image	ÚSTAV		(625, 117)	(762, 114)	(763, 147)	(626, 150)
image	ČSAV		(783, 114)	(891, 112)	(892, 145)	(784, 147)
image	Podražnice		(235, 424)	(382, 423)	(382, 442)	(235, 443)
image	Domažlice		(235, 557)	(368, 556)	(368, 576)	(235, 577)
image	TZ		(130, 1611)	(146, 1611)	(146, 1625)	(130, 1625)
image	69		(151, 1611)	(167, 1611)	(167, 1624)	(151, 1624)
image	1265-82		(173, 1610)	(229, 1609)	(229, 1623)	(173, 1624)
image	Mohylová		(239, 799)	(359, 797)	(359, 821)	(239, 823)
image	stř		(376, 797)	(418, 796)	(418, 820)	(376, 821)
image	.		(420, 797)	(427, 797)	(427, 820)	(420, 820)
image	d		(447, 796)	(461, 796)	(461, 819)	(447, 819)
image	,		(464, 796)	(472, 796)	(472, 819)	(464, 819)
image	bronz		(477, 796)	(551, 795)	(551, 818)	(477, 819)
image	.		(554, 795)	(562, 795)	(562, 818)	(554, 818)
image	Mohyla		(360, 919)	(448, 916)	(449, 939)	(361, 942)
image	10		(464, 915)	(492, 914)	(493, 937)	(465, 938)
image	Čj		(622, 429)	(643, 429)	(643, 448)	(622, 448)
image	.		(643, 429)	(648, 429)	(648, 447)	(643, 447)
image	Kocourovský		(475, 675)	(640, 672)	(640, 695)	(475, 698)
image	les		(653, 672)	(700, 671)	(700, 694)	(653, 695)
image	Výzkum		(260, 1312)	(351, 1311)	(351, 1332)	(260, 1333)
image	1977		(364, 1311)	(425, 1310)	(425, 1331)	(364, 1332)
image	Přílohy		(625, 561)	(688, 562)	(688, 581)	(625, 580)
image	2238/87		(721, 412)	(889, 414)	(888, 464)	(720, 462)
image	a		(894, 415)	(925, 415)	(924, 464)	(893, 464)
image	str		(814, 1306)	(857, 1306)	(857, 1322)	(814, 1322)
image	.		(859, 1306)	(869, 1306)	(869, 1322)	(859, 1322)
image	3-		(885, 1306)	(931, 1306)	(931, 1322)	(885, 1322)
image	9		(944, 1303)	(960, 1303)	(960, 1323)	(944, 1323)
image	obr		(813, 1353)	(857, 1353)	(857, 1372)	(813, 1372)
image	.		(858, 1353)	(866, 1353)	(866, 1371)	(858, 1371)
image	1		(885, 1353)	(899, 1353)	(899, 1371)	(885, 1371)
image	-		(915, 1353)	(928, 1353)	(928, 1371)	(915, 1371)
image	14		(944, 1353)	(974, 1353)	(974, 1371)	(944, 1371)
image	Posudek		(424, 1403)	(534, 1402)	(534, 1444)	(424, 1445)
image	chem		(542, 1402)	(621, 1401)	(621, 1442)	(542, 1443)
image	laboratore		(630, 1401)	(787, 1400)	(787, 1442)	(630, 1443)
image	ēj		(813, 1400)	(853, 1400)	(853, 1441)	(813, 1441)
image	4902		(864, 1399)	(941, 1398)	(941, 1440)	(864, 1441)
image	/		(939, 1399)	(959, 1399)	(959, 1440)	(939, 1440)
image	77leb		(958, 1398)	(1133, 1396)	(1133, 1438)	(958, 1440)
image	plen		(832, 1440)	(905, 1441)	(904, 1481)	(831, 1480)
image	3-5		(917, 1442)	(989, 1443)	(988, 1482)	(916, 1481)
image	PI		(768, 1595)	(806, 1597)	(804, 1634)	(766, 1633)
image	provedena		(825, 1597)	(986, 1603)	(984, 1641)	(823, 1635)
image	(		(990, 1604)	(1012, 1605)	(1011, 1642)	(989, 1641)
image	34		(1001, 1604)	(1039, 1606)	(1037, 1643)	(999, 1642)
image	)		(1043, 1606)	(1062, 1607)	(1061, 1644)	(1042, 1643)
image	21-21-25		(1066, 1607)	(1189, 1612)	(1187, 1650)	(1064, 1645)
