IMAGE_NAME	DESCRIPTION	LANGUAGE	BBOX_1	BBOX_2	BBOX_3	BBOX_4
image	"33
č. neg.
51 133
Tab. 17
Sonda 2a-2c (1974). Vpravo část jižní podezdívky budovy
orientované V-Z. V profilu patrny destrukční i stavební suti bu-
dovy a JV půle ohniště č. III, podloženého opukovými placáky.
Pohled od VJV. Foto J.Justová.
34
č. neg.
51 134
Sonda 2a, 2c (1974). Část základu jižní podezdívky budovy
orientované V-Z. Vzadu (v sondě 2c) povrch vrstvy 10.
těsně pod ním ohniště, č. III podložené opuk. placáky. Pohled
od JJV. Foto J. Justová.
století,"	cs	(148, 48)	(1108, 48)	(1108, 1485)	(148, 1485)
image	33		(917, 538)	(947, 538)	(947, 558)	(917, 558)
image	č		(873, 572)	(887, 573)	(886, 592)	(872, 591)
image	.		(890, 573)	(900, 574)	(899, 593)	(889, 592)
image	neg		(918, 575)	(963, 578)	(962, 597)	(917, 594)
image	.		(964, 578)	(972, 579)	(971, 598)	(963, 597)
image	51		(871, 598)	(905, 598)	(905, 617)	(871, 617)
image	133		(917, 598)	(963, 598)	(963, 617)	(917, 617)
image	Tab		(1007, 48)	(1058, 50)	(1057, 74)	(1006, 72)
image	.		(1059, 50)	(1066, 50)	(1065, 73)	(1058, 73)
image	17		(1080, 51)	(1108, 52)	(1107, 75)	(1079, 74)
image	Sonda		(149, 665)	(224, 665)	(224, 691)	(149, 691)
image	2a		(238, 665)	(270, 665)	(270, 691)	(238, 691)
image	-		(269, 665)	(282, 665)	(282, 691)	(269, 691)
image	2c		(283, 665)	(310, 665)	(310, 691)	(283, 691)
image	(		(328, 665)	(339, 665)	(339, 691)	(328, 691)
image	1974		(343, 666)	(396, 666)	(396, 692)	(343, 692)
image	)		(402, 666)	(411, 666)	(411, 692)	(402, 692)
image	.		(419, 666)	(425, 666)	(425, 692)	(419, 692)
image	Vpravo		(445, 666)	(533, 666)	(533, 692)	(445, 692)
image	část		(548, 667)	(605, 667)	(605, 693)	(548, 693)
image	jižní		(624, 667)	(696, 667)	(696, 693)	(624, 693)
image	podezdívky		(712, 667)	(860, 668)	(860, 695)	(712, 694)
image	budovy		(873, 668)	(964, 668)	(964, 695)	(873, 695)
image	orientované		(151, 689)	(312, 689)	(312, 715)	(151, 715)
image	V		(324, 689)	(341, 689)	(341, 715)	(324, 715)
image	-		(342, 689)	(357, 689)	(357, 715)	(342, 715)
image	Z		(356, 689)	(370, 689)	(370, 715)	(356, 715)
image	.		(374, 689)	(382, 689)	(382, 715)	(374, 715)
image	V		(400, 689)	(415, 689)	(415, 715)	(400, 715)
image	profilu		(430, 689)	(535, 689)	(535, 715)	(430, 715)
image	patrny		(549, 689)	(637, 689)	(637, 715)	(549, 715)
image	destrukční		(652, 689)	(798, 689)	(798, 715)	(652, 715)
image	i		(816, 689)	(829, 689)	(829, 715)	(816, 715)
image	stavební		(846, 689)	(961, 689)	(961, 715)	(846, 715)
image	suti		(978, 689)	(1035, 689)	(1035, 715)	(978, 715)
image	bu		(1049, 689)	(1080, 689)	(1080, 715)	(1049, 715)
image	dovy		(150, 713)	(209, 713)	(209, 738)	(150, 738)
image	a		(226, 713)	(239, 713)	(239, 738)	(226, 738)
image	JV		(253, 713)	(282, 713)	(282, 738)	(253, 738)
image	půle		(297, 713)	(356, 713)	(356, 738)	(297, 738)
image	ohniště		(372, 713)	(476, 713)	(476, 739)	(372, 739)
image	č		(490, 714)	(503, 714)	(503, 739)	(490, 739)
image	.		(509, 714)	(516, 714)	(516, 739)	(509, 739)
image	III		(534, 714)	(579, 714)	(579, 739)	(534, 739)
image	,		(582, 714)	(589, 714)	(589, 739)	(582, 739)
image	podloženého		(607, 714)	(769, 715)	(769, 741)	(607, 740)
image	opukovými		(786, 715)	(916, 716)	(916, 742)	(786, 741)
image	placáky		(933, 716)	(1038, 716)	(1038, 741)	(933, 741)
image	.		(1038, 716)	(1047, 716)	(1047, 741)	(1038, 741)
image	Pohled		(148, 736)	(236, 736)	(236, 761)	(148, 761)
image	od		(255, 736)	(281, 736)	(281, 760)	(255, 760)
image	VJV		(296, 736)	(340, 736)	(340, 760)	(296, 760)
image	.		(345, 735)	(352, 735)	(352, 759)	(345, 759)
image	Foto		(371, 735)	(425, 735)	(425, 759)	(371, 759)
image	J.Justová		(442, 735)	(579, 734)	(579, 758)	(442, 759)
image	.		(582, 734)	(589, 734)	(589, 758)	(582, 758)
image	34		(915, 1240)	(943, 1240)	(943, 1258)	(915, 1258)
image	č		(873, 1273)	(886, 1274)	(885, 1292)	(872, 1291)
image	.		(891, 1274)	(900, 1275)	(899, 1292)	(890, 1292)
image	neg		(917, 1275)	(962, 1278)	(961, 1296)	(916, 1293)
image	.		(965, 1278)	(973, 1278)	(972, 1296)	(964, 1296)
image	51		(871, 1299)	(903, 1299)	(903, 1318)	(871, 1318)
image	134		(916, 1299)	(958, 1299)	(958, 1317)	(916, 1317)
image	Sonda		(150, 1389)	(225, 1389)	(225, 1416)	(150, 1416)
image	2a		(240, 1389)	(270, 1389)	(270, 1416)	(240, 1416)
image	,		(273, 1389)	(280, 1389)	(280, 1416)	(273, 1416)
image	2c		(299, 1389)	(326, 1389)	(326, 1416)	(299, 1416)
image	(		(344, 1389)	(355, 1389)	(355, 1416)	(344, 1416)
image	1974		(358, 1389)	(414, 1389)	(414, 1417)	(358, 1417)
image	)		(418, 1390)	(428, 1390)	(428, 1417)	(418, 1417)
image	.		(436, 1390)	(442, 1390)	(442, 1417)	(436, 1417)
image	Část		(460, 1390)	(519, 1390)	(519, 1417)	(460, 1417)
image	základu		(538, 1390)	(638, 1390)	(638, 1418)	(538, 1418)
image	jižní		(655, 1391)	(726, 1391)	(726, 1418)	(655, 1418)
image	podezdívky		(742, 1391)	(890, 1392)	(890, 1419)	(742, 1418)
image	budovy		(904, 1392)	(996, 1392)	(996, 1419)	(904, 1419)
image	orientované		(151, 1413)	(313, 1414)	(313, 1440)	(151, 1439)
image	V		(327, 1414)	(343, 1414)	(343, 1439)	(327, 1439)
image	-		(343, 1414)	(355, 1414)	(355, 1439)	(343, 1439)
image	Z		(358, 1414)	(373, 1414)	(373, 1439)	(358, 1439)
image	.		(376, 1414)	(384, 1414)	(384, 1439)	(376, 1439)
image	Vzadu		(401, 1414)	(477, 1414)	(477, 1440)	(401, 1440)
image	(		(492, 1415)	(502, 1415)	(502, 1440)	(492, 1440)
image	v		(505, 1415)	(519, 1415)	(519, 1440)	(505, 1440)
image	sondě		(537, 1415)	(608, 1415)	(608, 1440)	(537, 1440)
image	2c		(624, 1415)	(651, 1415)	(651, 1440)	(624, 1440)
image	)		(656, 1415)	(665, 1415)	(665, 1440)	(656, 1440)
image	povrch		(684, 1415)	(772, 1415)	(772, 1441)	(684, 1441)
image	vrstvy		(786, 1416)	(875, 1416)	(875, 1441)	(786, 1441)
image	10		(891, 1416)	(920, 1416)	(920, 1441)	(891, 1441)
image	.		(924, 1416)	(931, 1416)	(931, 1441)	(924, 1441)
image	těsně		(151, 1438)	(225, 1438)	(225, 1465)	(151, 1465)
image	pod		(239, 1438)	(284, 1438)	(284, 1465)	(239, 1465)
image	ním		(298, 1438)	(345, 1438)	(345, 1465)	(298, 1465)
