IMAGE_NAME	DESCRIPTION	LANGUAGE	BBOX_1	BBOX_2	BBOX_3	BBOX_4
image	"Datování:
po roce 995, zjevně 11. století.
Interpretace:
- 23-
stejně jako polozemnice (?) I a II a jako kůlové jamky 1 <-3
i níže uvedená kůlová jamka 4 patří zásobní jáma VIII o nevelké
skladovací kapacitě sídlištnímu okrsku z 11. věku. Další malé
zásobní jámy z 11. stol. byly v sondě 2 odkrývány v sezóně 1975.
Kůlová jamka 4:
Nálezová situace (tj. sáček) číslo:
113/74: ""Sonda 2d, KJ 4. 29.7.""
Popis objektu:
1) umístění v ploše výzkumu:
v J rohu sondy 2d u JV stěny sondy;
2) podloží:
vrstva 3 a níže horní horizont vrstvy 4 (resp. jílovitého
zásypu hlubokého a rozlehlého lužického hliníku, nad nímž
kůl 4 v 11. stol. stál; hliník zkoumán v r. 1975);
3) druh:
kůlová jamka;
4) superpozice:
kůlová jamka byla vyhloubena v době narůstání vrstvy 2,
přičemž došlo k prokopnutí vrstvy 3 a k mělkému zásahu
do vrstvy 4;
5) tvar:
patrně orkouhlý půdorys (kůlová jamka zasahuje do sondy jen
svojí SZ zhruba polovinou), tvar hlubší miskovitý;
6) rozměry:
průměr u JV stěny sondy 2d obnášel 63 cm, hloubka v úrovni
rozlišení (v řezu 9 -srv. níže odkaz na plán) na hranici
vrstev 2 a 3 obnášela cca 34 cm;
7) výplň:
tmavošedá hlína, promíšená drobnými úlomky spálené i nespálené"	cs	(146, 58)	(1106, 58)	(1106, 1638)	(146, 1638)
image	Datování		(151, 162)	(268, 164)	(268, 181)	(151, 179)
image	:		(276, 164)	(282, 164)	(282, 180)	(276, 180)
image	po		(150, 213)	(179, 213)	(179, 234)	(150, 234)
image	roce		(197, 213)	(254, 213)	(254, 233)	(197, 233)
image	995		(269, 212)	(311, 212)	(311, 233)	(269, 233)
image	,		(319, 212)	(324, 212)	(324, 232)	(319, 232)
image	zjevně		(344, 212)	(428, 211)	(428, 231)	(344, 232)
image	11.		(446, 211)	(486, 211)	(486, 231)	(446, 231)
image	století		(507, 210)	(607, 209)	(607, 230)	(507, 231)
image	.		(612, 210)	(620, 210)	(620, 230)	(612, 230)
image	Interpretace		(153, 284)	(329, 286)	(329, 305)	(153, 303)
image	:		(333, 286)	(341, 286)	(341, 304)	(333, 304)
image	-		(519, 60)	(533, 60)	(533, 73)	(519, 73)
image	23		(546, 59)	(577, 59)	(577, 72)	(546, 72)
image	stejně		(151, 332)	(238, 332)	(238, 355)	(151, 355)
image	jako		(255, 332)	(312, 332)	(312, 355)	(255, 355)
image	polozemnice		(329, 332)	(489, 332)	(489, 355)	(329, 355)
image	(		(508, 332)	(517, 332)	(517, 355)	(508, 355)
image	?		(522, 332)	(534, 332)	(534, 355)	(522, 355)
image	)		(537, 332)	(545, 332)	(545, 355)	(537, 355)
image	I		(568, 332)	(578, 332)	(578, 355)	(568, 355)
image	a		(595, 332)	(607, 332)	(607, 355)	(595, 355)
image	II		(627, 332)	(652, 332)	(652, 355)	(627, 355)
image	a		(670, 332)	(682, 332)	(682, 355)	(670, 355)
image	jako		(699, 332)	(755, 332)	(755, 355)	(699, 355)
image	kůlové		(773, 332)	(859, 332)	(859, 355)	(773, 355)
image	jamky		(876, 332)	(950, 332)	(950, 355)	(876, 355)
image	1		(965, 332)	(978, 332)	(978, 355)	(965, 355)
image	<		(992, 336)	(1013, 336)	(1013, 350)	(992, 350)
image	-3		(995, 336)	(1040, 336)	(1040, 350)	(995, 350)
image	i		(152, 368)	(164, 368)	(164, 391)	(152, 391)
image	níže		(182, 368)	(239, 368)	(239, 391)	(182, 391)
image	uvedená		(257, 368)	(355, 368)	(355, 391)	(257, 391)
image	kůlová		(373, 368)	(459, 368)	(459, 391)	(373, 391)
image	jamka		(476, 368)	(545, 368)	(545, 391)	(476, 391)
image	4		(564, 368)	(576, 368)	(576, 391)	(564, 391)
image	patří		(595, 368)	(665, 368)	(665, 391)	(595, 391)
image	zásobní		(684, 368)	(784, 368)	(784, 391)	(684, 391)
image	jáma		(803, 368)	(857, 368)	(857, 391)	(803, 391)
image	VIII		(876, 368)	(933, 368)	(933, 391)	(876, 391)
image	o		(951, 368)	(962, 368)	(962, 391)	(951, 391)
image	nevelké		(982, 368)	(1081, 368)	(1081, 391)	(982, 391)
image	skladovací		(151, 404)	(298, 404)	(298, 424)	(151, 424)
image	kapacitě		(315, 404)	(427, 404)	(427, 424)	(315, 424)
image	sídlištnímu		(447, 404)	(608, 404)	(608, 424)	(447, 424)
image	okrsku		(625, 404)	(711, 404)	(711, 424)	(625, 424)
image	z		(728, 404)	(740, 404)	(740, 424)	(728, 424)
image	11.		(759, 404)	(797, 404)	(797, 424)	(759, 424)
image	věku		(817, 404)	(874, 404)	(874, 424)	(817, 424)
image	.		(880, 404)	(886, 404)	(886, 424)	(880, 424)
image	Další		(905, 404)	(978, 404)	(978, 424)	(905, 424)
image	malé		(994, 404)	(1052, 404)	(1052, 424)	(994, 424)
image	zásobní		(149, 439)	(253, 439)	(253, 462)	(149, 462)
image	jámy		(269, 439)	(329, 439)	(329, 462)	(269, 462)
image	z		(344, 439)	(355, 439)	(355, 462)	(344, 462)
image	11.		(373, 439)	(412, 439)	(412, 462)	(373, 462)
image	stol		(433, 439)	(488, 439)	(488, 462)	(433, 462)
image	.		(494, 439)	(500, 439)	(500, 462)	(494, 462)
image	byly		(522, 439)	(580, 439)	(580, 462)	(522, 462)
image	v		(595, 439)	(608, 439)	(608, 462)	(595, 462)
image	sondě		(626, 439)	(696, 439)	(696, 462)	(626, 462)
image	2		(713, 439)	(725, 439)	(725, 462)	(713, 462)
image	odkrývány		(743, 439)	(874, 439)	(874, 462)	(743, 462)
image	v		(890, 439)	(903, 439)	(903, 462)	(890, 462)
image	sezóně		(921, 439)	(1007, 439)	(1007, 462)	(921, 462)
image	1975		(1024, 439)	(1083, 439)	(1083, 462)	(1024, 462)
image	.		(1086, 439)	(1095, 439)	(1095, 462)	(1086, 462)
image	Kůlová		(149, 581)	(313, 582)	(313, 599)	(149, 598)
image	jamka		(342, 584)	(471, 581)	(471, 600)	(342, 603)
image	4		(503, 585)	(518, 585)	(518, 600)	(503, 600)
image	:		(523, 585)	(533, 585)	(533, 600)	(523, 600)
image	Nálezová		(151, 651)	(268, 652)	(268, 676)	(151, 675)
image	situace		(285, 652)	(384, 653)	(384, 677)	(285, 676)
image	(		(403, 653)	(411, 653)	(411, 676)	(403, 676)
image	tj		(417, 653)	(442, 653)	(442, 676)	(417, 676)
image	.		(449, 653)	(455, 653)	(455, 676)	(449, 676)
image	sáček		(476, 653)	(546, 653)	(546, 677)	(476, 677)
image	)		(552, 654)	(559, 654)	(559, 677)	(552, 677)
image	číslo		(580, 654)	(652, 654)	(652, 677)	(580, 677)
image	:		(658, 654)	(666, 654)	(666, 677)	(658, 677)
image	113/74		(149, 702)	(239, 702)	(239, 722)	(149, 722)
image	:		(245, 702)	(253, 702)	(253, 722)	(245, 722)
image	""""		(270, 702)	(279, 702)	(279, 722)	(270, 722)
image	Sonda		(284, 702)	(353, 702)	(353, 722)	(284, 722)
image	2d		(372, 702)	(398, 702)	(398, 722)	(372, 722)
image	,		(405, 702)	(410, 702)	(410, 722)	(405, 722)
image	KJ		(431, 702)	(458, 702)	(458, 722)	(431, 722)
image	4.		(473, 702)	(501, 702)	(501, 722)	(473, 722)
image	29.7		(519, 702)	(578, 702)	(578, 722)	(519, 722)
image	.		(582, 702)	(591, 702)	(591, 722)	(582, 722)
image	""""		(596, 702)	(607, 702)	(607, 722)	(596, 722)
image	Popis		(149, 775)	(221, 775)	(221, 795)	(149, 795)
image	objektu		(240, 775)	(340, 775)	(340, 795)	(240, 795)
image	:		(347, 775)	(354, 775)	(354, 795)	(347, 795)
image	1		(149, 820)	(162, 820)	(162, 841)	(149, 841)
image	)		(167, 820)	(176, 820)	(176, 841)	(167, 841)
image	umístění		(196, 820)	(310, 821)	(310, 842)	(196, 841)
image	v		(326, 821)	(339, 821)	(339, 842)	(326, 842)
image	ploše		(357, 821)	(428, 822)	(428, 844)	(357, 843)
image	výzkumu		(444, 822)	(546, 823)	(546, 845)	(444, 844)
image	:		(554, 824)	(562, 824)	(562, 845)	(554, 845)
image	v		(193, 856)	(209, 856)	(209, 879)	(193, 879)
image	J		(223, 856)	(240, 856)	(240, 879)	(223, 879)
