IMAGE_NAME	DESCRIPTION	LANGUAGE	BBOX_1	BBOX_2	BBOX_3	BBOX_4
image	"99 -
Texty a komentář k fototabulkám
Sonda 2a 2d (1974) str. 7
Tab. 28:55, č. neg. 81 261. Sonda 2b (+ 2a) (1974) ve
3.fázi výzkumu. Pohled na okraj vnitřního příkopu s pásem de-
strukční suti z pravděpodobného kněžského domu z 10. století.
Pohled od V. Foto: M.Šimana J.Morávek.
Tab. 29:56, č. neg. 81 262. Sonda 2b (1974) ve 3. fázi vý-
zkumu: pás destrukční suti z pravděpodobného kněžského domu
z 10. století na okraji vnitřního příkopu. Pohled od Z. Foto:
M.Šimana J.Morávek.
Tab. 29:57, č. neg. 81 263. Sonda 2a-2d (1974). V popředí
sonda 2c ve 3. fázi výzkumu, vzadu uprostřed a vpravo sonda 2a+2b
ve 4.fázi, vzadu vlevo sonda 2d ve 3.fázi. Od Z k V běží sondami
2a, 2b a 2c základ jižní podezdívky pravděpodobného kněžského do-
mu z 10. století. Vpravo okraj vnitřního příkopu a sokl s destruk-
cí vnitřní hradební zdi (z 28.9.995). Pohled od Z. Foto: M.Šimana-
- J.Tájek.
Tab. 30:58, č. neg. 81 264. Sonda 2a-2c (1974). V popředí
sonda 2a+2b ve 4. fázi výzkumu, vzadu VJV okraj sondy 2c ve 3.fázi.
Od Vk Z probíhá základ jižní podezdívky pravděpodobného kněžské-
ho domu z 10. století. Vpravo část vyzděného odvodního kanálku,
vlevo okraj vnitřního příkopu a sokl s destrukcí vnitřní hradební
zdi (z 28.9.995). Pohled od V. Foto: M.Šimana J.Tájek."	cs	(178, 26)	(1154, 26)	(1154, 931)	(178, 931)
image	99		(395, 32)	(427, 32)	(427, 49)	(395, 49)
image	-		(439, 32)	(458, 32)	(458, 49)	(439, 49)
image	Texty		(519, 29)	(593, 28)	(593, 49)	(519, 50)
image	a		(609, 29)	(621, 29)	(621, 49)	(609, 49)
image	komentář		(638, 28)	(755, 27)	(755, 48)	(638, 49)
image	k		(770, 28)	(783, 28)	(783, 48)	(770, 48)
image	fototabulkám		(801, 27)	(978, 26)	(978, 47)	(801, 48)
image	Sonda		(519, 52)	(594, 52)	(594, 72)	(519, 72)
image	2a		(608, 52)	(638, 52)	(638, 72)	(608, 72)
