IMAGE_NAME	DESCRIPTION	LANGUAGE	BBOX_1	BBOX_2	BBOX_3	BBOX_4
image	"95 -
La komentar
Texty Vk fototabulkám
Sonda 2a 2d (1974)
●
Tab. 9:18, č.neg. 51 118. Sonda 2b (1974). Vnější líc
jižní podezdívky budovy orientované V-Z, v popředí zbytky de-
strukčních sutí budovy. Pohled od JZ.
Tab. 10:19, č. neg. 51 119. Sonda 2a-2a (1974). Vnější
líc jižní podezdívky budovy orientované V-Z, v popředí zbytky
destrukčních sutí budovy. Pohled od J.
Tab. 10:20, č. neg. 51 120. Sonda 2b (1974). Zával nad
základem jižní podezdívky budovy orientované V-Z, vpravo část
vyzděného kanálku v interiéru budovy. Pohled od V. Za kanálkem
zbytek východní příčky v budově.
Tab. 11:21, č. neg. 51 121. Sonda 2b (1974). Část jižní
podezdívky budovy orientované V-Z a část vyzděného kanálku
v interiéru budovy. Stav po sejmutí vrstvy 10. století. Pohled
od SV.
str.3
Tab. 11:22, č. neg. 51 122. Sonda 2a-2c (1974). Jižní
podezdívka budovy orientované V-Z a zbytky jejích destrukčních
sutí. Vzadu vnitřní příkop a kontrolní blok se sutí vnitřní
hradební zdi. Pohled od VJV.
Tab. 12:24, č. neg. 51 124. Sonda 2a-2c (1974). Část
základu jižní podezdívky budovy orientované Z-V. V pozadí
(sonda 2c) dosažena úroveň povrchu vrstvy 3 z 10. století.
pohled od VSV.
Tab. 12:23, č. neg. 51 123. Sonda 2a-2c (1974). Jižní
podezdívka budovy, orientované V-Z. Vzadu (v sondě 2c) dosažen
povrch vrstvy 3. Pohled od VJV.
Tab. 13:25, č. neg. 51 125a, b. Sonda 2a-2c (1974).
část základu jižní podezdívky budovy, orientované V-Z. V pozadí
(sonda 2c) dosažena úroveň povrchu vrstvy 3 z 10.stol. Pohled
od VSV. Vpravo od podezdívky část zbytku západní příčky
v budově.
Tab. 13:26, č. neg. 51 126. Sonda 2a-2b (1974). V po-
předí základ jižní podezdívky budovy orientované V-Z, za ní
část jejích destrukčních sutí. V pozadí vnitřní příkop opev-
nění a sutě vnitřní hradební zdi. Pohled od S.
Tab. 14:27, č. neg. 51 127. Sonda 2b (1974). Vpředu
část základu jižní podezdívky budovy orientované V-Z, uprostřed"	cs	(185, 5)	(1166, 5)	(1166, 1549)	(185, 1549)
image	95		(583, 36)	(615, 36)	(615, 53)	(583, 53)
image	-		(628, 36)	(646, 36)	(646, 53)	(628, 53)
image	La		(813, 11)	(834, 10)	(835, 27)	(814, 28)
image	komentar		(846, 10)	(950, 6)	(951, 23)	(847, 27)
image	Texty		(752, 29)	(825, 28)	(825, 50)	(752, 51)
image	Vk		(825, 29)	(856, 29)	(856, 50)	(825, 50)
image	fototabulkám		(870, 28)	(1049, 26)	(1049, 48)	(870, 50)
image	Sonda		(752, 51)	(827, 52)	(827, 73)	(752, 72)
image	2a		(841, 51)	(871, 51)	(871, 72)	(841, 72)
image	2d		(914, 52)	(944, 52)	(944, 73)	(914, 73)
image	(		(962, 52)	(972, 52)	(972, 73)	(962, 73)
image	1974		(972, 52)	(1032, 52)	(1032, 73)	(972, 73)
image	)		(1035, 53)	(1046, 53)	(1046, 74)	(1035, 74)
image	●		(1063, 63)	(1079, 63)	(1079, 68)	(1063, 68)
image	Tab		(279, 145)	(324, 145)	(324, 170)	(279, 170)
