IMAGE_NAME	DESCRIPTION	LANGUAGE	BBOX_1	BBOX_2	BBOX_3	BBOX_4
image	"- 32 -
46) 140/74: ""Sonda 2b, prostor jižně od pásu kamenů lemujícího
jižní obvod prohlubně s destrukcí, hnědá slavníkov.
vrstva, začišťování úrovně 3. fáze. 6.8.""
47) 141/74:
48) 142/74:
49) 143/74:
""Sonda 2c, slavníkovská hnědá vrstva, prvních 20 cm.
7.8., 8.8., 9.8.""
""Sonda 2c, slavníkovská hnědá vrstva, prvních 20 cm,
při okraji příkopu (v jeho severním sousedství). 9.8.""
""Sonda 2c, slavníkovská hnědá vrstva, spodní horizont
vrstvy prvních 20 cm, 9.8."" Obr. 4:1; 5:2.
(Fe ocílka, kostěné šidélko)
(2c)
(2a)
430
85 cm!
50) 144/74: ""Sonda 2c, slavníkovská hnědá vrstva, 20 cm od jejího
povrchu povrch tmavé jílovité hlíny žíhané rezavě
žlutým pískem. 12.8.""
51) 145/74: ""Sonda 2c, spodní partie hnědé ""slavnik."" vrstvy
v sev. sousedství základu zdi V-Z při jv. stěně sondy.
13.-14.8.""
52) 149/74: ""Sonda 2c, obna žování povrchu destrukční ssuti jižně
od jižní líce zdi V-Z, a to v asi 0,5 m širokém pásu
při jv. stěně sondy. 14.8., 15.8.""
53) 150/74: ""Sonda 2b, rozebírání pásu kamenů při jižním okraji
prohlubně s destrukcí, mezi kameny a těsně pod nimi.
15.8.""
54) 151/74: ""Sonda 2b, drobná kamenná ssuť pod pásem kamenů při
jižním okraji prohlubně s destrukcí, po povrch tmavé
jílovité vrstvy žíhané rezavě žlutým pískem (do níž
semo tamo zašlapány kamínky z na ní ležící vrstvy
drobné opukové ssuti). 15.8., 19.8.""
55) 152/74: ""Sonda 2b, spodní horizont hnědé slavníkovské vrstvy
mezi pásem kamenů lemujícím jižní okraj prohlubně
destrukcí a jz. stěnou sondy, a to v metrovém pruhu
při jv. stěně sondy. 20.8.""
56) 153/74: ""Sonda 2b, dtto mezi sz. okrajem metrového pruhu
(viz 152 (tj. 152/747)a jv. stěnou bloku s destrukcí
hradby. 20.-21.8.""
57) 154/74: ""Sonda 2b, výplň kanálku při severní líci zdi Z-V
(pod destrukcí velkých opukových kamenů při severní
líci zdi). 21.8.""
58) 155/74: ""Sonda 2b, mezi a pod velkými destrukčními kameny
při sev. líci zdi Z-V, v záp. sousedství kanálku. 21.8."""	cs	(153, 61)	(1158, 61)	(1158, 1554)	(153, 1554)
image	-		(531, 61)	(545, 61)	(545, 74)	(531, 74)
image	32		(561, 61)	(588, 61)	(588, 74)	(561, 74)
image	-		(604, 61)	(618, 61)	(618, 74)	(604, 74)
image	46		(157, 149)	(189, 149)	(189, 171)	(157, 171)
image	)		(190, 149)	(200, 149)	(200, 171)	(190, 171)
image	140/74		(219, 149)	(307, 149)	(307, 171)	(219, 171)
image	:		(314, 149)	(321, 149)	(321, 171)	(314, 171)
image	""""		(339, 149)	(348, 149)	(348, 171)	(339, 171)
image	Sonda		(352, 150)	(424, 150)	(424, 172)	(352, 172)
image	2b		(442, 150)	(469, 150)	(469, 172)	(442, 172)
