IMAGE_NAME	DESCRIPTION	LANGUAGE	BBOX_1	BBOX_2	BBOX_3	BBOX_4
image	"Tab. 29
56
č. neg.
81 262
Sonda 2b (1974) ve 3.fázi výzkumu: pás destrukční suti z pravdě-
podobného kněžského domu z 10. století na okraji vnitřního příko-
pu. Pohled od Z. Foto: M.Simana - J. Morávek.
57
č. neg.
81 263
Sonda 2a 2d (1974). V popředí sonda 2c ve 3.fázi výzkumu,
vzadu uprostřed a vpravo sonda 2a+2b ve 4.fázi, vzadu vlevo
sonda 2d ve 3.fázi. Od Z k V běží sondami 2a, 2b a 2c základ
jižní podezdívky pravděpodobného kněžského domu z 10. století.
Vpravo okraj vnitřního příkopu a sokl s destrukcí vnitřní hra-
dební zdi (z 28.9.995). Pohled od Z. Foto: M.Simana - J.Tájek."	cs	(169, 39)	(1115, 39)	(1115, 1578)	(169, 1578)
image	Tab		(1013, 39)	(1057, 40)	(1057, 58)	(1013, 57)
image	.		(1061, 40)	(1070, 40)	(1070, 57)	(1061, 57)
image	29		(1087, 41)	(1114, 42)	(1114, 58)	(1087, 58)
image	56		(996, 507)	(1026, 507)	(1026, 527)	(996, 527)
image	č		(969, 554)	(983, 555)	(982, 574)	(968, 573)
image	.		(986, 555)	(995, 556)	(994, 575)	(985, 574)
image	neg		(1012, 556)	(1059, 559)	(1058, 578)	(1011, 575)
image	.		(1057, 559)	(1066, 560)	(1065, 579)	(1056, 578)
image	81		(970, 580)	(996, 580)	(996, 599)	(970, 599)
image	262		(1011, 579)	(1054, 578)	(1054, 597)	(1011, 598)
image	Sonda		(169, 660)	(247, 660)	(247, 685)	(169, 685)
image	2b		(261, 660)	(291, 660)	(291, 685)	(261, 685)
image	(		(308, 660)	(318, 660)	(318, 685)	(308, 685)
image	1974		(319, 660)	(377, 660)	(377, 685)	(319, 685)
image	)		(383, 660)	(391, 660)	(391, 685)	(383, 685)
image	ve		(409, 660)	(436, 660)	(436, 685)	(409, 685)
image	3.fázi		(455, 660)	(539, 660)	(539, 685)	(455, 685)
image	výzkumu		(555, 660)	(659, 660)	(659, 685)	(555, 685)
image	:		(663, 660)	(669, 660)	(669, 685)	(663, 685)
image	pás		(690, 660)	(730, 660)	(730, 685)	(690, 685)
image	destrukční		(748, 660)	(895, 660)	(895, 685)	(748, 685)
image	suti		(911, 660)	(968, 660)	(968, 685)	(911, 685)
image	z		(985, 660)	(998, 660)	(998, 685)	(985, 685)
image	pravdě		(1013, 660)	(1100, 660)	(1100, 685)	(1013, 685)
image	podobného		(172, 681)	(304, 682)	(304, 710)	(172, 709)
image	kněžského		(319, 682)	(452, 683)	(452, 711)	(319, 710)
image	domu		(468, 683)	(526, 683)	(526, 710)	(468, 710)
image	z		(541, 683)	(555, 683)	(555, 710)	(541, 710)
image	10.		(568, 684)	(610, 684)	(610, 711)	(568, 711)
image	století		(616, 684)	(715, 685)	(715, 712)	(616, 711)
image	na		(732, 684)	(763, 684)	(763, 711)	(732, 711)
image	okraji		(778, 685)	(862, 685)	(862, 712)	(778, 712)
image	vnitřního		(880, 685)	(1013, 686)	(1013, 714)	(880, 713)
image	příko		(1029, 686)	(1100, 686)	(1100, 713)	(1029, 713)
image	pu		(171, 709)	(200, 709)	(200, 733)	(171, 733)
image	.		(204, 709)	(212, 709)	(212, 733)	(204, 733)
image	Pohled		(231, 709)	(319, 709)	(319, 733)	(231, 733)
image	od		(337, 709)	(364, 709)	(364, 733)	(337, 733)
image	Z.		(379, 709)	(405, 709)	(405, 733)	(379, 733)
image	Foto		(424, 709)	(481, 709)	(481, 733)	(424, 733)
image	:		(488, 709)	(494, 709)	(494, 733)	(488, 733)
image	M.Simana		(511, 709)	(629, 709)	(629, 733)	(511, 733)
image	-		(645, 709)	(659, 709)	(659, 733)	(645, 733)
image	J.		(674, 709)	(699, 709)	(699, 733)	(674, 733)
image	Morávek		(702, 709)	(806, 709)	(806, 733)	(702, 733)
image	.		(809, 709)	(817, 709)	(817, 733)	(809, 733)
image	57		(981, 1302)	(1011, 1302)	(1011, 1323)	(981, 1323)
image	č		(939, 1349)	(952, 1350)	(951, 1367)	(938, 1366)
image	.		(956, 1350)	(964, 1350)	(963, 1367)	(955, 1367)
image	neg		(983, 1351)	(1028, 1354)	(1027, 1371)	(982, 1368)
image	.		(1029, 1354)	(1037, 1354)	(1036, 1371)	(1028, 1371)
image	81		(939, 1375)	(966, 1375)	(966, 1394)	(939, 1394)
image	263		(981, 1375)	(1028, 1375)	(1028, 1394)	(981, 1394)
image	Sonda		(170, 1429)	(245, 1429)	(245, 1453)	(170, 1453)
image	2a		(258, 1429)	(290, 1429)	(290, 1453)	(258, 1453)
image	2d		(332, 1429)	(361, 1429)	(361, 1453)	(332, 1453)
image	(		(381, 1430)	(389, 1430)	(389, 1454)	(381, 1454)
image	1974		(394, 1430)	(450, 1430)	(450, 1454)	(394, 1454)
image	)		(454, 1430)	(463, 1430)	(463, 1454)	(454, 1454)
image	.		(471, 1430)	(478, 1430)	(478, 1454)	(471, 1454)
image	V		(497, 1430)	(511, 1430)	(511, 1454)	(497, 1454)
image	popředí		(526, 1430)	(625, 1430)	(625, 1455)	(526, 1455)
image	sonda		(645, 1431)	(718, 1431)	(718, 1455)	(645, 1455)
image	2c		(732, 1431)	(760, 1431)	(760, 1455)	(732, 1455)
image	ve		(775, 1432)	(803, 1432)	(803, 1456)	(775, 1456)
image	3.fázi		(821, 1432)	(908, 1432)	(908, 1456)	(821, 1456)
image	výzkumu		(923, 1432)	(1027, 1433)	(1027, 1458)	(923, 1457)
image	,		(1030, 1433)	(1038, 1433)	(1038, 1457)	(1030, 1457)
image	vzadu		(169, 1456)	(246, 1456)	(246, 1480)	(169, 1480)
image	uprostřed		(259, 1456)	(392, 1456)	(392, 1480)	(259, 1480)
image	a		(408, 1456)	(422, 1456)	(422, 1480)	(408, 1480)
image	vpravo		(436, 1456)	(525, 1456)	(525, 1480)	(436, 1480)
image	sonda		(541, 1456)	(614, 1456)	(614, 1480)	(541, 1480)
image	2a		(628, 1456)	(658, 1456)	(658, 1480)	(628, 1480)
image	+		(658, 1456)	(670, 1456)	(670, 1480)	(658, 1480)
image	2b		(673, 1456)	(702, 1456)	(702, 1480)	(673, 1480)
image	ve		(717, 1456)	(744, 1456)	(744, 1480)	(717, 1480)
image	4.fázi		(760, 1456)	(847, 1456)	(847, 1480)	(760, 1480)
image	,		(854, 1456)	(860, 1456)	(860, 1480)	(854, 1480)
image	vzadu		(878, 1456)	(953, 1456)	(953, 1480)	(878, 1480)
image	vlevo		(967, 1456)	(1040, 1456)	(1040, 1480)	(967, 1480)
image	sonda		(171, 1475)	(244, 1475)	(244, 1500)	(171, 1500)
image	2d		(258, 1475)	(287, 1475)	(287, 1500)	(258, 1500)
image	ve		(304, 1475)	(331, 1475)	(331, 1500)	(304, 1500)
image	3.fázi		(350, 1475)	(434, 1475)	(434, 1501)	(350, 1501)
image	.		(440, 1476)	(448, 1476)	(448, 1501)	(440, 1501)
image	Od		(468, 1476)	(494, 1476)	(494, 1501)	(468, 1501)
image	Z		(511, 1476)	(525, 1476)	(525, 1501)	(511, 1501)
image	k		(539, 1476)	(553, 1476)	(553, 1501)	(539, 1501)
image	V		(568, 1476)	(582, 1476)	(582, 1501)	(568, 1501)
image	běží		(600, 1476)	(657, 1476)	(657, 1501)	(600, 1501)
image	sondami		(673, 1477)	(774, 1477)	(774, 1502)	(673, 1502)
image	2a		(791, 1477)	(820, 1477)	(820, 1502)	(791, 1502)
image	,		(823, 1477)	(830, 1477)	(830, 1502)	(823, 1502)
image	2b		(849, 1477)	(879, 1477)	(879, 1502)	(849, 1502)
image	a		(896, 1477)	(909, 1477)	(909, 1502)	(896, 1502)
image	2c		(924, 1478)	(951, 1478)	(951, 1503)	(924, 1503)
image	základ		(970, 1478)	(1057, 1478)	(1057, 1503)	(970, 1503)
image	jižní		(172, 1504)	(243, 1504)	(243, 1529)	(172, 1529)
image	podezdívky		(260, 1504)	(406, 1504)	(406, 1529)	(260, 1529)
image	pravděpodobného		(423, 1504)	(642, 1504)	(642, 1529)	(423, 1529)
image	kněžského		(658, 1504)	(789, 1504)	(789, 1529)	(658, 1529)
image	domu		(806, 1504)	(863, 1504)	(863, 1529)	(806, 1529)
image	z		(881, 1504)	(893, 1504)	(893, 1529)	(881, 1529)
image	10.		(909, 1504)	(949, 1504)	(949, 1529)	(909, 1529)
image	století		(954, 1504)	(1055, 1504)	(1055, 1529)	(954, 1529)
image	.		(1059, 1504)	(1068, 1504)	(1068, 1529)	(1059, 1529)
image	Vpravo		(169, 1528)	(258, 1528)	(258, 1552)	(169, 1552)
image	okraj		(275, 1528)	(347, 1528)	(347, 1552)	(275, 1552)
image	vnitřního		(362, 1528)	(494, 1528)	(494, 1552)	(362, 1552)
image	příkopu		(512, 1528)	(612, 1528)	(612, 1552)	(512, 1552)
image	a		(629, 1528)	(642, 1528)	(642, 1552)	(629, 1552)
image	sokl		(660, 1528)	(715, 1528)	(715, 1552)	(660, 1552)
image	s		(734, 1528)	(745, 1528)	(745, 1552)	(734, 1552)
image	destrukcí		(762, 1528)	(893, 1528)	(893, 1552)	(762, 1552)
image	vnitřní		(908, 1528)	(1011, 1528)	(1011, 1552)	(908, 1552)
image	hra		(1027, 1528)	(1071, 1528)	(1071, 1552)	(1027, 1552)
image	dební		(170, 1551)	(243, 1551)	(243, 1574)	(170, 1574)
image	zdi		(261, 1551)	(302, 1551)	(302, 1574)	(261, 1574)
image	(		(321, 1551)	(331, 1551)	(331, 1574)	(321, 1574)
image	z		(335, 1551)	(347, 1551)	(347, 1574)	(335, 1574)
image	28.9.995		(362, 1551)	(478, 1551)	(478, 1575)	(362, 1575)
image	)		(484, 1552)	(493, 1552)	(493, 1575)	(484, 1575)
image	.		(499, 1552)	(507, 1552)	(507, 1575)	(499, 1575)
image	Pohled		(526, 1552)	(613, 1552)	(613, 1575)	(526, 1575)
image	od		(629, 1552)	(657, 1552)	(657, 1575)	(629, 1575)
image	Z.		(673, 1552)	(698, 1552)	(698, 1576)	(673, 1576)
image	Foto		(718, 1553)	(774, 1553)	(774, 1576)	(718, 1576)
image	:		(780, 1553)	(786, 1553)	(786, 1576)	(780, 1576)
image	M.Simana		(805, 1553)	(923, 1553)	(923, 1576)	(805, 1576)
image	-		(939, 1553)	(952, 1553)	(952, 1576)	(939, 1576)
image	J.Tájek		(968, 1554)	(1071, 1554)	(1071, 1577)	(968, 1577)
image	.		(1074, 1554)	(1084, 1554)	(1084, 1577)	(1074, 1577)
