IMAGE_NAME	DESCRIPTION	LANGUAGE	BBOX_1	BBOX_2	BBOX_3	BBOX_4
image	"3
1
bood
4
tu,
0
Kuns.
Obr. 27
2
3cm
Ukázky libické keramiky rázu střední-mladší doby hradištní
(13; 2-3 jsou střepy z plecí a výdutí láhví) a okraj
tuhové zásobnice mladší doby hradištní (4). 1 sonda 2b,
vrstva 2 (55/74); 2 - sonda 2a, vrstva 2/vrstva 3 (17/74);
3- sonda 2a, vrstva 3 (134/74); 4 sonda 2b, destrukce
vnitřní hradební zdi (52/74).
Kresba: H. Komárková."	cs	(202, 50)	(1137, 50)	(1137, 1480)	(202, 1480)
image	3		(215, 1144)	(240, 1144)	(240, 1172)	(215, 1172)
image	1		(375, 461)	(397, 459)	(400, 486)	(378, 489)
image	bood		(440, 728)	(559, 733)	(558, 762)	(439, 757)
image	4		(686, 829)	(709, 829)	(709, 855)	(686, 855)
image	tu		(682, 1022)	(716, 1024)	(715, 1051)	(681, 1049)
image	,		(708, 1024)	(725, 1025)	(724, 1051)	(707, 1050)
image	0		(906, 707)	(920, 707)	(920, 722)	(906, 722)
image	Kuns		(876, 911)	(908, 918)	(904, 937)	(872, 930)
image	.		(903, 917)	(911, 919)	(907, 937)	(899, 936)
image	Obr		(1033, 50)	(1077, 52)	(1076, 71)	(1032, 69)
image	.		(1079, 53)	(1089, 54)	(1088, 72)	(1078, 71)
image	27		(1105, 54)	(1137, 56)	(1136, 75)	(1104, 73)
image	2		(1041, 506)	(1067, 506)	(1067, 534)	(1041, 534)
image	3cm		(1074, 706)	(1111, 708)	(1110, 724)	(1073, 722)
image	Ukázky		(206, 1298)	(295, 1300)	(295, 1324)	(206, 1322)
image	libické		(310, 1300)	(412, 1302)	(412, 1326)	(310, 1324)
image	keramiky		(428, 1302)	(545, 1304)	(545, 1328)	(428, 1326)
image	rázu		(560, 1305)	(619, 1306)	(619, 1329)	(560, 1328)
image	střední		(635, 1306)	(736, 1308)	(736, 1332)	(635, 1330)
