IMAGE_NAME	DESCRIPTION	LANGUAGE	BBOX_1	BBOX_2	BBOX_3	BBOX_4
image	"LIBICE
fBJ,:
A
B
B
AKCE : 50
росмет: STA
LOKALITA: EP. 420₁ - JIZNÍ ULICE A PPē. 25/6,-
(ST. EP. 488)
- ZAHRADA
POLN PREDSTIHOVÝ ZÁCHRANNÝ VÝZKUM
RODINNIE HO
волки
V INTRAVILAMU
KOMP, =
A - LUŽICKA K.
3TD
B-RADISTIT OBD_
B
B
(RS-2 AŽ RS.4/VS)
C-STŘEDOVEK-NOVOUEK -
B
13
197.4
VRSTVA
VRSTVA
(1)
20100
JAMA (1/
K
(2)
BOHDANT A
LBCE.
CHATA ZAHL. (2)
PŘÍKOP (1)
PEC
(²)
(124)
S.ROV.
SID
188 m
-S.ROV. OPE
INT-
JIŘHO VESELTEH
-
N2 67/94
MESTO
PRI STAVBE
VRSTVA
188
188
- JAMKA KŮLOVÁ (5)
JAMA ZÁSOBNT (1)
b
в - ониазте
(3)
с"	cs	(326, 5)	(904, 5)	(904, 812)	(326, 812)
image	LIBICE		(365, 7)	(430, 5)	(431, 24)	(366, 26)
image	fBJ		(330, 562)	(360, 562)	(360, 579)	(330, 579)
image	,:		(356, 562)	(376, 562)	(376, 579)	(356, 579)
image	A		(335, 599)	(355, 599)	(355, 616)	(335, 616)
image	B		(334, 627)	(348, 627)	(348, 646)	(334, 646)
image	B		(335, 661)	(348, 661)	(348, 679)	(335, 679)
image	AKCE		(344, 72)	(396, 76)	(394, 99)	(342, 95)
image	:		(399, 76)	(412, 77)	(410, 100)	(397, 99)
image	50		(435, 79)	(468, 82)	(466, 105)	(433, 102)
image	росмет		(605, 81)	(672, 83)	(671, 111)	(604, 109)
image	:		(676, 84)	(682, 84)	(681, 111)	(675, 111)
image	STA		(717, 93)	(758, 95)	(757, 115)	(716, 113)
image	LOKALITA		(343, 130)	(430, 133)	(429, 166)	(342, 163)
image	:		(430, 134)	(441, 134)	(440, 166)	(429, 166)
image	EP		(476, 135)	(500, 136)	(499, 169)	(475, 168)
image	.		(498, 136)	(510, 136)	(509, 168)	(497, 168)
image	420₁		(518, 136)	(574, 138)	(573, 171)	(517, 169)
image	-		(567, 139)	(590, 140)	(589, 172)	(566, 171)
image	JIZNÍ		(588, 139)	(642, 141)	(641, 174)	(587, 172)
image	ULICE		(654, 142)	(700, 144)	(699, 176)	(653, 174)
image	A		(725, 145)	(742, 146)	(741, 178)	(724, 177)
image	PPē		(770, 146)	(807, 147)	(806, 180)	(769, 179)
image	.		(803, 147)	(814, 147)	(813, 179)	(802, 179)
image	25		(824, 148)	(852, 149)	(851, 182)	(823, 181)
image	/		(849, 149)	(863, 150)	(862, 181)	(848, 181)
image	6		(859, 149)	(876, 150)	(875, 182)	(858, 181)
image	,		(876, 150)	(892, 151)	(891, 183)	(875, 182)
image	(		(469, 168)	(481, 168)	(481, 189)	(469, 189)
image	ST		(480, 168)	(502, 168)	(502, 189)	(480, 189)
image	.		(499, 168)	(508, 168)	(508, 189)	(499, 189)
image	EP		(514, 168)	(532, 168)	(532, 189)	(514, 189)
image	.		(530, 168)	(539, 168)	(539, 189)	(530, 189)
image	488		(547, 168)	(574, 168)	(574, 189)	(547, 189)
image	)		(573, 168)	(584, 168)	(584, 189)	(573, 189)
image	-		(328, 188)	(341, 188)	(341, 204)	(328, 204)
image	ZAHRADA		(347, 188)	(431, 188)	(431, 204)	(347, 204)
image	POLN		(340, 222)	(377, 223)	(377, 246)	(340, 245)
image	PREDSTIHOVÝ		(430, 223)	(535, 225)	(535, 249)	(430, 247)
image	ZÁCHRANNÝ		(568, 225)	(676, 227)	(676, 251)	(568, 249)
image	VÝZKUM		(704, 228)	(776, 229)	(776, 253)	(704, 252)
image	RODINNIE		(340, 268)	(408, 268)	(408, 287)	(340, 287)
image	HO		(405, 268)	(431, 268)	(431, 287)	(405, 287)
image	волки		(469, 268)	(516, 267)	(516, 288)	(469, 289)
image	V		(342, 310)	(358, 310)	(358, 329)	(342, 329)
image	INTRAVILAMU		(373, 309)	(502, 308)	(502, 328)	(373, 329)
image	KOMP		(336, 363)	(373, 362)	(373, 378)	(336, 379)
image	,		(369, 363)	(378, 363)	(378, 378)	(369, 378)
image	=		(381, 363)	(388, 363)	(388, 378)	(381, 378)
image	A		(334, 396)	(355, 397)	(354, 420)	(333, 419)
image	-		(355, 396)	(377, 397)	(376, 420)	(354, 419)
image	LUŽICKA		(389, 397)	(451, 399)	(450, 423)	(388, 421)
image	K.		(460, 400)	(480, 401)	(479, 424)	(459, 423)
image	3TD		(532, 403)	(564, 403)	(564, 422)	(532, 422)
image	B		(335, 433)	(354, 434)	(353, 460)	(334, 459)
image	-		(360, 434)	(382, 435)	(381, 461)	(359, 460)
image	RADISTIT		(400, 435)	(498, 439)	(497, 466)	(399, 462)
image	OBD_		(509, 440)	(548, 442)	(547, 468)	(508, 466)
image	B		(337, 689)	(351, 689)	(351, 707)	(337, 707)
image	B		(338, 718)	(351, 718)	(351, 736)	(338, 736)
image	(		(390, 469)	(403, 469)	(402, 497)	(389, 497)
image	RS		(400, 469)	(419, 470)	(418, 498)	(399, 497)
image	-		(421, 469)	(428, 469)	(427, 497)	(420, 497)
image	2		(427, 470)	(440, 470)	(439, 498)	(426, 498)
image	AŽ		(460, 471)	(487, 472)	(486, 500)	(459, 499)
image	RS.4		(509, 472)	(543, 473)	(542, 501)	(508, 500)
image	/		(544, 473)	(557, 473)	(556, 501)	(543, 501)
image	VS		(558, 474)	(579, 475)	(578, 503)	(557, 502)
image	)		(582, 474)	(595, 474)	(594, 502)	(581, 502)
image	C		(332, 512)	(352, 512)	(351, 536)	(331, 536)
image	-		(359, 512)	(382, 513)	(381, 537)	(358, 536)
image	STŘEDOVEK		(389, 512)	(466, 514)	(465, 539)	(388, 537)
image	-		(467, 515)	(482, 515)	(481, 539)	(466, 539)
image	NOVOUEK		(485, 515)	(551, 517)	(550, 542)	(484, 540)
image	-		(559, 517)	(584, 518)	(583, 542)	(558, 541)
image	B		(336, 753)	(348, 753)	(348, 770)	(336, 770)
image	13		(334, 783)	(349, 783)	(349, 804)	(334, 804)
image	197.4		(501, 6)	(555, 10)	(553, 31)	(500, 27)
image	VRSTVA		(403, 600)	(462, 600)	(462, 616)	(403, 616)
image	VRSTVA		(401, 630)	(468, 631)	(468, 649)	(401, 648)
image	(		(493, 594)	(502, 594)	(501, 615)	(492, 615)
image	1		(502, 594)	(513, 594)	(512, 615)	(501, 615)
image	)		(513, 594)	(521, 594)	(520, 615)	(512, 615)
image	20100		(402, 664)	(449, 666)	(448, 681)	(401, 679)
image	JAMA		(404, 690)	(454, 690)	(454, 710)	(404, 710)
image	(		(469, 690)	(479, 690)	(479, 710)	(469, 710)
image	1		(477, 690)	(489, 690)	(489, 710)	(477, 710)
image	/		(484, 690)	(498, 690)	(498, 710)	(484, 710)
image	K		(561, 20)	(572, 20)	(572, 26)	(561, 26)
image	(		(504, 629)	(512, 629)	(511, 652)	(503, 652)
image	2		(508, 629)	(521, 630)	(520, 653)	(507, 652)
image	)		(520, 629)	(530, 630)	(529, 653)	(519, 652)
image	BOHDANT		(556, 269)	(629, 272)	(628, 289)	(555, 286)
image	A		(649, 273)	(663, 274)	(662, 289)	(648, 289)
image	LBCE		(551, 308)	(588, 310)	(587, 330)	(550, 328)
image	.		(588, 310)	(598, 310)	(597, 329)	(587, 329)
image	CHATA		(396, 721)	(450, 723)	(449, 742)	(395, 740)
image	ZAHL		(462, 724)	(510, 726)	(509, 744)	(461, 742)
image	.		(508, 725)	(517, 725)	(516, 743)	(507, 743)
image	(		(527, 726)	(538, 726)	(537, 744)	(526, 744)
image	2		(537, 726)	(550, 726)	(549, 744)	(536, 744)
image	)		(549, 727)	(559, 727)	(558, 745)	(548, 745)
image	PŘÍKOP		(395, 749)	(452, 751)	(451, 771)	(394, 769)
image	(		(468, 752)	(478, 752)	(477, 771)	(467, 771)
image	1		(477, 752)	(487, 752)	(486, 771)	(476, 771)
image	)		(486, 752)	(496, 752)	(495, 771)	(485, 771)
image	PEC		(405, 786)	(442, 787)	(441, 805)	(404, 804)
image	(		(474, 791)	(486, 791)	(486, 812)	(474, 812)
image	²		(484, 791)	(497, 791)	(497, 812)	(484, 812)
image	)		(494, 791)	(506, 791)	(506, 812)	(494, 812)
image	(		(671, 19)	(689, 20)	(687, 45)	(669, 44)
image	124		(675, 19)	(722, 23)	(720, 48)	(673, 44)
image	)		(715, 22)	(731, 23)	(729, 48)	(713, 47)
image	S.ROV		(605, 406)	(660, 408)	(659, 427)	(604, 425)
image	.		(660, 408)	(671, 408)	(670, 426)	(659, 426)
image	SID		(627, 447)	(659, 448)	(659, 467)	(627, 466)
image	188		(720, 409)	(750, 412)	(748, 431)	(718, 428)
image	m		(754, 413)	(779, 416)	(777, 434)	(752, 431)
image	-S.ROV		(671, 451)	(737, 453)	(736, 470)	(670, 468)
image	.		(738, 454)	(744, 454)	(743, 470)	(737, 470)
image	OPE		(746, 454)	(776, 455)	(775, 471)	(745, 470)
image	INT		(607, 518)	(647, 521)	(646, 538)	(606, 536)
image	JIŘHO		(692, 270)	(746, 270)	(746, 292)	(692, 292)
image	VESELTEH		(774, 270)	(865, 270)	(865, 292)	(774, 292)
image	-		(683, 418)	(700, 419)	(700, 423)	(683, 422)
image	N2		(782, 40)	(820, 41)	(820, 69)	(782, 68)
image	67/94		(838, 40)	(904, 41)	(904, 70)	(838, 69)
image	MESTO		(696, 522)	(753, 523)	(753, 541)	(696, 540)
image	PRI		(807, 230)	(834, 232)	(832, 252)	(805, 250)
image	STAVBE		(849, 234)	(904, 238)	(902, 257)	(847, 253)
image	VRSTVA		(719, 712)	(781, 717)	(780, 733)	(718, 728)
image	188		(844, 451)	(875, 457)	(871, 478)	(840, 472)
image	188		(826, 522)	(860, 522)	(860, 543)	(826, 543)
image	-		(675, 594)	(694, 594)	(693, 621)	(674, 621)
image	JAMKA		(697, 594)	(756, 596)	(755, 623)	(696, 621)
image	KŮLOVÁ		(771, 596)	(837, 598)	(836, 625)	(770, 623)
image	(		(855, 598)	(871, 598)	(870, 625)	(854, 625)
image	5		(860, 598)	(879, 598)	(878, 625)	(859, 625)
image	)		(870, 599)	(890, 600)	(889, 627)	(869, 626)
image	JAMA		(701, 626)	(750, 629)	(748, 650)	(700, 647)
image	ZÁSOBNT		(774, 631)	(850, 636)	(848, 657)	(773, 652)
image	(		(853, 637)	(865, 638)	(864, 658)	(852, 657)
image	1		(862, 637)	(873, 638)	(872, 658)	(861, 657)
image	)		(871, 638)	(883, 639)	(882, 659)	(870, 658)
image	b		(650, 624)	(666, 625)	(665, 646)	(649, 645)
image	в		(653, 660)	(665, 660)	(664, 686)	(652, 686)
image	-		(674, 660)	(689, 661)	(688, 686)	(673, 686)
image	ониазте		(698, 661)	(770, 663)	(769, 689)	(697, 687)
