IMAGE_NAME	DESCRIPTION	LANGUAGE	BBOX_1	BBOX_2	BBOX_3	BBOX_4
image	"Keramická
torza a 2 char. střepy (obr.32-36)
3 keramická torza z destrukce vnitřní hradební zdi (z nálezo-
vých situací č. 64/74, 65/74 a 139/74), 4 keramická torza z vrstvy
3 (59/74, 70/74, 72/74 a 103/74), jakož i 2 charakteristické střepy
z destrukce vnitřní hradební zdi (střep 117/74) a z vrstvy 3 (střep
141/74), které byly uloženy zvlášť, ještě zde připojuji po sestave-
ní výše uvedeného seznamu nálezů.
Přír. číslo Sonda 0,
číslo sáčku
KJ,
V.
+části
/74-59 59 2b v.3,
60 cm
/74-64
64
/74-65 65
/74-70 70
2b
DVHZ,
90-100
cm
2b
90
v.3,
10cm
nad ú-
2b DVHZ, r.995
100-120/
/130 cm
Datov.
rovní
1.fáze-
-1.fáze
9. Seznam nálezů: sonda 2a-2d
Sezóna 1974 - str. 30
10.st.
r.995
10.st.
torza
Obsah
1
torzo
(slep.ze 2
střepů) hor.
části hrnce
""ker.slav.
fáze""
(obr. 34:2)
1 torzo hrnce
Stř-MIDH (sle-
peno ze 6 stře-
pů; obr.36:1 )
1 torzo (sle-
pené ze 2 st-
řepů) horní
části hrnce
""ker.slav.
fáze""
(obr. 33:1)
1 torzo (sle-
pené ze 2 st-
řepů) horní
části hrnce
""ker.slav.
střepy
fáze""
(obr. 35:2)
0
O
0"	cs	(151, 26)	(1157, 26)	(1157, 1445)	(151, 1445)
image	Keramická		(154, 148)	(409, 147)	(409, 166)	(154, 167)
image	torza		(439, 150)	(573, 152)	(573, 168)	(439, 166)
image	a		(599, 154)	(618, 154)	(618, 168)	(599, 168)
image	2		(642, 151)	(658, 151)	(658, 168)	(642, 168)
image	char		(688, 146)	(790, 147)	(790, 175)	(688, 174)
image	.		(794, 147)	(803, 147)	(803, 174)	(794, 174)
image	střepy		(821, 147)	(982, 148)	(982, 176)	(821, 175)
image	(		(999, 149)	(1008, 149)	(1008, 176)	(999, 176)
image	obr.32-36		(1013, 148)	(1144, 149)	(1144, 177)	(1013, 176)
image	)		(1145, 150)	(1157, 150)	(1157, 177)	(1145, 177)
image	3		(248, 206)	(262, 206)	(262, 227)	(248, 227)
image	keramická		(276, 205)	(407, 206)	(407, 228)	(276, 227)
image	torza		(424, 207)	(496, 207)	(496, 228)	(424, 228)
image	z		(513, 207)	(523, 207)	(523, 228)	(513, 228)
image	destrukce		(542, 207)	(672, 208)	(672, 230)	(542, 229)
