IMAGE_NAME	DESCRIPTION	LANGUAGE	BBOX_1	BBOX_2	BBOX_3	BBOX_4
image	"35
č. neg.
51 135
Tab. 18
Sonda 2a (1974). Vpravo část jižní podezdívky budovy orientované
V-Z. V profilu patrny destrukční i stavební sutě budovy. Pohled od V.
Foto J. Justová.
36
č. neg.
51 136
Sonda 2a-2b, 2d (1974). Situace po dosažení povrchu pravěké
vrstvy 4. Vpředu kůlová jáma mladší doby hradištní, v pozadí část
jižní podezdívky budovy orientované V-Z. Pohled od SZ. Foto J.Justová.
+ č. 4 z"	cs	(156, 46)	(1176, 46)	(1176, 1497)	(156, 1497)
image	35		(943, 531)	(974, 531)	(974, 551)	(943, 551)
image	č		(899, 565)	(914, 566)	(913, 586)	(898, 585)
image	.		(917, 566)	(927, 567)	(926, 587)	(916, 586)
image	neg		(944, 567)	(989, 570)	(988, 590)	(943, 587)
image	.		(990, 570)	(998, 571)	(997, 590)	(989, 590)
image	51		(898, 589)	(930, 589)	(930, 611)	(898, 611)
image	135		(943, 589)	(990, 589)	(990, 610)	(943, 610)
image	Tab		(1019, 46)	(1071, 47)	(1071, 69)	(1019, 68)
image	.		(1075, 48)	(1080, 48)	(1080, 69)	(1075, 69)
image	18		(1094, 48)	(1122, 49)	(1122, 70)	(1094, 69)
image	Sonda		(159, 659)	(235, 659)	(235, 684)	(159, 684)
image	2a		(249, 659)	(279, 659)	(279, 684)	(249, 684)
image	(		(295, 659)	(306, 659)	(306, 684)	(295, 684)
image	1974		(309, 659)	(365, 659)	(365, 684)	(309, 684)
image	)		(369, 659)	(378, 659)	(378, 684)	(369, 684)
image	.		(387, 659)	(393, 659)	(393, 684)	(387, 684)
image	Vpravo		(410, 659)	(500, 659)	(500, 685)	(410, 685)
image	část		(516, 660)	(573, 660)	(573, 685)	(516, 685)
image	jižní		(591, 660)	(662, 660)	(662, 685)	(591, 685)
image	podezdívky		(678, 660)	(825, 661)	(825, 687)	(678, 686)
image	budovy		(840, 661)	(930, 661)	(930, 686)	(840, 686)
image	orientované		(946, 661)	(1104, 662)	(1104, 688)	(946, 687)
image	V		(158, 682)	(175, 682)	(175, 707)	(158, 707)
image	-		(175, 682)	(187, 682)	(187, 707)	(175, 707)
image	Z		(190, 682)	(204, 682)	(204, 707)	(190, 707)
image	.		(209, 682)	(216, 682)	(216, 707)	(209, 707)
image	V		(233, 682)	(250, 682)	(250, 707)	(233, 707)
image	profilu		(264, 682)	(368, 682)	(368, 707)	(264, 707)
image	patrny		(381, 682)	(472, 682)	(472, 708)	(381, 708)
image	destrukční		(486, 682)	(632, 683)	(632, 709)	(486, 708)
image	i		(649, 684)	(662, 684)	(662, 709)	(649, 709)
image	stavební		(679, 684)	(794, 684)	(794, 709)	(679, 709)
image	sutě		(812, 684)	(869, 684)	(869, 709)	(812, 709)
image	budovy		(885, 685)	(973, 685)	(973, 710)	(885, 710)
image	.		(976, 685)	(983, 685)	(983, 710)	(976, 710)
image	Pohled		(1002, 685)	(1089, 685)	(1089, 710)	(1002, 710)
image	od		(1106, 686)	(1134, 686)	(1134, 711)	(1106, 711)
image	V.		(1148, 686)	(1176, 686)	(1176, 711)	(1148, 711)
image	Foto		(162, 705)	(218, 705)	(218, 726)	(162, 726)
image	J.		(234, 705)	(254, 705)	(254, 726)	(234, 726)
image	Justová		(259, 705)	(370, 705)	(370, 726)	(259, 726)
image	.		(371, 705)	(380, 705)	(380, 726)	(371, 726)
image	36		(943, 1242)	(974, 1242)	(974, 1261)	(943, 1261)
image	č		(901, 1276)	(915, 1277)	(914, 1296)	(900, 1295)
image	.		(919, 1277)	(928, 1278)	(927, 1297)	(918, 1296)
image	neg		(946, 1279)	(991, 1282)	(990, 1301)	(945, 1298)
image	.		(992, 1282)	(1000, 1283)	(999, 1302)	(991, 1301)
image	51		(898, 1303)	(931, 1303)	(931, 1322)	(898, 1322)
image	136		(944, 1303)	(988, 1303)	(988, 1322)	(944, 1322)
image	Sonda		(157, 1383)	(233, 1383)	(233, 1411)	(157, 1411)
image	2a		(247, 1383)	(278, 1383)	(278, 1411)	(247, 1411)
image	-		(276, 1383)	(290, 1383)	(290, 1411)	(276, 1411)
image	2b		(292, 1383)	(321, 1383)	(321, 1411)	(292, 1411)
image	,		(324, 1383)	(332, 1383)	(332, 1411)	(324, 1411)
image	2d		(352, 1383)	(380, 1383)	(380, 1411)	(352, 1411)
image	(		(395, 1383)	(406, 1383)	(406, 1411)	(395, 1411)
