IMAGE_NAME	DESCRIPTION	LANGUAGE	BBOX_1	BBOX_2	BBOX_3	BBOX_4
image	"T
1
(2
Чилид
IC
3
33
||
OPEN
1
50
V
IV
IV
1
libice 24
Souda 2
Souda 2a + 2b 2. fare
Sonda 2c 1. fare.
1
24.7.
हुई
IV
сл
S
řez 4
17
LV221
12Z 3
řez 1
7. 7.0.1
za
řez 5
vrstricke velice jieune hnavošedé
мейму
• Met pinlispeen foručené pece
(do otaurova ar cervica
salma' maz.)
plemento (maramicové, na
fourchen seharui, spa'l do cervena)
(4) huava luidonda blina,
pon sena' nowy we hali
""'do teruma palie
ориву"	und	(44, 158)	(2306, 158)	(2306, 1671)	(44, 1671)
image	T		(46, 1431)	(74, 1433)	(72, 1461)	(44, 1459)
image	1		(65, 1510)	(84, 1510)	(84, 1534)	(65, 1534)
image	(		(219, 1215)	(237, 1214)	(238, 1245)	(220, 1246)
image	2		(230, 1214)	(253, 1213)	(254, 1244)	(231, 1245)
image	Чилид		(427, 1494)	(331, 1671)	(300, 1654)	(396, 1477)
image	IC		(385, 1583)	(415, 1583)	(415, 1610)	(385, 1610)
image	3		(488, 1383)	(511, 1384)	(510, 1411)	(487, 1410)
image	33		(478, 1433)	(514, 1436)	(512, 1463)	(476, 1460)
image	||		(460, 1608)	(480, 1609)	(479, 1636)	(459, 1635)
image	OPEN		(514, 1591)	(535, 1598)	(531, 1609)	(510, 1602)
image	1		(614, 971)	(636, 971)	(637, 1006)	(615, 1006)
image	50		(767, 1302)	(769, 1317)	(745, 1321)	(742, 1306)
image	V		(728, 1493)	(756, 1493)	(756, 1521)	(728, 1521)
image	IV		(767, 1390)	(800, 1389)	(801, 1416)	(768, 1417)
image	IV		(804, 1638)	(830, 1638)	(830, 1659)	(804, 1659)
image	1		(1121, 1374)	(1139, 1371)	(1143, 1393)	(1125, 1397)
image	libice		(1170, 172)	(1254, 172)	(1254, 209)	(1170, 209)
image	24		(1287, 172)	(1312, 172)	(1312, 209)	(1287, 209)
image	Souda		(1173, 229)	(1263, 231)	(1262, 262)	(1172, 260)
image	2		(1284, 232)	(1310, 233)	(1309, 262)	(1283, 262)
image	Souda		(1170, 282)	(1252, 284)	(1251, 324)	(1169, 322)
image	2a		(1275, 285)	(1315, 286)	(1314, 325)	(1274, 324)
image	+		(1324, 286)	(1341, 286)	(1340, 325)	(1323, 325)
image	2b		(1356, 286)	(1395, 287)	(1394, 327)	(1355, 326)
image	2.		(1456, 288)	(1485, 289)	(1484, 328)	(1455, 327)
image	fare		(1482, 288)	(1549, 289)	(1548, 329)	(1481, 328)
image	Sonda		(1171, 339)	(1249, 340)	(1249, 376)	(1171, 375)
image	2c		(1275, 341)	(1325, 342)	(1325, 377)	(1275, 376)
image	1.		(1383, 342)	(1409, 342)	(1409, 377)	(1383, 377)
image	fare		(1424, 342)	(1497, 343)	(1497, 379)	(1424, 378)
image	.		(1481, 343)	(1504, 343)	(1504, 378)	(1481, 378)
image	1		(1338, 358)	(1345, 358)	(1345, 370)	(1338, 370)
image	24.7		(1177, 411)	(1231, 411)	(1231, 431)	(1177, 431)
image	.		(1230, 411)	(1238, 411)	(1238, 431)	(1230, 431)
image	हुई		(1373, 1514)	(1421, 1517)	(1418, 1576)	(1370, 1573)
image	IV		(1524, 1638)	(1550, 1638)	(1550, 1659)	(1524, 1659)
image	сл		(1878, 158)	(1878, 196)	(1856, 196)	(1856, 158)
image	S		(1856, 165)	(1880, 164)	(1881, 194)	(1857, 195)
image	řez		(2099, 350)	(2137, 351)	(2137, 368)	(2099, 367)
image	4		(2143, 352)	(2159, 352)	(2159, 368)	(2143, 368)
image	17		(1825, 362)	(2238, 353)	(2243, 578)	(1830, 587)
image	LV221		(1863, 463)	(1863, 533)	(1844, 533)	(1844, 463)
image	12Z		(2013, 457)	(2013, 422)	(2028, 422)	(2028, 457)
image	3		(2013, 417)	(2013, 404)	(2027, 404)	(2027, 417)
image	řez		(2058, 504)	(2058, 539)	(2042, 539)	(2042, 504)
image	1		(2057, 545)	(2057, 555)	(2042, 555)	(2042, 545)
image	7.		(2124, 501)	(2124, 516)	(2110, 516)	(2110, 501)
image	7.0.1		(2123, 523)	(2123, 554)	(2110, 554)	(2110, 523)
image	za		(2172, 584)	(2197, 584)	(2197, 598)	(2172, 598)
image	řez		(2244, 435)	(2244, 469)	(2228, 469)	(2228, 435)
image	5		(2244, 477)	(2244, 491)	(2228, 491)	(2228, 477)
