IMAGE_NAME	DESCRIPTION	LANGUAGE	BBOX_1	BBOX_2	BBOX_3	BBOX_4
image	"7
č. neg.
51 107
Tab. 4
Pohled do sondy 2b (1974) od SV. Vpředu jižní podezdívka budovy
orientované V-Z a její destrukční suti, vzadu vnitřní příkop
opevnění. Foto J. Justova.
8
č. neg.
51 108
Sonda 2a-2c (1974). V popředí destrukční suti budovy orientované
V-Z. Stav po odstranění destrukce vnitř. hradeb. zdi, jež ponechána
na kontrol. bloku (v pozadí). Pohled od SV. Foto J. Justová."	cs	(161, 68)	(1167, 68)	(1167, 1543)	(161, 1543)
image	7		(973, 602)	(991, 602)	(991, 623)	(973, 623)
image	č		(931, 637)	(945, 638)	(944, 658)	(930, 657)
image	.		(949, 638)	(958, 639)	(957, 658)	(948, 658)
image	neg		(976, 639)	(1020, 642)	(1019, 662)	(975, 659)
image	.		(1021, 642)	(1029, 642)	(1028, 662)	(1020, 662)
image	51		(929, 662)	(963, 662)	(963, 682)	(929, 682)
image	107		(975, 662)	(1016, 663)	(1016, 684)	(975, 683)
image	Tab		(1068, 69)	(1123, 68)	(1123, 91)	(1068, 92)
image	.		(1126, 69)	(1133, 69)	(1133, 91)	(1126, 91)
image	4		(1150, 68)	(1167, 68)	(1167, 90)	(1150, 90)
image	Pohled		(161, 700)	(251, 701)	(251, 729)	(161, 728)
image	do		(267, 702)	(295, 702)	(295, 729)	(267, 729)
image	sondy		(312, 702)	(384, 703)	(384, 730)	(312, 729)
image	2b		(399, 703)	(427, 703)	(427, 730)	(399, 730)
image	(		(444, 703)	(455, 703)	(455, 730)	(444, 730)
image	1974		(459, 703)	(514, 704)	(514, 732)	(459, 731)
image	)		(519, 704)	(528, 704)	(528, 731)	(519, 731)
image	od		(549, 704)	(575, 704)	(575, 731)	(549, 731)
image	SV		(591, 705)	(620, 705)	(620, 732)	(591, 732)
image	.		(625, 705)	(631, 705)	(631, 732)	(625, 732)
image	Vpředu		(649, 705)	(739, 706)	(739, 734)	(649, 733)
image	jižní		(757, 706)	(825, 707)	(825, 735)	(757, 734)
image	podezdívka		(841, 707)	(989, 708)	(989, 736)	(841, 735)
image	budovy		(1004, 708)	(1093, 709)	(1093, 737)	(1004, 736)
image	orientované		(164, 726)	(327, 728)	(327, 754)	(164, 752)
image	V		(339, 728)	(354, 728)	(354, 753)	(339, 753)
image	-		(356, 728)	(368, 728)	(368, 753)	(356, 753)
image	Z		(369, 728)	(384, 728)	(384, 753)	(369, 753)
image	a		(401, 729)	(415, 729)	(415, 754)	(401, 754)
image	její		(431, 729)	(486, 730)	(486, 755)	(431, 754)
image	destrukční		(504, 729)	(648, 730)	(648, 756)	(504, 755)
image	suti		(667, 731)	(723, 732)	(723, 758)	(667, 757)
image	,		(728, 732)	(733, 732)	(733, 757)	(728, 757)
image	vzadu		(752, 731)	(827, 732)	(827, 758)	(752, 757)
image	vnitřní		(841, 732)	(944, 733)	(944, 759)	(841, 758)
image	příkop		(960, 733)	(1048, 734)	(1048, 760)	(960, 759)
image	opevnění		(164, 751)	(281, 751)	(281, 776)	(164, 776)
image	.		(286, 751)	(293, 751)	(293, 776)	(286, 776)
image	Foto		(316, 751)	(366, 751)	(366, 776)	(316, 776)
image	J.		(377, 751)	(398, 751)	(398, 776)	(377, 776)
image	Justova		(403, 751)	(508, 751)	(508, 776)	(403, 776)
image	.		(509, 751)	(517, 751)	(517, 776)	(509, 776)
image	8		(975, 1338)	(993, 1338)	(993, 1355)	(975, 1355)
image	č		(934, 1372)	(948, 1373)	(946, 1391)	(933, 1390)
image	.		(952, 1373)	(962, 1374)	(960, 1392)	(951, 1391)
image	neg		(978, 1375)	(1021, 1379)	(1019, 1396)	(977, 1393)
image	.		(1025, 1379)	(1033, 1380)	(1032, 1398)	(1024, 1397)
image	51		(932, 1396)	(962, 1396)	(962, 1418)	(932, 1418)
image	108		(977, 1395)	(1020, 1394)	(1020, 1416)	(977, 1417)
image	Sonda		(173, 1463)	(249, 1464)	(249, 1489)	(173, 1488)
image	2a		(262, 1463)	(293, 1463)	(293, 1488)	(262, 1488)
image	-		(291, 1463)	(306, 1463)	(306, 1488)	(291, 1488)
image	2c		(307, 1463)	(334, 1463)	(334, 1488)	(307, 1488)
image	(		(350, 1464)	(362, 1464)	(362, 1489)	(350, 1489)
image	1974		(366, 1464)	(421, 1464)	(421, 1489)	(366, 1489)
image	)		(426, 1464)	(436, 1464)	(436, 1489)	(426, 1489)
image	.		(444, 1464)	(451, 1464)	(451, 1489)	(444, 1489)
image	V		(469, 1464)	(484, 1464)	(484, 1489)	(469, 1489)
image	popředí		(498, 1464)	(601, 1465)	(601, 1491)	(498, 1490)
image	destrukční		(617, 1465)	(764, 1466)	(764, 1492)	(617, 1491)
image	suti		(782, 1467)	(837, 1467)	(837, 1492)	(782, 1492)
image	budovy		(854, 1467)	(943, 1468)	(943, 1494)	(854, 1493)
image	orientované		(958, 1467)	(1117, 1468)	(1117, 1494)	(958, 1493)
image	V		(162, 1486)	(180, 1486)	(180, 1512)	(162, 1512)
image	-		(178, 1486)	(192, 1486)	(192, 1512)	(178, 1512)
image	Z		(194, 1486)	(209, 1486)	(209, 1512)	(194, 1512)
image	.		(214, 1486)	(222, 1486)	(222, 1512)	(214, 1512)
image	Stav		(239, 1486)	(296, 1487)	(296, 1514)	(239, 1513)
image	po		(312, 1487)	(342, 1487)	(342, 1513)	(312, 1513)
image	odstranění		(358, 1487)	(507, 1488)	(507, 1515)	(358, 1514)
image	destrukce		(519, 1489)	(651, 1490)	(651, 1516)	(519, 1515)
image	vnitř		(666, 1490)	(741, 1491)	(741, 1518)	(666, 1517)
image	.		(746, 1491)	(752, 1491)	(752, 1517)	(746, 1517)
image	hradeb		(771, 1491)	(858, 1492)	(858, 1519)	(771, 1518)
image	.		(863, 1492)	(869, 1492)	(869, 1518)	(863, 1518)
image	zdi		(890, 1493)	(933, 1493)	(933, 1519)	(890, 1519)
image	,		(936, 1493)	(944, 1493)	(944, 1519)	(936, 1519)
image	jež		(965, 1493)	(1006, 1493)	(1006, 1520)	(965, 1520)
image	ponechána		(1022, 1493)	(1154, 1494)	(1154, 1521)	(1022, 1520)
image	na		(164, 1511)	(194, 1511)	(194, 1536)	(164, 1536)
image	kontrol		(208, 1510)	(313, 1511)	(313, 1537)	(208, 1536)
image	.		(314, 1511)	(323, 1511)	(323, 1536)	(314, 1536)
image	bloku		(342, 1512)	(416, 1512)	(416, 1537)	(342, 1537)
image	(		(431, 1512)	(441, 1512)	(441, 1537)	(431, 1537)
image	v		(445, 1512)	(459, 1512)	(459, 1537)	(445, 1537)
image	pozadí		(475, 1512)	(563, 1513)	(563, 1539)	(475, 1538)
image	)		(566, 1513)	(575, 1513)	(575, 1538)	(566, 1538)
image	.		(582, 1513)	(588, 1513)	(588, 1538)	(582, 1538)
image	Pohled		(607, 1513)	(696, 1514)	(696, 1540)	(607, 1539)
image	od		(713, 1514)	(740, 1514)	(740, 1539)	(713, 1539)
image	SV		(757, 1514)	(785, 1514)	(785, 1539)	(757, 1539)
image	.		(790, 1514)	(796, 1514)	(796, 1539)	(790, 1539)
image	Foto		(825, 1514)	(881, 1514)	(881, 1540)	(825, 1540)
image	J.		(895, 1515)	(919, 1515)	(919, 1540)	(895, 1540)
image	Justová		(926, 1515)	(1026, 1516)	(1026, 1542)	(926, 1541)
image	.		(1025, 1516)	(1034, 1516)	(1034, 1541)	(1025, 1541)
