IMAGE_NAME	DESCRIPTION	LANGUAGE	BBOX_1	BBOX_2	BBOX_3	BBOX_4
image	"Tab. 11
40
21
č. neg.
51 121
Sonda 2b (1974). Část jižní podezdívky budovy orientované
V-Z a část vyzděného kanálku v interiéru budovy. Stav po
sejmutí vrstvy 10. století. Pohled od SV. Foto J. Justova.
22
č. neg.
51 122
Sonda 2a-2c (1974). Jižní podezdívka budovy orientované V-Z
a zbytky jejích destrukčních sutí. Vzadu vnitřní příkop a
kontrolní blok se sutí vnitřní hradební zdi. Pohled od VJV.
Foto J. Justová."	cs	(171, 53)	(1087, 53)	(1087, 1536)	(171, 1536)
image	Tab		(991, 56)	(1039, 55)	(1040, 78)	(992, 79)
image	.		(1041, 55)	(1046, 55)	(1047, 77)	(1042, 77)
image	11		(1056, 54)	(1086, 53)	(1087, 76)	(1057, 77)
image	40		(341, 1139)	(524, 995)	(553, 1031)	(370, 1176)
image	21		(954, 565)	(984, 565)	(984, 582)	(954, 582)
image	č		(925, 597)	(940, 598)	(939, 619)	(924, 618)
image	.		(943, 598)	(953, 599)	(952, 620)	(942, 619)
image	neg		(969, 599)	(1015, 602)	(1014, 623)	(968, 620)
image	.		(1017, 602)	(1024, 602)	(1023, 623)	(1016, 623)
image	51		(925, 622)	(956, 622)	(956, 645)	(925, 645)
image	121		(969, 622)	(1014, 622)	(1014, 644)	(969, 644)
image	Sonda		(173, 682)	(249, 682)	(249, 708)	(173, 708)
image	2b		(262, 682)	(291, 682)	(291, 708)	(262, 708)
image	(		(307, 682)	(318, 682)	(318, 708)	(307, 708)
image	1974		(321, 682)	(378, 682)	(378, 708)	(321, 708)
image	)		(382, 682)	(392, 682)	(392, 708)	(382, 708)
image	.		(399, 682)	(405, 682)	(405, 708)	(399, 708)
image	Část		(424, 682)	(483, 682)	(483, 708)	(424, 708)
image	jižní		(501, 682)	(571, 682)	(571, 708)	(501, 708)
image	podezdívky		(586, 682)	(736, 682)	(736, 708)	(586, 708)
image	budovy		(749, 682)	(839, 682)	(839, 708)	(749, 708)
image	orientované		(854, 682)	(1014, 682)	(1014, 708)	(854, 708)
image	V		(171, 707)	(188, 707)	(188, 733)	(171, 733)
image	-		(188, 707)	(202, 707)	(202, 733)	(188, 733)
image	Z		(203, 707)	(217, 707)	(217, 733)	(203, 733)
image	a		(234, 707)	(248, 707)	(248, 733)	(234, 733)
image	část		(262, 707)	(320, 707)	(320, 733)	(262, 733)
