IMAGE_NAME	DESCRIPTION	LANGUAGE	BBOX_1	BBOX_2	BBOX_3	BBOX_4
image	"Tab. 30
58
č. neg.
81 264
Sonda 2a 2c (1974). V popředí sonda 2a+2b ve 4.fázi výzkumu,
vzadu VJV okraj sondy 2c ve 3.fázi. Od Vk Z probíhá základ
jižní podezdívky pravděpodobného kněžského domu z 10. století.
Vpravo část vyzděného odvodního kanálku, vlevo okraj vnitřního
příkopu a sokl s destrukcí vnitřní hradební zdi (z 28.9.995).
Pohled od V. Foto: M.Šimana - J.Tájek."	cs	(169, 24)	(1130, 24)	(1130, 805)	(169, 805)
image	Tab		(1026, 25)	(1070, 26)	(1070, 44)	(1026, 43)
image	.		(1074, 25)	(1081, 25)	(1081, 43)	(1074, 43)
image	30		(1100, 26)	(1130, 26)	(1130, 44)	(1100, 44)
image	58		(983, 507)	(1016, 507)	(1016, 525)	(983, 525)
image	č		(956, 542)	(969, 543)	(968, 560)	(955, 559)
image	.		(973, 542)	(982, 542)	(981, 559)	(972, 559)
image	neg		(999, 543)	(1044, 545)	(1043, 563)	(998, 561)
image	.		(1047, 545)	(1056, 545)	(1055, 562)	(1046, 562)
image	81		(956, 566)	(984, 566)	(984, 583)	(956, 583)
image	264		(999, 566)	(1043, 566)	(1043, 583)	(999, 583)
image	Sonda		(169, 661)	(247, 661)	(247, 685)	(169, 685)
image	2a		(259, 661)	(291, 661)	(291, 685)	(259, 685)
image	2c		(333, 661)	(362, 661)	(362, 685)	(333, 685)
image	(		(382, 661)	(391, 661)	(391, 685)	(382, 685)
image	1974		(393, 661)	(451, 661)	(451, 685)	(393, 685)
image	)		(455, 661)	(464, 661)	(464, 685)	(455, 685)
image	.		(471, 661)	(478, 661)	(478, 685)	(471, 685)
image	V		(496, 661)	(510, 661)	(510, 685)	(496, 685)
image	popředí		(528, 661)	(629, 661)	(629, 685)	(528, 685)
image	sonda		(646, 661)	(719, 661)	(719, 685)	(646, 685)
image	2a		(734, 661)	(764, 661)	(764, 685)	(734, 685)
image	+		(764, 661)	(777, 661)	(777, 685)	(764, 685)
image	2b		(779, 661)	(807, 661)	(807, 685)	(779, 685)
image	ve		(822, 661)	(849, 661)	(849, 685)	(822, 685)
image	4.fázi		(865, 661)	(955, 661)	(955, 685)	(865, 685)
image	výzkumu		(969, 661)	(1074, 661)	(1074, 685)	(969, 685)
image	,		(1077, 661)	(1085, 661)	(1085, 685)	(1077, 685)
image	vzadu		(170, 685)	(245, 685)	(245, 710)	(170, 710)
image	VJV		(259, 685)	(304, 685)	(304, 710)	(259, 710)
image	okraj		(320, 685)	(392, 685)	(392, 710)	(320, 710)
image	sondy		(410, 685)	(481, 685)	(481, 710)	(410, 710)
image	2c		(498, 685)	(526, 685)	(526, 710)	(498, 710)
image	ve		(541, 685)	(569, 685)	(569, 710)	(541, 710)
image	3.fázi		(586, 685)	(672, 685)	(672, 710)	(586, 710)
image	.		(677, 685)	(685, 685)	(685, 710)	(677, 710)
image	Od		(704, 685)	(733, 685)	(733, 710)	(704, 710)
image	Vk		(749, 685)	(792, 685)	(792, 710)	(749, 710)
image	Z		(808, 685)	(821, 685)	(821, 710)	(808, 710)
image	probíhá		(838, 685)	(941, 685)	(941, 710)	(838, 710)
image	základ		(957, 685)	(1043, 685)	(1043, 710)	(957, 710)
image	jižní		(174, 709)	(245, 709)	(245, 733)	(174, 733)
image	podezdívky		(260, 709)	(408, 709)	(408, 733)	(260, 733)
image	pravděpodobného		(423, 709)	(644, 709)	(644, 733)	(423, 733)
image	kněžského		(659, 709)	(791, 709)	(791, 733)	(659, 733)
image	domu		(808, 709)	(866, 709)	(866, 733)	(808, 733)
image	z		(883, 709)	(895, 709)	(895, 733)	(883, 733)
image	10.		(910, 709)	(951, 709)	(951, 733)	(910, 733)
image	století		(956, 709)	(1058, 709)	(1058, 733)	(956, 733)
image	.		(1059, 709)	(1070, 709)	(1070, 733)	(1059, 733)
image	Vpravo		(170, 733)	(260, 733)	(260, 757)	(170, 757)
image	část		(276, 733)	(332, 733)	(332, 757)	(276, 757)
image	vyzděného		(348, 733)	(481, 733)	(481, 757)	(348, 757)
image	odvodního		(499, 733)	(627, 733)	(627, 757)	(499, 757)
image	kanálku		(645, 733)	(748, 733)	(748, 757)	(645, 757)
image	,		(753, 733)	(759, 733)	(759, 757)	(753, 757)
image	vlevo		(777, 733)	(851, 733)	(851, 757)	(777, 757)
image	okraj		(867, 733)	(939, 733)	(939, 757)	(867, 757)
image	vnitřního		(955, 733)	(1087, 733)	(1087, 757)	(955, 757)
image	příkopu		(172, 755)	(274, 755)	(274, 781)	(172, 781)
image	a		(292, 755)	(306, 755)	(306, 781)	(292, 781)
image	sokl		(321, 755)	(377, 755)	(377, 781)	(321, 781)
image	s		(396, 755)	(407, 755)	(407, 781)	(396, 781)
image	destrukcí		(424, 755)	(555, 755)	(555, 781)	(424, 781)
image	vnitřní		(570, 755)	(674, 755)	(674, 781)	(570, 781)
image	hradební		(690, 755)	(806, 755)	(806, 781)	(690, 781)
image	zdi		(824, 755)	(865, 755)	(865, 781)	(824, 781)
image	(		(884, 755)	(895, 755)	(895, 781)	(884, 781)
image	z		(897, 755)	(910, 755)	(910, 781)	(897, 781)
image	28.9.995		(924, 755)	(1043, 755)	(1043, 781)	(924, 781)
image	)		(1046, 755)	(1057, 755)	(1057, 781)	(1046, 781)
image	.		(1059, 755)	(1069, 755)	(1069, 781)	(1059, 781)
image	Pohled		(171, 778)	(259, 778)	(259, 805)	(171, 805)
image	od		(276, 778)	(304, 778)	(304, 805)	(276, 805)
image	V.		(318, 778)	(346, 778)	(346, 805)	(318, 805)
image	Foto		(365, 778)	(421, 778)	(421, 805)	(365, 805)
image	:		(428, 778)	(434, 778)	(434, 805)	(428, 805)
image	M.Šimana		(452, 778)	(570, 778)	(570, 805)	(452, 805)
image	-		(586, 778)	(600, 778)	(600, 805)	(586, 805)
image	J.Tájek		(614, 778)	(720, 778)	(720, 805)	(614, 805)
image	.		(720, 778)	(731, 778)	(731, 805)	(720, 805)
