IMAGE_NAME	DESCRIPTION	LANGUAGE	BBOX_1	BBOX_2	BBOX_3	BBOX_4
image	"0
185/74
91/74
3cm
90/74
110/74
?
85/74
90/742
91/742
92/742
110/74
90/74
110/74
Obr. 3
1a
1b
2
Sonda 2c (1974). 1 - železný stilus, č. 89/74 (a - pohled
ze strany, b - pohled zepředu); 2- keramické aquamanile
3.část obrazové dokumentace: kresebná rekonstrukce aquamanile,
pohled na zvířátko ze zadu. Kresba: V.Žižková."	cs	(172, 37)	(1122, 37)	(1122, 1538)	(172, 1538)
image	0		(220, 505)	(233, 505)	(233, 519)	(220, 519)
image	185/74		(177, 859)	(267, 873)	(262, 902)	(172, 889)
image	91/74		(268, 942)	(325, 941)	(325, 968)	(268, 969)
image	3cm		(388, 502)	(424, 504)	(423, 521)	(387, 519)
image	90/74		(357, 847)	(418, 847)	(418, 874)	(357, 874)
image	110/74		(384, 1225)	(456, 1228)	(455, 1256)	(383, 1253)
image	?		(562, 625)	(576, 626)	(575, 649)	(561, 648)
image	85/74		(699, 704)	(763, 704)	(763, 730)	(699, 730)
image	90/742		(632, 1295)	(696, 1296)	(696, 1317)	(632, 1316)
image	91/742		(632, 1320)	(699, 1320)	(699, 1342)	(632, 1342)
image	92/742		(631, 1344)	(704, 1342)	(705, 1367)	(632, 1369)
image	110/74		(778, 883)	(846, 882)	(846, 906)	(778, 907)
image	90/74		(790, 1025)	(853, 1027)	(852, 1053)	(789, 1051)
image	110/74		(761, 1182)	(828, 1181)	(828, 1208)	(761, 1209)
image	Obr		(1000, 37)	(1043, 38)	(1042, 58)	(999, 57)
image	.		(1048, 39)	(1057, 39)	(1056, 58)	(1047, 58)
image	3		(1075, 40)	(1090, 40)	(1089, 59)	(1074, 59)
image	1a		(980, 248)	(1018, 249)	(1018, 273)	(980, 272)
image	1b		(981, 405)	(1016, 404)	(1017, 432)	(982, 433)
image	2		(1008, 1308)	(1032, 1308)	(1032, 1333)	(1008, 1333)
image	Sonda		(207, 1441)	(282, 1441)	(282, 1466)	(207, 1466)
image	2c		(297, 1441)	(324, 1441)	(324, 1466)	(297, 1466)
image	(		(345, 1441)	(355, 1441)	(355, 1466)	(345, 1466)
image	1974		(355, 1441)	(413, 1441)	(413, 1466)	(355, 1466)
image	)		(418, 1441)	(427, 1441)	(427, 1466)	(418, 1466)
image	.		(433, 1441)	(440, 1441)	(440, 1466)	(433, 1466)
image	1		(474, 1441)	(488, 1441)	(488, 1466)	(474, 1466)
image	-		(505, 1441)	(519, 1441)	(519, 1466)	(505, 1466)
image	železný		(534, 1441)	(635, 1441)	(635, 1466)	(534, 1466)
image	stilus		(652, 1441)	(738, 1441)	(738, 1466)	(652, 1466)
image	,		(745, 1441)	(752, 1441)	(752, 1466)	(745, 1466)
image	č		(770, 1441)	(782, 1441)	(782, 1466)	(770, 1466)
image	.		(787, 1441)	(795, 1441)	(795, 1466)	(787, 1466)
image	89/74		(814, 1441)	(887, 1441)	(887, 1466)	(814, 1466)
image	(		(905, 1441)	(915, 1441)	(915, 1466)	(905, 1466)
image	a		(918, 1441)	(932, 1441)	(932, 1466)	(918, 1466)
image	-		(947, 1441)	(961, 1441)	(961, 1466)	(947, 1466)
image	pohled		(977, 1441)	(1064, 1441)	(1064, 1466)	(977, 1466)
image	ze		(209, 1468)	(236, 1468)	(236, 1493)	(209, 1493)
image	strany		(253, 1468)	(339, 1468)	(339, 1492)	(253, 1492)
image	,		(345, 1468)	(351, 1468)	(351, 1492)	(345, 1492)
image	b		(386, 1467)	(400, 1467)	(400, 1491)	(386, 1491)
image	-		(415, 1467)	(429, 1467)	(429, 1491)	(415, 1491)
image	pohled		(445, 1467)	(531, 1467)	(531, 1491)	(445, 1491)
image	zepředu		(549, 1466)	(649, 1465)	(649, 1490)	(549, 1491)
image	)		(655, 1466)	(663, 1466)	(663, 1490)	(655, 1490)
image	;		(668, 1466)	(675, 1466)	(675, 1490)	(668, 1490)
image	2-		(709, 1465)	(753, 1465)	(753, 1490)	(709, 1490)
image	keramické		(768, 1465)	(899, 1464)	(899, 1489)	(768, 1490)
image	aquamanile		(917, 1464)	(1064, 1463)	(1064, 1488)	(917, 1489)
image	3.část		(208, 1486)	(296, 1486)	(296, 1514)	(208, 1514)
image	obrazové		(314, 1486)	(428, 1486)	(428, 1514)	(314, 1514)
image	dokumentace		(445, 1486)	(605, 1486)	(605, 1514)	(445, 1514)
image	:		(612, 1486)	(619, 1486)	(619, 1514)	(612, 1514)
image	kresebná		(637, 1486)	(755, 1486)	(755, 1514)	(637, 1514)
image	rekonstrukce		(770, 1486)	(945, 1486)	(945, 1514)	(770, 1514)
image	aquamanile		(963, 1486)	(1109, 1486)	(1109, 1514)	(963, 1514)
image	,		(1114, 1486)	(1122, 1486)	(1122, 1514)	(1114, 1514)
image	pohled		(209, 1516)	(295, 1515)	(295, 1537)	(209, 1538)
image	na		(312, 1515)	(340, 1515)	(340, 1537)	(312, 1537)
image	zvířátko		(357, 1515)	(472, 1514)	(472, 1536)	(357, 1537)
image	ze		(491, 1514)	(516, 1514)	(516, 1535)	(491, 1535)
image	zadu		(519, 1513)	(577, 1512)	(577, 1534)	(519, 1535)
image	.		(580, 1513)	(590, 1513)	(590, 1534)	(580, 1534)
image	Kresba		(622, 1512)	(710, 1512)	(710, 1534)	(622, 1534)
image	:		(714, 1512)	(722, 1512)	(722, 1534)	(714, 1534)
image	V.Žižková		(739, 1512)	(872, 1512)	(872, 1534)	(739, 1534)
image	.		(876, 1512)	(884, 1512)	(884, 1534)	(876, 1534)
