IMAGE_NAME	DESCRIPTION	LANGUAGE	BBOX_1	BBOX_2	BBOX_3	BBOX_4
image	"L 126/74
1
Ⓒ. neg. All 82.014
L 65/74
I. neg. Al 81986
3
d
Obr. 26
.meg.
ㅅ
L62/74 2
AU 81985
4
L 60/74
E. neg. All 81984
Sonda 2b (1974). 1 vrstva 3 z 10.stol., střep libické pro-
venience rázu starší doby hradištní (nálezová situace 126/74);
2 rozhraní vrstvy 3 z 10.stol. a vrstvy 2 z doby po r.995,
přepálený střep libické provenience (nálezová situace 62/74);
3 4 destrukce vnitřní hradební zdi z 28.9.995, 2 přepálené
střepy zjevně libické provenience (obr. 26:3- nálezová situ-
ace 65/74; obr. 26:4 nálezová situace 60/74). Správné po-
stavení střepů ukazují šipky se základnou vyznačující vodorov-
mu rovinu (horní část každého střepu udává směr šipky).
Foto V. Jilková."	cs	(186, 31)	(1126, 31)	(1126, 1654)	(186, 1654)
image	L		(460, 146)	(489, 147)	(487, 187)	(458, 186)
image	126/74		(492, 147)	(595, 152)	(593, 192)	(490, 187)
image	1		(532, 627)	(555, 627)	(555, 660)	(532, 660)
image	Ⓒ		(343, 693)	(359, 692)	(360, 718)	(344, 719)
image	.		(359, 692)	(369, 692)	(370, 718)	(360, 718)
image	neg		(374, 691)	(411, 689)	(412, 715)	(375, 717)
image	.		(411, 689)	(421, 689)	(422, 715)	(412, 715)
image	All		(428, 689)	(462, 687)	(463, 713)	(429, 715)
image	82.014		(474, 686)	(554, 682)	(555, 709)	(475, 713)
image	L		(321, 1275)	(341, 1274)	(343, 1309)	(323, 1310)
image	65/74		(349, 1273)	(447, 1268)	(449, 1304)	(351, 1309)
image	I.		(245, 1320)	(268, 1320)	(269, 1348)	(246, 1348)
image	neg		(273, 1319)	(313, 1318)	(314, 1346)	(274, 1347)
image	.		(312, 1319)	(321, 1319)	(322, 1346)	(313, 1346)
image	Al		(328, 1319)	(362, 1318)	(363, 1345)	(329, 1346)
image	81986		(377, 1318)	(456, 1316)	(457, 1343)	(378, 1345)
image	3		(483, 1250)	(510, 1250)	(511, 1285)	(484, 1285)
image	d		(860, 642)	(873, 642)	(873, 658)	(860, 658)
image	Obr		(1025, 31)	(1066, 31)	(1066, 48)	(1025, 48)
image	.		(1071, 31)	(1080, 31)	(1080, 48)	(1071, 48)
image	26		(1097, 31)	(1126, 31)	(1126, 48)	(1097, 48)
image	.meg		(877, 647)	(921, 647)	(921, 668)	(877, 668)
image	.		(919, 647)	(929, 647)	(929, 668)	(919, 668)
image	ㅅ		(965, 178)	(1030, 207)	(1004, 265)	(939, 236)
image	L62		(906, 589)	(965, 585)	(968, 628)	(909, 632)
image	/		(966, 584)	(981, 583)	(984, 626)	(969, 627)
image	74		(981, 583)	(1018, 580)	(1021, 623)	(984, 626)
image	2		(1044, 578)	(1073, 576)	(1076, 619)	(1047, 621)
image	AU		(939, 641)	(968, 642)	(968, 661)	(939, 660)
image	81985		(984, 641)	(1055, 642)	(1055, 662)	(984, 661)
image	4		(1042, 1248)	(1071, 1247)	(1072, 1286)	(1043, 1287)
image	L		(859, 1286)	(878, 1285)	(880, 1315)	(861, 1316)
image	60/74		(885, 1284)	(972, 1279)	(974, 1309)	(887, 1314)
image	E.		(852, 1322)	(874, 1321)	(875, 1351)	(853, 1352)
