IMAGE_NAME	DESCRIPTION	LANGUAGE	BBOX_1	BBOX_2	BBOX_3	BBOX_4
image	"NAL:
A- KERAMIKA.
B-
с
B
PŘESLENT, A KVAMANILE (X)
KOSTI ZV
ZLONKY (XXX), ŠIDLA (X)
B - KÁMEN - ZLOMKY ŽERNOVŮ (X),
B - HLINA - PRESCENT (X)
B
MAZANICE
8
онику
B
STRUSKA
8 - ŽELEZO - NŮŽKY, NOŽE, PUDKOVA, ŠIDĒLKO (X)
B
- KERAMIKA
-
-
- ZLOMKY
Verz:
-
(xx)
(****)
(XX)
LIBICE
BROUSKY (X)"	cs	(311, 32)	(837, 32)	(837, 651)	(311, 651)
image	NAL		(316, 35)	(353, 36)	(352, 57)	(315, 56)
image	:		(364, 37)	(375, 37)	(374, 57)	(363, 57)
image	A-		(319, 78)	(355, 77)	(355, 99)	(319, 100)
image	KERAMIKA		(373, 77)	(459, 75)	(459, 97)	(373, 99)
image	.		(464, 75)	(470, 75)	(470, 96)	(464, 96)
image	B		(320, 118)	(336, 117)	(337, 139)	(321, 140)
image	с		(322, 158)	(328, 158)	(329, 181)	(323, 181)
image	B		(322, 202)	(337, 202)	(337, 224)	(322, 224)
image	PŘESLENT		(508, 190)	(595, 190)	(595, 220)	(508, 220)
image	,		(588, 190)	(598, 190)	(598, 220)	(588, 220)
image	A		(607, 190)	(624, 190)	(624, 220)	(607, 220)
image	KVAMANILE		(625, 190)	(726, 190)	(726, 220)	(625, 220)
image	(		(743, 190)	(756, 190)	(756, 220)	(743, 220)
image	X		(752, 190)	(770, 190)	(770, 220)	(752, 220)
image	)		(771, 190)	(784, 190)	(784, 220)	(771, 220)
image	KOSTI		(375, 247)	(419, 247)	(419, 265)	(375, 265)
image	ZV		(436, 247)	(461, 247)	(461, 265)	(436, 265)
image	ZLONKY		(499, 244)	(562, 239)	(564, 265)	(501, 270)
image	(		(575, 239)	(588, 238)	(590, 263)	(577, 264)
image	XXX		(586, 238)	(629, 235)	(631, 260)	(588, 263)
image	)		(624, 235)	(635, 234)	(637, 259)	(626, 260)
image	,		(629, 234)	(638, 233)	(640, 258)	(631, 259)
image	ŠIDLA		(654, 232)	(696, 229)	(698, 255)	(656, 258)
image	(		(707, 228)	(717, 227)	(719, 252)	(709, 253)
image	X		(717, 228)	(734, 227)	(736, 252)	(719, 253)
image	)		(734, 226)	(745, 225)	(747, 250)	(736, 251)
image	B		(324, 280)	(340, 279)	(341, 310)	(325, 311)
image	-		(352, 279)	(369, 278)	(370, 309)	(353, 310)
image	KÁMEN		(372, 277)	(441, 275)	(442, 307)	(373, 309)
image	-		(452, 275)	(474, 274)	(475, 305)	(453, 306)
image	ZLOMKY		(489, 273)	(554, 271)	(555, 303)	(490, 305)
image	ŽERNOVŮ		(577, 270)	(656, 267)	(657, 299)	(578, 302)
image	(		(667, 268)	(680, 268)	(681, 299)	(668, 299)
image	X		(675, 267)	(693, 266)	(694, 297)	(676, 298)
image	)		(691, 267)	(704, 267)	(705, 298)	(692, 298)
image	,		(700, 267)	(711, 267)	(712, 298)	(701, 298)
image	B		(324, 321)	(340, 320)	(341, 346)	(325, 347)
image	-		(349, 319)	(368, 318)	(369, 344)	(350, 345)
image	HLINA		(374, 318)	(424, 316)	(425, 343)	(375, 345)
image	-		(431, 316)	(450, 315)	(451, 341)	(432, 342)
image	PRESCENT		(459, 314)	(546, 310)	(547, 337)	(460, 341)
image	(		(557, 310)	(571, 309)	(572, 335)	(558, 336)
image	X		(570, 310)	(586, 309)	(587, 335)	(571, 336)
image	)		(583, 309)	(595, 308)	(596, 334)	(584, 335)
image	B		(324, 365)	(339, 365)	(340, 383)	(325, 383)
image	MAZANICE		(383, 361)	(471, 355)	(472, 375)	(384, 381)
