IMAGE_NAME	DESCRIPTION	LANGUAGE	BBOX_1	BBOX_2	BBOX_3	BBOX_4
image	"časový
horizont
doba kolem
roku 900
pravěk,
lužická kultura
vrstva, objekt,
kůlová jamka
kůlová jamka 5
- 57 -
rozhraní vrstvy 3
a vrstvy 4
vrstva 4
interpretace
strana
textu
34,
52 - 53
54
9 - 10,
54"	cs	(87, 45)	(1077, 45)	(1077, 498)	(87, 498)
image	časový		(87, 177)	(176, 177)	(176, 198)	(87, 198)
image	horizont		(88, 201)	(206, 202)	(206, 218)	(88, 217)
image	doba		(88, 342)	(143, 343)	(143, 362)	(88, 361)
image	kolem		(163, 344)	(235, 345)	(235, 363)	(163, 362)
image	roku		(89, 370)	(144, 370)	(144, 385)	(89, 385)
image	900		(162, 370)	(206, 370)	(206, 385)	(162, 385)
image	pravěk		(87, 441)	(175, 440)	(175, 461)	(87, 462)
image	,		(179, 441)	(186, 441)	(186, 461)	(179, 461)
image	lužická		(87, 465)	(188, 466)	(188, 483)	(87, 482)
image	kultura		(206, 465)	(306, 466)	(306, 484)	(206, 483)
image	vrstva		(338, 179)	(426, 179)	(426, 199)	(338, 199)
image	,		(433, 179)	(440, 179)	(440, 199)	(433, 199)
image	objekt		(459, 179)	(545, 179)	(545, 199)	(459, 199)
image	,		(551, 179)	(559, 179)	(559, 199)	(551, 199)
image	kůlová		(340, 198)	(426, 200)	(425, 222)	(339, 220)
image	jamka		(443, 201)	(515, 203)	(514, 224)	(442, 222)
image	kůlová		(340, 271)	(425, 272)	(425, 294)	(340, 293)
image	jamka		(443, 273)	(515, 274)	(515, 295)	(443, 294)
image	5		(530, 274)	(545, 274)	(545, 295)	(530, 295)
image	-		(550, 45)	(565, 45)	(565, 58)	(550, 58)
image	57		(577, 45)	(605, 45)	(605, 58)	(577, 58)
image	-		(623, 45)	(638, 45)	(638, 58)	(623, 58)
image	rozhraní		(341, 341)	(455, 344)	(454, 367)	(340, 364)
image	vrstvy		(471, 345)	(562, 347)	(561, 369)	(470, 367)
image	3		(576, 348)	(591, 348)	(590, 370)	(575, 370)
image	a		(338, 372)	(352, 372)	(352, 390)	(338, 390)
image	vrstvy		(368, 371)	(456, 372)	(456, 391)	(368, 390)
image	4		(467, 373)	(484, 373)	(484, 391)	(467, 391)
image	vrstva		(338, 456)	(423, 457)	(423, 471)	(338, 470)
image	4		(440, 457)	(454, 457)	(454, 470)	(440, 470)
image	interpretace		(713, 181)	(887, 182)	(887, 202)	(713, 201)
image	strana		(993, 184)	(1077, 185)	(1077, 199)	(993, 198)
image	textu		(993, 208)	(1064, 208)	(1064, 223)	(993, 223)
image	34		(961, 256)	(990, 256)	(990, 277)	(961, 277)
image	,		(993, 256)	(1002, 256)	(1002, 277)	(993, 277)
image	52		(960, 281)	(990, 281)	(990, 298)	(960, 298)
image	-		(1004, 281)	(1021, 281)	(1021, 298)	(1004, 298)
image	53		(1035, 281)	(1066, 281)	(1066, 298)	(1035, 298)
image	54		(959, 346)	(989, 346)	(989, 365)	(959, 365)
image	9		(961, 451)	(976, 452)	(975, 473)	(960, 472)
image	-		(990, 452)	(1006, 453)	(1005, 474)	(989, 473)
image	10		(1019, 453)	(1050, 454)	(1049, 475)	(1018, 474)
image	,		(1052, 454)	(1061, 454)	(1060, 475)	(1051, 475)
image	54		(959, 478)	(989, 478)	(989, 496)	(959, 496)
