IMAGE_NAME	DESCRIPTION	LANGUAGE	BBOX_1	BBOX_2	BBOX_3	BBOX_4
image	"Přír. Číslo Sonda 0,
číslo sáčku
KJ,
/74-125 125
/74-126 126
/74-127 127
/74-128 128
2b
2b
2d
2c
/74-129 129 2b
/74-130 130 2a+2b
V.
+části
V.3,
úroveň
1.fáze-
-20cm
níže
V.3,
20-40
cm pod
úrovní
1.fáze
Datov.
O VIII, po
nade
dnem
jámy
78
10.st. 0
10.st.
roce
995
v. 3,
povrch
na vnitř.
svahu
příkopu
V.3,
cca 40 cm
pod úrov
ní 2fáze
9. Seznam nále zů: Sonda 2a-2a
Se zona 1974 str. 18
8216 střepů z předchozí strany
v.3,
v interi-
éru kněž.
domu /úro-
veň 1.fáze-
-povrch v.4/
Obsah
nád. střepy
10.st.
-M1DH
22 MIH
31DH
celkem 64 střepů
10.st. 0
2 luž.
1 StDHⒸ
7 StřDH
105 Stř-
-M1DH
40 M1DH
147 DH
celkem 302 střepů
0
1 luž.
2 StřDH
8 Stř-
1 M1DH
4 DH
celkem 8 střepů
0
3 Stř-
-M1DH
10.st. 0
2 Stř-
1 M1DH
1 DH
celkem 4 střepy
-M1DH
1 StřDH
7 Stř-
-M1DH
1 M1DH
2 DH
celkem 11střepů
1 luž.
12 StřDH
4 Stř-
-M1DH
ostatní
-
1 sáč.zvíř.kostí,
1 sáč.s uhlíky,
1 sáč.se vzorkem
/zlomek kamene/,
1 sáček se 2 ku-
sy želez.strusky
1 sáč.se 7 úlom-
ky mazanice,
2 sáč.zvíř.kostí,
1 sáč.s uhlíky,
1 sáč.vzorků
/4 kameny/,
1 sáč.s 10 zlom-
ky želez.strusky
obr. 26:1
1 sáč.s malým
zlomkem mazanice,
1 sáč.vzorků
/5 kamenů/
1 sáč.zvíř.kostí
1 sáč.zvíř kostí,
1 sáč.s uhlíky,
1 sáč.se 4 zlo-
mečky žel.strusky
1 sáč.zvíř.kostí,
1 sáč.s uhlíky,
1 sáček vzorků
/2 malé kameny/
1 M1DH
15 DH
celkem 33 střepů; obr. 23
celkem 8638 střepů"	cs	(162, 20)	(1186, 20)	(1186, 1641)	(162, 1641)
image	Přír		(166, 153)	(224, 154)	(224, 173)	(166, 172)
image	.		(228, 154)	(235, 154)	(235, 172)	(228, 172)
image	Číslo		(285, 150)	(356, 152)	(355, 174)	(285, 172)
image	Sonda		(373, 152)	(447, 154)	(446, 176)	(373, 174)
image	0		(475, 155)	(490, 155)	(490, 176)	(475, 176)
image	,		(493, 155)	(501, 155)	(501, 176)	(493, 176)
image	číslo		(164, 180)	(238, 180)	(238, 197)	(164, 197)
image	sáčku		(286, 180)	(357, 180)	(357, 198)	(286, 198)
image	KJ		(474, 175)	(506, 182)	(502, 201)	(470, 195)
image	,		(510, 183)	(518, 185)	(514, 203)	(506, 202)
image	/		(165, 300)	(184, 300)	(184, 322)	(165, 322)
image	74-125		(180, 299)	(271, 300)	(271, 323)	(180, 322)
image	125		(300, 301)	(344, 301)	(344, 323)	(300, 323)
image	/		(165, 540)	(182, 540)	(182, 561)	(165, 561)
image	74-126		(182, 539)	(267, 538)	(267, 560)	(182, 561)
image	126		(299, 538)	(341, 538)	(341, 559)	(299, 559)
image	/		(165, 803)	(183, 803)	(183, 825)	(165, 825)
image	74-127		(182, 802)	(270, 803)	(270, 826)	(182, 825)
image	127		(300, 804)	(345, 804)	(345, 826)	(300, 826)
image	/		(165, 996)	(183, 996)	(183, 1018)	(165, 1018)
image	74-128		(182, 996)	(270, 996)	(270, 1018)	(182, 1018)
image	128		(300, 996)	(344, 996)	(344, 1018)	(300, 1018)
image	2b		(385, 301)	(417, 301)	(417, 319)	(385, 319)
image	2b		(386, 542)	(416, 542)	(416, 560)	(386, 560)
image	2d		(386, 806)	(416, 806)	(416, 823)	(386, 823)
image	2c		(386, 999)	(417, 999)	(417, 1016)	(386, 1016)
image	/		(165, 1187)	(183, 1187)	(183, 1209)	(165, 1209)
image	74-129		(183, 1187)	(270, 1188)	(270, 1210)	(183, 1209)
image	129		(299, 1187)	(343, 1187)	(343, 1210)	(299, 1210)
image	2b		(385, 1190)	(416, 1190)	(416, 1208)	(385, 1208)
image	/		(164, 1401)	(182, 1401)	(182, 1423)	(164, 1423)
image	74-130		(182, 1401)	(267, 1401)	(267, 1423)	(182, 1423)
image	130		(298, 1401)	(341, 1401)	(341, 1423)	(298, 1423)
image	2a		(353, 1401)	(387, 1401)	(387, 1423)	(353, 1423)
image	+		(385, 1401)	(400, 1401)	(400, 1423)	(385, 1423)
image	2b		(398, 1401)	(430, 1401)	(430, 1423)	(398, 1423)
image	V.		(476, 209)	(503, 213)	(501, 225)	(474, 221)
image	+		(460, 229)	(474, 229)	(474, 247)	(460, 247)
image	části		(475, 228)	(545, 227)	(545, 246)	(475, 247)
image	V.3		(475, 302)	(521, 303)	(520, 324)	(474, 323)
image	,		(523, 304)	(532, 304)	(531, 324)	(522, 324)
image	úroveň		(460, 323)	(550, 325)	(550, 346)	(460, 344)
image	1.fáze		(461, 349)	(545, 348)	(545, 367)	(461, 368)
image	-20cm		(461, 373)	(535, 376)	(534, 394)	(460, 391)
image	níže		(459, 398)	(515, 397)	(515, 414)	(459, 415)
image	V.3		(475, 542)	(519, 542)	(519, 561)	(475, 561)
image	,		(523, 542)	(532, 542)	(532, 561)	(523, 561)
image	20-40		(459, 563)	(532, 566)	(531, 584)	(458, 581)
image	cm		(460, 595)	(487, 593)	(488, 612)	(461, 614)
image	pod		(503, 592)	(546, 589)	(547, 608)	(504, 611)
image	úrovní		(460, 612)	(547, 609)	(548, 628)	(461, 631)
image	1.fáze		(460, 637)	(544, 635)	(544, 653)	(460, 655)
image	Datov		(580, 155)	(652, 156)	(652, 173)	(580, 172)
image	.		(655, 157)	(664, 157)	(664, 173)	(655, 173)
image	O		(461, 806)	(475, 806)	(474, 825)	(460, 825)
image	VIII		(489, 806)	(547, 808)	(546, 828)	(488, 826)
image	,		(554, 808)	(561, 808)	(560, 827)	(553, 827)
