IMAGE_NAME	DESCRIPTION	LANGUAGE	BBOX_1	BBOX_2	BBOX_3	BBOX_4
image	"Přír.
číslo Sonda 0,
číslo sáčku
KJ,
/74-166 166 2c
V.
+části
V.3 V
příkopě,
jamka s
kameny
/74-167 167 ""stud-
na na
parce-
le č.
25/6""
/74-168 168 ""stud-
na na
parce-
le č.
25/6""
/74-169 169 ""stud-
na na
parce-
le č.
25/6""
v.2
V.2
VIIIa
Datov.
10.st.
po r.
995
85
po r.
995
po r.
995
10 034 střepů z předchozí strany
Obsah
nád. střepy
0
9. Seznam nálezů: sonda 2a-2d
Sezóna 1974 - str. 25
0
1 StřDH
1 Stř-
2 M1DH
2 DH
celkem 6 stře pů
-MIDH
0
1 sáček s řapem
velkého nože (?),
1 sáček zvířecích
kostí,
1 sáček se vzorky
celkem 11 střepů (2 malé zlomky opu
ky, 1 přepálený)
1 luž.
2 Stř-
-M1DH
1 M1DH
7 DH
2 Stř-
-MIDH
1 M1DH
4 DH
celkem 7 střepů
00
ostatní
celkem 10 058 střepů
1 sáček se zvíře-
cími kostmi
1 sáček s malým
úlomkem zvířecí
kosti
1 sáček s 6 zlo-
mečky škvárovité
strusky"	cs	(126, 20)	(1150, 20)	(1150, 1157)	(126, 1157)
image	Přír		(129, 181)	(189, 181)	(189, 199)	(129, 199)
image	.		(194, 181)	(201, 181)	(201, 199)	(194, 199)
image	číslo		(250, 174)	(321, 176)	(320, 199)	(249, 197)
image	Sonda		(337, 177)	(409, 179)	(408, 202)	(336, 200)
image	0		(425, 180)	(439, 180)	(438, 202)	(424, 202)
image	,		(442, 181)	(450, 181)	(449, 203)	(441, 203)
image	číslo		(131, 208)	(204, 208)	(204, 225)	(131, 225)
image	sáčku		(249, 204)	(323, 205)	(323, 224)	(249, 223)
image	KJ		(424, 202)	(456, 209)	(452, 227)	(420, 221)
image	,		(458, 210)	(467, 212)	(463, 229)	(454, 228)
image	/		(127, 324)	(146, 324)	(146, 348)	(127, 348)
image	74-166		(144, 324)	(233, 324)	(233, 348)	(144, 348)
image	166		(263, 324)	(306, 324)	(306, 348)	(263, 348)
image	2c		(351, 328)	(382, 328)	(382, 344)	(351, 344)
image	V.		(424, 237)	(450, 237)	(450, 249)	(424, 249)
image	+		(410, 255)	(424, 255)	(424, 273)	(410, 273)
image	části		(424, 254)	(496, 253)	(496, 271)	(424, 272)
image	V.3		(408, 329)	(453, 329)	(453, 349)	(408, 349)
image	V		(482, 332)	(500, 332)	(500, 345)	(482, 345)
image	příkopě		(409, 352)	(513, 352)	(513, 374)	(409, 374)
image	,		(508, 352)	(516, 352)	(516, 374)	(508, 374)
image	jamka		(410, 378)	(482, 378)	(482, 397)	(410, 397)
image	s		(497, 378)	(511, 378)	(511, 397)	(497, 397)
image	kameny		(409, 401)	(496, 403)	(495, 422)	(409, 420)
image	/		(129, 542)	(144, 542)	(144, 562)	(129, 562)
image	74-167		(145, 542)	(234, 542)	(234, 562)	(145, 562)
image	167		(264, 542)	(306, 542)	(306, 562)	(264, 562)
image	""""		(324, 542)	(335, 542)	(335, 562)	(324, 562)
image	stud		(338, 542)	(395, 542)	(395, 562)	(338, 562)
image	na		(322, 573)	(352, 573)	(352, 586)	(322, 586)
image	na		(365, 573)	(394, 573)	(394, 586)	(365, 586)
image	parce		(322, 596)	(393, 596)	(393, 614)	(322, 614)
image	le		(321, 614)	(351, 614)	(351, 632)	(321, 632)
image	č		(366, 614)	(379, 614)	(379, 632)	(366, 632)
image	.		(383, 614)	(392, 614)	(392, 632)	(383, 632)
image	25/6		(319, 639)	(381, 639)	(381, 660)	(319, 660)
image	""""		(381, 639)	(396, 639)	(396, 660)	(381, 660)
image	/		(129, 770)	(143, 770)	(143, 790)	(129, 790)
image	74-168		(143, 770)	(234, 770)	(234, 790)	(143, 790)
image	168		(262, 770)	(308, 770)	(308, 790)	(262, 790)
image	""""		(323, 770)	(334, 770)	(334, 790)	(323, 790)
image	stud		(337, 770)	(393, 770)	(393, 790)	(337, 790)
image	na		(321, 802)	(349, 802)	(349, 814)	(321, 814)
image	na		(364, 802)	(393, 802)	(393, 814)	(364, 814)
image	parce		(321, 825)	(391, 825)	(391, 841)	(321, 841)
image	le		(320, 845)	(350, 845)	(350, 861)	(320, 861)
image	č		(364, 845)	(377, 845)	(377, 861)	(364, 861)
image	.		(381, 845)	(390, 845)	(390, 861)	(381, 861)
image	25/6		(318, 868)	(380, 868)	(380, 889)	(318, 889)
image	""""		(379, 868)	(396, 868)	(396, 889)	(379, 889)
image	/		(128, 963)	(142, 963)	(142, 983)	(128, 983)
image	74-169		(142, 963)	(231, 963)	(231, 983)	(142, 983)
image	169		(261, 963)	(304, 963)	(304, 983)	(261, 983)
image	""""		(321, 963)	(333, 963)	(333, 983)	(321, 983)
image	stud		(335, 963)	(391, 963)	(391, 983)	(335, 983)
image	na		(319, 994)	(347, 994)	(347, 1006)	(319, 1006)
image	na		(362, 994)	(391, 994)	(391, 1005)	(362, 1005)
image	parce		(320, 1017)	(391, 1017)	(391, 1035)	(320, 1035)
image	le		(319, 1037)	(349, 1037)	(349, 1054)	(319, 1054)
image	č		(364, 1037)	(377, 1037)	(377, 1054)	(364, 1054)
image	.		(381, 1037)	(389, 1037)	(389, 1054)	(381, 1054)
image	25/6		(318, 1060)	(377, 1060)	(377, 1081)	(318, 1081)
image	""""		(377, 1060)	(391, 1060)	(391, 1080)	(377, 1080)
image	v.2		(438, 544)	(485, 545)	(485, 563)	(438, 562)
image	V.2		(437, 774)	(483, 773)	(484, 791)	(438, 792)
image	VIIIa		(434, 991)	(510, 991)	(510, 1007)	(434, 1007)
image	Datov		(543, 182)	(616, 183)	(616, 200)	(543, 199)
image	.		(621, 184)	(628, 184)	(628, 200)	(621, 200)
image	10.st.		(543, 327)	(628, 328)	(628, 345)	(543, 344)
image	po		(542, 550)	(571, 549)	(572, 565)	(543, 566)
image	r		(586, 549)	(601, 549)	(601, 563)	(586, 564)
image	.		(603, 548)	(612, 548)	(612, 563)	(603, 563)
image	995		(543, 569)	(587, 570)	(586, 590)	(542, 589)
image	85		(613, 31)	(643, 31)	(643, 50)	(613, 50)
image	po		(541, 778)	(570, 777)	(570, 793)	(541, 794)
image	r		(584, 777)	(599, 777)	(599, 792)	(584, 792)
image	.		(602, 777)	(611, 777)	(611, 792)	(602, 792)
image	995		(542, 800)	(585, 800)	(585, 818)	(542, 818)
image	po		(539, 971)	(569, 970)	(570, 986)	(540, 987)
image	r		(583, 969)	(598, 968)	(599, 984)	(584, 985)
image	.		(600, 968)	(608, 968)	(609, 984)	(601, 984)
