IMAGE_NAME	DESCRIPTION	LANGUAGE	BBOX_1	BBOX_2	BBOX_3	BBOX_4
image	"Tab. 5
č. neg.
51 109
Sonda 2a (1974). Pohled do vnitřního příkopu opevnění (od SSZ).
Foto J. Justová.
10
č. neg.
51 110a, b
Sonda 2a, 2c (1974). Vpředu (sonda 2a) část jižní podezdívky
orientované budovy, s destrukčními sutěmi v okolí. Vzadu začištěn
povrch suti vnitřní hradeb. zdi. Pohled od V. Foto J. Justová."	cs	(157, 47)	(1116, 47)	(1116, 1516)	(157, 1516)
image	Tab		(991, 52)	(1045, 50)	(1046, 73)	(992, 75)
image	.		(1047, 49)	(1053, 49)	(1054, 72)	(1048, 72)
image	5		(1071, 48)	(1089, 47)	(1090, 70)	(1072, 71)
image	č		(912, 639)	(926, 640)	(925, 659)	(911, 658)
image	.		(930, 640)	(938, 640)	(937, 659)	(929, 659)
image	neg		(956, 641)	(1000, 644)	(999, 663)	(955, 660)
image	.		(1001, 644)	(1009, 644)	(1008, 663)	(1000, 663)
image	51		(909, 663)	(943, 664)	(943, 684)	(909, 683)
image	109		(956, 663)	(999, 664)	(999, 685)	(956, 684)
image	Sonda		(158, 706)	(234, 706)	(234, 731)	(158, 731)
image	2a		(248, 706)	(276, 706)	(276, 731)	(248, 731)
image	(		(293, 706)	(305, 706)	(305, 731)	(293, 731)
image	1974		(307, 706)	(362, 706)	(362, 731)	(307, 731)
image	)		(367, 706)	(376, 706)	(376, 731)	(367, 731)
image	.		(384, 707)	(391, 707)	(391, 732)	(384, 732)
image	Pohled		(409, 707)	(498, 707)	(498, 732)	(409, 732)
image	do		(514, 707)	(542, 707)	(542, 732)	(514, 732)
image	vnitřního		(556, 707)	(690, 708)	(690, 734)	(556, 733)
image	příkopu		(705, 708)	(808, 708)	(808, 733)	(705, 733)
image	opevnění		(823, 709)	(940, 710)	(940, 735)	(823, 734)
image	(		(957, 709)	(967, 709)	(967, 734)	(957, 734)
image	od		(972, 709)	(999, 709)	(999, 734)	(972, 734)
image	SSZ		(1014, 709)	(1056, 709)	(1056, 735)	(1014, 735)
image	)		(1058, 710)	(1069, 710)	(1069, 735)	(1058, 735)
image	.		(1077, 710)	(1085, 710)	(1085, 735)	(1077, 735)
image	Foto		(160, 733)	(213, 733)	(213, 753)	(160, 753)
image	J.		(231, 733)	(252, 733)	(252, 753)	(231, 753)
image	Justová		(257, 733)	(363, 733)	(363, 753)	(257, 753)
image	.		(365, 733)	(371, 733)	(371, 753)	(365, 753)
image	10		(936, 1293)	(969, 1292)	(970, 1309)	(937, 1310)
image	č		(893, 1327)	(907, 1328)	(906, 1346)	(892, 1345)
image	.		(910, 1327)	(919, 1327)	(918, 1345)	(909, 1345)
image	neg		(938, 1329)	(982, 1331)	(981, 1349)	(937, 1347)
image	.		(985, 1331)	(993, 1331)	(992, 1349)	(984, 1349)
image	51		(893, 1351)	(922, 1351)	(922, 1374)	(893, 1374)
image	110a		(938, 1351)	(996, 1350)	(996, 1372)	(938, 1373)
image	,		(999, 1350)	(1006, 1350)	(1006, 1372)	(999, 1372)
image	b		(1024, 1350)	(1039, 1350)	(1039, 1372)	(1024, 1372)
image	Sonda		(158, 1445)	(234, 1445)	(234, 1473)	(158, 1473)
image	2a		(247, 1445)	(278, 1445)	(278, 1473)	(247, 1473)
image	,		(281, 1445)	(287, 1445)	(287, 1473)	(281, 1473)
image	2c		(306, 1445)	(334, 1445)	(334, 1473)	(306, 1473)
image	(		(351, 1445)	(363, 1445)	(363, 1473)	(351, 1473)
image	1974		(366, 1445)	(421, 1445)	(421, 1473)	(366, 1473)
image	)		(426, 1445)	(436, 1445)	(436, 1473)	(426, 1473)
image	.		(443, 1445)	(450, 1445)	(450, 1473)	(443, 1473)
image	Vpředu		(468, 1445)	(557, 1445)	(557, 1473)	(468, 1473)
image	(		(572, 1445)	(583, 1445)	(583, 1473)	(572, 1473)
image	sonda		(589, 1445)	(662, 1445)	(662, 1473)	(589, 1473)
image	2a		(676, 1445)	(706, 1445)	(706, 1473)	(676, 1473)
image	)		(707, 1445)	(717, 1445)	(717, 1473)	(707, 1473)
image	část		(736, 1445)	(792, 1445)	(792, 1473)	(736, 1473)
image	jižní		(810, 1445)	(881, 1445)	(881, 1473)	(810, 1473)
image	podezdívky		(898, 1445)	(1045, 1445)	(1045, 1473)	(898, 1473)
image	orientované		(159, 1467)	(320, 1467)	(320, 1497)	(159, 1497)
image	budovy		(335, 1467)	(426, 1467)	(426, 1497)	(335, 1497)
image	,		(429, 1467)	(436, 1467)	(436, 1497)	(429, 1497)
image	s		(456, 1467)	(467, 1467)	(467, 1497)	(456, 1497)
image	destrukčními		(484, 1467)	(659, 1467)	(659, 1497)	(484, 1497)
image	sutěmi		(678, 1467)	(764, 1467)	(764, 1497)	(678, 1497)
image	v		(778, 1467)	(793, 1467)	(793, 1497)	(778, 1497)
image	okolí		(810, 1467)	(882, 1467)	(882, 1497)	(810, 1497)
image	.		(886, 1467)	(896, 1467)	(896, 1497)	(886, 1497)
image	Vzadu		(910, 1467)	(987, 1467)	(987, 1497)	(910, 1497)
image	začištěn		(1001, 1467)	(1116, 1467)	(1116, 1497)	(1001, 1497)
image	povrch		(157, 1492)	(249, 1492)	(249, 1516)	(157, 1516)
image	suti		(264, 1492)	(320, 1492)	(320, 1516)	(264, 1516)
image	vnitřní		(334, 1492)	(437, 1492)	(437, 1516)	(334, 1516)
image	hradeb		(455, 1492)	(542, 1492)	(542, 1516)	(455, 1516)
image	.		(547, 1492)	(553, 1492)	(553, 1516)	(547, 1516)
image	zdi		(574, 1492)	(614, 1492)	(614, 1516)	(574, 1516)
image	.		(620, 1492)	(627, 1492)	(627, 1516)	(620, 1516)
image	Pohled		(645, 1492)	(734, 1492)	(734, 1516)	(645, 1516)
image	od		(752, 1492)	(777, 1492)	(777, 1516)	(752, 1516)
image	V.		(793, 1492)	(819, 1492)	(819, 1516)	(793, 1516)
image	Foto		(842, 1492)	(897, 1492)	(897, 1516)	(842, 1516)
image	J.		(910, 1492)	(930, 1492)	(930, 1516)	(910, 1516)
image	Justová		(935, 1492)	(1043, 1492)	(1043, 1516)	(935, 1516)
image	.		(1043, 1492)	(1051, 1492)	(1051, 1516)	(1043, 1516)
