IMAGE_NAME	DESCRIPTION	LANGUAGE	BBOX_1	BBOX_2	BBOX_3	BBOX_4
image	"3
מלי
5
ST
3cm
93-
PONTO
4453
1x4047
abac
39
4
Obr. 28
SS
Některé varianty libické ""keramiky slavníkovské fáze""
nalezené v destrukci vnitřní hradební zdi. 1, 3, 5,6 sonda
2c, DVHZ (117/74); 2- sonda 2c, DVHZ (116/74); 4 - sonda
2c, DVHZ (110/74). Kresba: H. Komárková.
6
2"	cs	(212, 34)	(1154, 34)	(1154, 1591)	(212, 1591)
image	3		(372, 837)	(398, 838)	(397, 867)	(371, 866)
image	מלי		(737, 307)	(759, 288)	(765, 295)	(744, 314)
image	5		(355, 1387)	(382, 1388)	(381, 1417)	(354, 1416)
image	ST		(722, 320)	(748, 297)	(755, 304)	(729, 327)
image	3cm		(717, 481)	(755, 482)	(755, 496)	(717, 495)
image	93		(757, 325)	(773, 310)	(779, 317)	(763, 332)
image	PONTO		(783, 353)	(843, 301)	(850, 310)	(790, 361)
image	4453		(879, 302)	(827, 358)	(820, 351)	(872, 295)
image	1x4047		(903, 299)	(854, 359)	(845, 352)	(894, 292)
image	abac		(930, 307)	(896, 349)	(887, 342)	(921, 300)
image	39		(940, 328)	(923, 352)	(915, 346)	(932, 322)
image	4		(970, 902)	(992, 903)	(991, 930)	(969, 929)
image	Obr		(1035, 34)	(1077, 34)	(1077, 50)	(1035, 50)
image	.		(1081, 34)	(1090, 34)	(1090, 50)	(1081, 50)
image	28		(1107, 34)	(1138, 34)	(1138, 50)	(1107, 50)
image	SS		(313, 945)	(1154, 970)	(1139, 1455)	(299, 1430)
image	Některé		(214, 1482)	(316, 1482)	(316, 1507)	(214, 1507)
image	varianty		(329, 1482)	(448, 1482)	(448, 1507)	(329, 1507)
image	libické		(465, 1482)	(566, 1482)	(566, 1507)	(465, 1507)
image	""""		(585, 1482)	(595, 1482)	(595, 1507)	(585, 1507)
image	keramiky		(597, 1482)	(714, 1482)	(714, 1507)	(597, 1507)
image	slavníkovské		(732, 1482)	(906, 1482)	(906, 1507)	(732, 1507)
image	fáze		(922, 1482)	(981, 1482)	(981, 1507)	(922, 1507)
image	""""		(984, 1482)	(993, 1482)	(993, 1507)	(984, 1507)
image	nalezené		(214, 1506)	(330, 1506)	(330, 1527)	(214, 1527)
image	v		(344, 1506)	(357, 1506)	(357, 1526)	(344, 1526)
image	destrukci		(375, 1505)	(507, 1504)	(507, 1525)	(375, 1526)
image	vnitřní		(522, 1505)	(625, 1505)	(625, 1525)	(522, 1525)
image	hradební		(640, 1504)	(757, 1504)	(757, 1525)	(640, 1525)
image	zdi		(774, 1504)	(816, 1504)	(816, 1524)	(774, 1524)
image	.		(820, 1504)	(828, 1504)	(828, 1524)	(820, 1524)
image	1		(862, 1507)	(878, 1507)	(878, 1530)	(862, 1530)
image	,		(881, 1506)	(889, 1506)	(889, 1529)	(881, 1529)
image	3		(908, 1506)	(922, 1506)	(922, 1529)	(908, 1529)
image	,		(926, 1506)	(932, 1506)	(932, 1529)	(926, 1529)
image	5,6		(950, 1505)	(994, 1504)	(994, 1527)	(950, 1528)
image	sonda		(1011, 1504)	(1085, 1503)	(1085, 1527)	(1011, 1528)
image	2c		(215, 1528)	(242, 1528)	(242, 1555)	(215, 1555)
image	,		(248, 1528)	(254, 1528)	(254, 1555)	(248, 1555)
image	DVHZ		(273, 1528)	(332, 1528)	(332, 1555)	(273, 1555)
image	(		(349, 1528)	(359, 1528)	(359, 1555)	(349, 1555)
image	117/74		(361, 1528)	(450, 1528)	(450, 1555)	(361, 1555)
image	)		(452, 1528)	(462, 1528)	(462, 1555)	(452, 1555)
image	;		(467, 1528)	(476, 1528)	(476, 1555)	(467, 1555)
image	2-		(510, 1528)	(554, 1528)	(554, 1555)	(510, 1555)
image	sonda		(569, 1528)	(643, 1528)	(643, 1555)	(569, 1555)
image	2c		(657, 1528)	(684, 1528)	(684, 1555)	(657, 1555)
image	,		(691, 1528)	(697, 1528)	(697, 1555)	(691, 1555)
image	DVHZ		(715, 1528)	(776, 1528)	(776, 1555)	(715, 1555)
image	(		(794, 1528)	(803, 1528)	(803, 1555)	(794, 1555)
image	116/74		(805, 1528)	(894, 1528)	(894, 1555)	(805, 1555)
image	)		(895, 1528)	(905, 1528)	(905, 1555)	(895, 1555)
image	;		(910, 1528)	(920, 1528)	(920, 1555)	(910, 1555)
image	4		(952, 1528)	(969, 1528)	(969, 1555)	(952, 1555)
image	-		(981, 1528)	(997, 1528)	(997, 1555)	(981, 1555)
image	sonda		(1012, 1528)	(1087, 1528)	(1087, 1555)	(1012, 1555)
image	2c		(214, 1555)	(243, 1555)	(243, 1577)	(214, 1577)
image	,		(249, 1555)	(256, 1555)	(256, 1577)	(249, 1577)
image	DVHZ		(274, 1555)	(333, 1555)	(333, 1577)	(274, 1577)
image	(		(352, 1555)	(361, 1555)	(361, 1577)	(352, 1577)
image	110/74		(362, 1555)	(450, 1555)	(450, 1577)	(362, 1577)
image	)		(454, 1555)	(462, 1555)	(462, 1577)	(454, 1577)
image	.		(469, 1555)	(475, 1555)	(475, 1577)	(469, 1577)
image	Kresba		(510, 1555)	(597, 1555)	(597, 1577)	(510, 1577)
image	:		(602, 1555)	(608, 1555)	(608, 1577)	(602, 1577)
image	H.		(627, 1555)	(651, 1555)	(651, 1577)	(627, 1577)
image	Komárková		(657, 1555)	(791, 1555)	(791, 1577)	(657, 1577)
image	.		(792, 1555)	(801, 1555)	(801, 1577)	(792, 1577)
image	6		(992, 1396)	(1012, 1396)	(1012, 1423)	(992, 1423)
image	2		(1023, 466)	(1047, 466)	(1047, 491)	(1023, 491)
