IMAGE_NAME	DESCRIPTION	LANGUAGE	BBOX_1	BBOX_2	BBOX_3	BBOX_4
image	"50
č. neg.
81 256
Tab. 26
Sonda 2a 2c (1974). V popředí sonda 2a + 2b ve 3.fázi výzkumu,
vzadu sonda 2c ve 2.fázi výzkumu. Sondou 2a+2b probíhá od V kZ
základ jižní podezdívky pravděpodobného kněžského domu z 10.sto-
letí. Vlevo okraj vnitřního příkopu. Pohled od V.
Foto: M.Simana - J.Morávek.
51
č. neg.
81 257
Sonda 2a 2b (1974), 3.fáze výzkumu. Od Vk Z sondou probíhá
základ jižní podezdívky pravděpodobného kněžského domu. Vlevo
okraj vnitřního příkopu. Pohled od V. Foto: M.Šimana - J.Morávek."	cs	(157, 37)	(1136, 37)	(1136, 1458)	(157, 1458)
image	50		(958, 484)	(990, 484)	(990, 503)	(958, 503)
image	č		(917, 530)	(930, 531)	(929, 549)	(916, 548)
image	.		(933, 530)	(942, 530)	(941, 548)	(932, 548)
image	neg		(960, 532)	(1005, 534)	(1004, 552)	(959, 550)
image	.		(1007, 534)	(1016, 534)	(1015, 552)	(1006, 552)
image	81		(917, 554)	(947, 555)	(946, 574)	(916, 573)
image	256		(959, 555)	(1003, 556)	(1002, 575)	(958, 574)
image	Tab		(1036, 38)	(1080, 39)	(1080, 56)	(1036, 55)
image	.		(1083, 38)	(1091, 38)	(1091, 55)	(1083, 55)
image	26		(1110, 38)	(1136, 38)	(1136, 56)	(1110, 56)
image	Sonda		(162, 665)	(238, 666)	(238, 691)	(162, 690)
image	2a		(252, 665)	(283, 665)	(283, 690)	(252, 690)
image	2c		(325, 666)	(355, 666)	(355, 691)	(325, 691)
image	(		(374, 666)	(382, 666)	(382, 691)	(374, 691)
image	1974		(386, 666)	(443, 666)	(443, 692)	(386, 692)
image	)		(448, 667)	(457, 667)	(457, 692)	(448, 692)
image	.		(464, 667)	(471, 667)	(471, 692)	(464, 692)
image	V		(488, 667)	(503, 667)	(503, 692)	(488, 692)
image	popředí		(518, 667)	(618, 668)	(618, 694)	(518, 693)
image	sonda		(638, 668)	(709, 669)	(709, 695)	(638, 694)
image	2a		(723, 669)	(753, 669)	(753, 694)	(723, 694)
image	+		(767, 669)	(782, 669)	(782, 694)	(767, 694)
image	2b		(797, 669)	(827, 669)	(827, 695)	(797, 695)
image	ve		(842, 670)	(868, 670)	(868, 695)	(842, 695)
image	3.fázi		(887, 670)	(974, 671)	(974, 697)	(887, 696)
image	výzkumu		(990, 670)	(1092, 671)	(1092, 697)	(990, 696)
image	,		(1095, 672)	(1103, 672)	(1103, 697)	(1095, 697)
image	vzadu		(163, 691)	(236, 692)	(236, 715)	(163, 714)
image	sonda		(253, 691)	(327, 692)	(327, 716)	(253, 715)
