IMAGE_NAME	DESCRIPTION	LANGUAGE	BBOX_1	BBOX_2	BBOX_3	BBOX_4
image	"a) torzo slepené ze tří střepů (90/74, 110/74; číslo na třetím
střepu je poškozené); obr. 2:3, 3:2;
b) torzo slepené ze dvou střepů (111/74; číslo na druhém střepu
je poškozeno; obr. 2:3;
c) torzo slepené ze dvou střepů (85/74, 91/74); obr. 1:4, 3:2;
Přír.
číslo
6) 11 nezdobených střepů, které nelze slepit ani vzájemně ani
s výše uvedenými jistými zlomky z aquamanile (2 x 90/74, 2 x 91/74,
2 x 92/74, 5 x 110/74).
/74-84 84
Číslo Sonda 0,
KJ,
sáčku
+části
/74-85 85
/74-90 90
/74-91
91
/74-92 92
Tabelární přehled nálezových situací
zlomků aquamanile
2¢
2c
2c
2c
-88-
2c
9. Seznam nálezů: sonda 2a-2d
Sezóna 1974 str. 28
V.2,
40cm
-povrch
V.3
v.2,20cm 10.st.
-40cm/po-
vrch DVHZ
DVHZ,
povrch
Datov.
V.2,20cm 10.st.
-povrch
DVHZ
V.2,
20-40em
10.st.
10.st.
10.st.
části aquamanile
1 jistý střep z hlavičky
slepený se 2 střepy 110/74
obr. 1:1, 4
1 jistý střep ze hřbetu,
slepený s částí nálevky
(bez čísla); obr. 1: 4
1 jistý střep z boku, sle-
pený se střepem 91/14;
obr. 1: 4, 3:2
obr. 1:4, 2:3,
3:2
1 jistý střep z nálevky;
1 jistý střep z boků, siepe-
ný se střepem 110/74 as dat
ším střepem s poškozeným
číslem; obr. 2:3, 3:2
2 pravděpodobné nezdobené
střepy
1 jistý střep z boku, sle-
pený se střepem 85/74; obr. 1:4, 3:2
2 pravděpodobné nezdobené
střepy
2 pravděpodobné nezdobené
střepy"	cs	(120, 25)	(1170, 25)	(1170, 1452)	(120, 1452)
image	a		(216, 144)	(233, 144)	(233, 170)	(216, 170)
image	)		(233, 144)	(244, 144)	(244, 170)	(233, 170)
image	torzo		(261, 144)	(334, 144)	(334, 170)	(261, 170)
image	slepené		(349, 144)	(450, 145)	(450, 172)	(349, 171)
image	ze		(467, 145)	(493, 145)	(493, 171)	(467, 171)
image	tří		(512, 145)	(553, 145)	(553, 172)	(512, 172)
image	střepů		(570, 146)	(656, 147)	(656, 173)	(570, 172)
image	(		(676, 146)	(684, 146)	(684, 172)	(676, 172)
image	90/74		(687, 146)	(760, 146)	(760, 173)	(687, 173)
