IMAGE_NAME	DESCRIPTION	LANGUAGE	BBOX_1	BBOX_2	BBOX_3	BBOX_4
image	"6
5
3
Obr. 22
L 109/74
c. neg. 82.013
Sonda 2a + 2b (1974), destrukce při jižní líci jižní pode-
zdívky pravděpodobného kněžského domu, ve vrstvě 3 z 10. stol.,
nálezová situace 109/74. 1 - 6 výběr libické keramiky.
Foto V. Jilková."	cs	(186, 32)	(1133, 32)	(1133, 1505)	(186, 1505)
image	6		(767, 1113)	(784, 1113)	(784, 1135)	(767, 1135)
image	5		(793, 777)	(810, 777)	(810, 797)	(793, 797)
image	3		(836, 464)	(851, 463)	(852, 483)	(837, 484)
image	Obr		(1031, 33)	(1072, 33)	(1072, 50)	(1031, 50)
image	.		(1077, 33)	(1085, 33)	(1085, 49)	(1077, 49)
image	22		(1104, 33)	(1133, 33)	(1133, 49)	(1104, 49)
image	L		(948, 1225)	(969, 1225)	(969, 1260)	(948, 1260)
image	109/74		(980, 1224)	(1091, 1225)	(1091, 1261)	(980, 1260)
image	c		(834, 1312)	(851, 1311)	(852, 1347)	(835, 1348)
image	.		(851, 1311)	(864, 1311)	(865, 1346)	(852, 1347)
image	neg		(863, 1310)	(910, 1308)	(911, 1345)	(864, 1347)
image	.		(910, 1309)	(922, 1309)	(923, 1345)	(911, 1345)
image	82.013		(936, 1307)	(1032, 1303)	(1033, 1340)	(937, 1344)
image	Sonda		(190, 1391)	(266, 1391)	(266, 1417)	(190, 1417)
image	2a		(278, 1391)	(311, 1391)	(311, 1417)	(278, 1417)
image	+		(323, 1391)	(339, 1391)	(339, 1417)	(323, 1417)
image	2b		(354, 1391)	(384, 1391)	(384, 1417)	(354, 1417)
image	(		(402, 1391)	(411, 1391)	(411, 1417)	(402, 1417)
image	1974		(413, 1391)	(471, 1391)	(471, 1417)	(413, 1417)
image	)		(476, 1391)	(485, 1391)	(485, 1417)	(476, 1417)
image	,		(491, 1391)	(498, 1391)	(498, 1417)	(491, 1417)
image	destrukce		(517, 1391)	(649, 1391)	(649, 1417)	(517, 1417)
image	při		(665, 1391)	(706, 1391)	(706, 1417)	(665, 1417)
image	jižní		(726, 1391)	(796, 1391)	(796, 1417)	(726, 1417)
image	líci		(812, 1391)	(869, 1391)	(869, 1417)	(812, 1417)
image	jižní		(889, 1391)	(957, 1391)	(957, 1417)	(889, 1417)
image	pode		(975, 1391)	(1033, 1391)	(1033, 1417)	(975, 1417)
image	zdívky		(192, 1412)	(280, 1412)	(280, 1441)	(192, 1441)
image	pravděpodobného		(294, 1412)	(517, 1412)	(517, 1441)	(294, 1441)
image	kněžského		(532, 1412)	(665, 1412)	(665, 1441)	(532, 1441)
image	domu		(679, 1412)	(739, 1412)	(739, 1441)	(679, 1441)
image	,		(744, 1412)	(751, 1412)	(751, 1441)	(744, 1441)
image	ve		(767, 1412)	(797, 1412)	(797, 1441)	(767, 1441)
image	vrstvě		(811, 1412)	(900, 1412)	(900, 1441)	(811, 1441)
image	3		(916, 1412)	(929, 1412)	(929, 1441)	(916, 1441)
image	z		(945, 1412)	(959, 1412)	(959, 1441)	(945, 1441)
image	10.		(974, 1412)	(1016, 1412)	(1016, 1441)	(974, 1441)
image	stol		(1020, 1412)	(1077, 1412)	(1077, 1441)	(1020, 1441)
image	.		(1080, 1412)	(1090, 1412)	(1090, 1441)	(1080, 1441)
image	,		(1096, 1412)	(1105, 1412)	(1105, 1441)	(1096, 1441)
image	nálezová		(190, 1440)	(310, 1440)	(310, 1464)	(190, 1464)
image	situace		(324, 1440)	(427, 1440)	(427, 1464)	(324, 1464)
image	109/74		(443, 1440)	(532, 1440)	(532, 1464)	(443, 1464)
image	.		(536, 1440)	(543, 1440)	(543, 1464)	(536, 1464)
image	1		(575, 1440)	(589, 1440)	(589, 1464)	(575, 1464)
image	-		(605, 1440)	(620, 1440)	(620, 1464)	(605, 1464)
image	6		(635, 1440)	(648, 1440)	(648, 1464)	(635, 1464)
image	výběr		(664, 1440)	(737, 1440)	(737, 1464)	(664, 1464)
image	libické		(753, 1440)	(855, 1440)	(855, 1464)	(753, 1464)
image	keramiky		(871, 1440)	(989, 1440)	(989, 1464)	(871, 1464)
image	.		(991, 1440)	(1000, 1440)	(1000, 1464)	(991, 1464)
image	Foto		(192, 1466)	(251, 1465)	(251, 1488)	(192, 1489)
image	V.		(268, 1465)	(288, 1465)	(288, 1487)	(268, 1487)
image	Jilková		(295, 1465)	(412, 1463)	(412, 1485)	(295, 1487)
image	.		(410, 1463)	(418, 1463)	(418, 1485)	(410, 1485)
