IMAGE_NAME	DESCRIPTION	LANGUAGE	BBOX_1	BBOX_2	BBOX_3	BBOX_4
image	"Tab. 23
45
č. neg.
51 145
Sonda 2b (1974). Část základu jižní podezdívky budovy oriento-
vané V-Z a vyzděného kanálku v interiéru budovy. Pohled od JZ.
Foto J. Justová.
46
č. neg.
51 146
Sonda 2b (1974). Část základu jižní podezdívky budovy oriento-
vané V-Z a vyzděného kanálku v interiéru budovy. Pohled od V.
Za kanálkem destrukce V příčky v budově. Foto J. Justová."	cs	(150, 48)	(1110, 48)	(1110, 1462)	(150, 1462)
image	Tab		(1009, 48)	(1064, 49)	(1064, 74)	(1009, 73)
image	.		(1064, 49)	(1072, 49)	(1072, 73)	(1064, 73)
image	23		(1078, 50)	(1110, 51)	(1110, 75)	(1078, 74)
image	45		(955, 486)	(990, 486)	(990, 507)	(955, 507)
image	č		(929, 520)	(942, 521)	(940, 540)	(927, 539)
image	.		(946, 521)	(955, 522)	(953, 541)	(944, 540)
image	neg		(972, 523)	(1018, 527)	(1016, 547)	(970, 543)
image	.		(1020, 527)	(1029, 528)	(1027, 547)	(1018, 546)
image	51		(927, 545)	(960, 545)	(960, 566)	(927, 566)
image	145		(973, 545)	(1017, 545)	(1017, 566)	(973, 566)
image	Sonda		(157, 653)	(233, 654)	(233, 683)	(157, 682)
image	2b		(248, 655)	(276, 655)	(276, 683)	(248, 683)
image	(		(292, 655)	(304, 655)	(304, 683)	(292, 683)
image	1974		(306, 655)	(362, 656)	(362, 685)	(306, 684)
image	)		(366, 656)	(376, 656)	(376, 684)	(366, 684)
image	.		(384, 656)	(392, 656)	(392, 684)	(384, 684)
image	Část		(408, 656)	(467, 657)	(467, 686)	(408, 685)
image	základu		(485, 657)	(587, 658)	(587, 687)	(485, 686)
image	jižní		(604, 658)	(675, 659)	(675, 688)	(604, 687)
image	podezdívky		(691, 660)	(839, 662)	(839, 690)	(691, 688)
image	budovy		(853, 661)	(943, 662)	(943, 691)	(853, 690)
image	oriento		(957, 663)	(1060, 664)	(1060, 693)	(957, 692)
image	vané		(156, 678)	(216, 679)	(216, 706)	(156, 705)
image	V		(230, 679)	(246, 679)	(246, 705)	(230, 705)
image	-		(247, 679)	(259, 679)	(259, 705)	(247, 705)
image	Z		(261, 680)	(275, 680)	(275, 706)	(261, 706)
image	a		(292, 680)	(306, 680)	(306, 706)	(292, 706)
image	vyzděného		(319, 680)	(452, 681)	(452, 708)	(319, 707)
image	kanálku		(469, 681)	(571, 682)	(571, 709)	(469, 708)
image	v		(587, 683)	(600, 683)	(600, 709)	(587, 709)
image	interiéru		(617, 683)	(750, 684)	(750, 711)	(617, 710)
