IMAGE_NAME	DESCRIPTION	LANGUAGE	BBOX_1	BBOX_2	BBOX_3	BBOX_4
image	"19
č. neg.
51 119
Tab. 10
Sonda 2a-2d (1974). Vnější líc jižní podezdívky budovy oriento-
vané V-Z v popředí zbytky destrukčních sutí budovy. Pohled od J.
Foto J. Justova.
20
č. neg.
51 120
Sonda 2b (1974). Zával nad základem jižní podezdívky budovy
orientované V-Z, vpravo, část vyzděného kanálku v interiéru bu-
dovy. Pohled od V. Za kanálkem zbytek východní příčky v budově.
Foto J. Justová."	cs	(172, 46)	(1146, 46)	(1146, 1526)	(172, 1526)
image	19		(970, 567)	(1000, 567)	(1000, 587)	(970, 587)
image	č		(926, 600)	(940, 601)	(938, 621)	(925, 620)
image	.		(944, 601)	(953, 602)	(952, 622)	(943, 621)
image	neg		(970, 603)	(1014, 606)	(1012, 626)	(969, 623)
image	.		(1016, 606)	(1025, 607)	(1024, 627)	(1015, 626)
image	51		(925, 625)	(957, 625)	(957, 647)	(925, 647)
image	119		(970, 625)	(1014, 625)	(1014, 647)	(970, 647)
image	Tab		(1040, 49)	(1091, 48)	(1092, 71)	(1041, 72)
image	.		(1094, 48)	(1100, 48)	(1101, 70)	(1095, 70)
image	10		(1115, 47)	(1145, 46)	(1146, 69)	(1116, 70)
image	Sonda		(174, 685)	(250, 685)	(250, 710)	(174, 710)
image	2a		(263, 685)	(294, 685)	(294, 710)	(263, 710)
image	-		(294, 685)	(307, 685)	(307, 710)	(294, 710)
image	2d		(307, 685)	(336, 685)	(336, 710)	(307, 710)
image	(		(353, 685)	(363, 685)	(363, 710)	(353, 710)
image	1974		(366, 685)	(424, 685)	(424, 710)	(366, 710)
image	)		(427, 685)	(438, 685)	(438, 710)	(427, 710)
image	.		(444, 685)	(451, 685)	(451, 710)	(444, 710)
image	Vnější		(469, 685)	(557, 685)	(557, 710)	(469, 710)
image	líc		(572, 685)	(615, 685)	(615, 710)	(572, 710)
image	jižní		(633, 685)	(705, 685)	(705, 710)	(633, 710)
image	podezdívky		(721, 685)	(868, 685)	(868, 710)	(721, 710)
image	budovy		(882, 685)	(972, 685)	(972, 710)	(882, 710)
image	oriento		(987, 685)	(1088, 685)	(1088, 710)	(987, 710)
image	vané		(172, 711)	(232, 711)	(232, 728)	(172, 728)
image	V		(248, 711)	(263, 711)	(263, 728)	(248, 728)
image	-		(263, 711)	(276, 711)	(276, 728)	(263, 728)
image	Z		(277, 711)	(290, 711)	(290, 728)	(277, 728)
image	v		(320, 709)	(337, 709)	(337, 735)	(320, 735)
image	popředí		(350, 709)	(454, 709)	(454, 735)	(350, 735)
image	zbytky		(472, 709)	(558, 709)	(558, 735)	(472, 735)
image	destrukčních		(572, 709)	(750, 709)	(750, 735)	(572, 735)
image	sutí		(766, 709)	(821, 709)	(821, 735)	(766, 735)
image	budovy		(839, 709)	(928, 709)	(928, 735)	(839, 735)
image	.		(932, 709)	(939, 709)	(939, 735)	(932, 735)
image	Pohled		(956, 709)	(1045, 709)	(1045, 735)	(956, 735)
image	od		(1060, 709)	(1088, 709)	(1088, 735)	(1060, 735)
image	J.		(1102, 709)	(1129, 709)	(1129, 735)	(1102, 735)
image	Foto		(177, 732)	(223, 732)	(223, 749)	(177, 749)
image	J.		(239, 732)	(258, 732)	(258, 749)	(239, 749)
image	Justova		(262, 732)	(355, 732)	(355, 749)	(262, 749)
image	.		(359, 732)	(365, 732)	(365, 749)	(359, 749)
image	20		(975, 1247)	(1006, 1247)	(1006, 1264)	(975, 1264)
image	č		(947, 1281)	(960, 1282)	(959, 1300)	(946, 1299)
image	.		(965, 1282)	(974, 1283)	(973, 1301)	(964, 1300)
image	neg		(991, 1284)	(1035, 1287)	(1034, 1305)	(990, 1302)
image	.		(1037, 1287)	(1045, 1288)	(1044, 1306)	(1036, 1305)
image	51		(945, 1307)	(978, 1307)	(978, 1325)	(945, 1325)
image	120		(990, 1307)	(1035, 1307)	(1035, 1325)	(990, 1325)
image	Sonda		(174, 1432)	(250, 1432)	(250, 1458)	(174, 1458)
image	2b		(264, 1432)	(294, 1432)	(294, 1458)	(264, 1458)
image	(		(309, 1432)	(320, 1432)	(320, 1458)	(309, 1458)
image	1974		(322, 1432)	(380, 1432)	(380, 1458)	(322, 1458)
image	)		(383, 1432)	(393, 1432)	(393, 1458)	(383, 1458)
image	.		(400, 1432)	(407, 1432)	(407, 1458)	(400, 1458)
image	Zával		(425, 1432)	(499, 1432)	(499, 1458)	(425, 1458)
image	nad		(515, 1432)	(559, 1432)	(559, 1458)	(515, 1458)
image	základem		(575, 1432)	(692, 1432)	(692, 1458)	(575, 1458)
image	jižní		(710, 1432)	(780, 1432)	(780, 1458)	(710, 1458)
image	podezdívky		(795, 1432)	(943, 1432)	(943, 1458)	(795, 1458)
