IMAGE_NAME	DESCRIPTION	LANGUAGE	BBOX_1	BBOX_2	BBOX_3	BBOX_4
image	"y
39
č. neg.
51 139
Sonda 2a, 2c (1974). Pohled do sondy 2c od V. Vlevo vnitřní
příkop opevnění, vpředu záp. konec jižní podezdívky budovy
orientované V-Z. Foto J. Justova'.
40
č. neg.
51 140
Tab. 20
Sonda 2a-2c (1974), pohled od JV. Pohled do vnitř. příkopu
opevnění. Uprostřed kontrolní blok, sezachovanou destrukci
vnitřní hradeb. zdi. Foto J. Justová."	cs	(161, 42)	(1137, 42)	(1137, 1523)	(161, 1523)
image	y		(313, 73)	(341, 73)	(341, 103)	(313, 103)
image	39		(945, 563)	(976, 563)	(976, 584)	(945, 584)
image	č		(916, 598)	(930, 599)	(929, 618)	(915, 617)
image	.		(934, 599)	(943, 600)	(942, 619)	(933, 618)
image	neg		(961, 600)	(1005, 603)	(1004, 622)	(960, 619)
image	.		(1007, 603)	(1015, 603)	(1014, 622)	(1006, 622)
image	51		(915, 623)	(948, 623)	(948, 643)	(915, 643)
image	139		(961, 623)	(1005, 623)	(1005, 643)	(961, 643)
image	Sonda		(162, 694)	(237, 694)	(237, 719)	(162, 719)
image	2a		(252, 694)	(283, 694)	(283, 719)	(252, 719)
image	,		(285, 694)	(292, 694)	(292, 719)	(285, 719)
image	2c		(311, 694)	(337, 694)	(337, 719)	(311, 719)
image	(		(357, 694)	(366, 694)	(366, 719)	(357, 719)
image	1974		(370, 694)	(427, 694)	(427, 719)	(370, 719)
image	)		(431, 694)	(441, 694)	(441, 719)	(431, 719)
image	.		(448, 694)	(454, 694)	(454, 719)	(448, 719)
image	Pohled		(473, 694)	(561, 694)	(561, 719)	(473, 719)
image	do		(577, 694)	(604, 694)	(604, 719)	(577, 719)
image	sondy		(622, 694)	(696, 694)	(696, 719)	(622, 719)
image	2c		(710, 694)	(738, 694)	(738, 719)	(710, 719)
image	od		(757, 694)	(784, 694)	(784, 719)	(757, 719)
image	V.		(798, 694)	(822, 694)	(822, 719)	(798, 719)
image	Vlevo		(842, 694)	(914, 694)	(914, 719)	(842, 719)
image	vnitřní		(931, 694)	(1033, 694)	(1033, 719)	(931, 719)
image	příkop		(161, 719)	(253, 719)	(253, 744)	(161, 744)
image	opevnění		(268, 719)	(383, 719)	(383, 744)	(268, 744)
image	,		(390, 719)	(396, 719)	(396, 744)	(390, 744)
image	vpředu		(411, 719)	(504, 719)	(504, 744)	(411, 744)
image	záp		(520, 719)	(563, 719)	(563, 744)	(520, 744)
image	.		(566, 719)	(572, 719)	(572, 744)	(566, 744)
image	konec		(591, 719)	(663, 719)	(663, 744)	(591, 744)
image	jižní		(683, 719)	(754, 719)	(754, 744)	(683, 744)
image	podezdívky		(770, 719)	(917, 719)	(917, 744)	(770, 744)
image	budovy		(931, 719)	(1021, 719)	(1021, 744)	(931, 744)
image	orientované		(163, 742)	(323, 741)	(323, 760)	(163, 761)
image	V		(339, 742)	(353, 742)	(353, 760)	(339, 760)
image	-		(355, 742)	(366, 742)	(366, 760)	(355, 760)
image	Z		(369, 742)	(382, 742)	(382, 760)	(369, 760)
image	.		(386, 742)	(394, 742)	(394, 760)	(386, 760)
image	Foto		(410, 741)	(461, 741)	(461, 759)	(410, 759)
image	J.		(479, 741)	(501, 741)	(501, 759)	(479, 759)
image	Justova		(507, 741)	(611, 741)	(611, 759)	(507, 759)
image	'		(610, 741)	(618, 741)	(618, 759)	(610, 759)
image	.		(616, 741)	(622, 741)	(622, 759)	(616, 759)
image	40		(948, 1268)	(980, 1268)	(980, 1286)	(948, 1286)
image	č		(921, 1303)	(935, 1304)	(934, 1323)	(920, 1322)
image	.		(939, 1304)	(948, 1305)	(947, 1324)	(938, 1323)
image	neg		(966, 1305)	(1009, 1308)	(1008, 1327)	(965, 1324)
image	.		(1011, 1308)	(1019, 1308)	(1018, 1327)	(1010, 1327)
image	51		(921, 1327)	(950, 1327)	(950, 1347)	(921, 1347)
image	140		(965, 1327)	(1009, 1327)	(1009, 1346)	(965, 1346)
image	Tab		(1033, 42)	(1086, 42)	(1086, 64)	(1033, 64)
image	.		(1089, 42)	(1095, 42)	(1095, 64)	(1089, 64)
image	20		(1107, 42)	(1137, 42)	(1137, 64)	(1107, 64)
image	Sonda		(164, 1454)	(239, 1454)	(239, 1480)	(164, 1480)
image	2a		(253, 1454)	(284, 1454)	(284, 1480)	(253, 1480)
image	-		(282, 1454)	(297, 1454)	(297, 1480)	(282, 1480)
image	2c		(297, 1454)	(325, 1454)	(325, 1480)	(297, 1480)
image	(		(342, 1454)	(354, 1454)	(354, 1480)	(342, 1480)
image	1974		(357, 1454)	(413, 1454)	(413, 1480)	(357, 1480)
image	)		(417, 1454)	(427, 1454)	(427, 1480)	(417, 1480)
image	,		(435, 1454)	(441, 1454)	(441, 1480)	(435, 1480)
image	pohled		(460, 1454)	(549, 1454)	(549, 1480)	(460, 1480)
image	od		(565, 1454)	(591, 1454)	(591, 1480)	(565, 1480)
image	JV		(608, 1454)	(637, 1454)	(637, 1480)	(608, 1480)
image	.		(641, 1454)	(647, 1454)	(647, 1480)	(641, 1480)
image	Pohled		(666, 1454)	(755, 1454)	(755, 1480)	(666, 1480)
image	do		(771, 1454)	(798, 1454)	(798, 1480)	(771, 1480)
image	vnitř		(812, 1454)	(888, 1454)	(888, 1480)	(812, 1480)
image	.		(893, 1454)	(898, 1454)	(898, 1480)	(893, 1480)
image	příkopu		(917, 1454)	(1022, 1454)	(1022, 1480)	(917, 1480)
image	opevnění		(164, 1477)	(284, 1477)	(284, 1504)	(164, 1504)
image	.		(285, 1477)	(294, 1477)	(294, 1504)	(285, 1504)
image	Uprostřed		(310, 1477)	(445, 1477)	(445, 1504)	(310, 1504)
image	kontrolní		(461, 1477)	(592, 1477)	(592, 1504)	(461, 1504)
image	blok		(608, 1477)	(668, 1477)	(668, 1504)	(608, 1504)
image	,		(670, 1477)	(676, 1477)	(676, 1504)	(670, 1504)
image	sezachovanou		(684, 1477)	(858, 1477)	(858, 1504)	(684, 1504)
image	destrukci		(873, 1477)	(1006, 1477)	(1006, 1504)	(873, 1504)
image	vnitřní		(162, 1500)	(267, 1500)	(267, 1523)	(162, 1523)
image	hradeb		(283, 1500)	(369, 1500)	(369, 1523)	(283, 1523)
image	.		(375, 1500)	(381, 1500)	(381, 1523)	(375, 1523)
image	zdi		(403, 1500)	(443, 1500)	(443, 1523)	(403, 1523)
image	.		(449, 1500)	(455, 1500)	(455, 1523)	(449, 1523)
image	Foto		(477, 1500)	(531, 1500)	(531, 1523)	(477, 1523)
image	J.		(544, 1500)	(562, 1500)	(562, 1523)	(544, 1523)
image	Justová		(568, 1500)	(675, 1500)	(675, 1523)	(568, 1523)
image	.		(674, 1500)	(682, 1500)	(682, 1523)	(674, 1523)
