IMAGE_NAME	DESCRIPTION	LANGUAGE	BBOX_1	BBOX_2	BBOX_3	BBOX_4
image	"Tab. 16
31
č. neg.
51 131
Sonda 2a-2d (1974). Pohled do sondy od SV. Uprostřed základ
jižní podezdívky budovy orientované V-Z, vzadu vnitř. příkop
a sut vnitř. hradební zdi. Vpředu JZ část sondy 2d s kůlovou jamkou 4.
Foto J. Justová.
32
č. neg.
51 132
Sonda 2a-2c (1974). Část jižní podezdívky budovy orientované V-Z,
v pozadí sokl s pecí č. V a sut vnitř. hradeb. zdi (ponechané
vlevo na soklu). Pohled od SV. Foto J.Justová."	cs	(156, 59)	(1118, 59)	(1118, 1483)	(156, 1483)
image	Tab		(1022, 60)	(1073, 60)	(1073, 84)	(1022, 84)
image	.		(1077, 60)	(1084, 60)	(1084, 83)	(1077, 83)
image	16		(1091, 60)	(1118, 60)	(1118, 83)	(1091, 83)
image	31		(974, 558)	(1003, 558)	(1003, 577)	(974, 577)
image	č		(929, 592)	(942, 593)	(941, 612)	(928, 611)
image	.		(947, 593)	(956, 594)	(955, 613)	(946, 612)
image	neg		(974, 595)	(1017, 598)	(1016, 617)	(973, 614)
image	.		(1020, 598)	(1028, 599)	(1027, 618)	(1019, 617)
image	51		(928, 618)	(960, 618)	(960, 637)	(928, 637)
image	131		(973, 618)	(1018, 618)	(1018, 637)	(973, 637)
image	Sonda		(160, 697)	(235, 697)	(235, 721)	(160, 721)
image	2a		(249, 697)	(278, 697)	(278, 721)	(249, 721)
image	-		(279, 697)	(293, 697)	(293, 721)	(279, 721)
image	2d		(294, 697)	(324, 697)	(324, 721)	(294, 721)
image	(		(338, 697)	(348, 697)	(348, 721)	(338, 721)
image	1974		(353, 697)	(407, 697)	(407, 722)	(353, 722)
image	)		(412, 698)	(421, 698)	(421, 722)	(412, 722)
image	.		(430, 698)	(436, 698)	(436, 722)	(430, 722)
image	Pohled		(455, 698)	(544, 698)	(544, 722)	(455, 722)
image	do		(560, 698)	(587, 698)	(587, 722)	(560, 722)
image	sondy		(606, 699)	(678, 699)	(678, 723)	(606, 723)
image	od		(695, 699)	(721, 699)	(721, 723)	(695, 723)
image	SV		(738, 699)	(767, 699)	(767, 723)	(738, 723)
image	.		(771, 699)	(777, 699)	(777, 723)	(771, 723)
image	Uprostřed		(794, 699)	(929, 700)	(929, 725)	(794, 724)
image	základ		(960, 700)	(1046, 700)	(1046, 724)	(960, 724)
image	jižní		(162, 720)	(234, 720)	(234, 746)	(162, 746)
image	podezdívky		(249, 719)	(397, 720)	(397, 747)	(249, 746)
image	budovy		(411, 721)	(501, 721)	(501, 747)	(411, 747)
image	orientované		(517, 720)	(677, 721)	(677, 748)	(517, 747)
image	V		(691, 722)	(708, 722)	(708, 748)	(691, 748)
image	-		(709, 722)	(722, 722)	(722, 748)	(709, 748)
image	Z		(722, 722)	(736, 722)	(736, 748)	(722, 748)
image	,		(741, 722)	(747, 722)	(747, 748)	(741, 748)
image	vzadu		(766, 722)	(840, 722)	(840, 748)	(766, 748)
image	vnitř		(854, 722)	(929, 722)	(929, 749)	(854, 749)
image	.		(932, 723)	(940, 723)	(940, 749)	(932, 749)
image	příkop		(957, 723)	(1045, 723)	(1045, 749)	(957, 749)
image	a		(161, 745)	(176, 745)	(176, 771)	(161, 771)
image	sut		(191, 745)	(234, 745)	(234, 771)	(191, 771)
image	vnitř		(249, 745)	(323, 745)	(323, 771)	(249, 771)
image	.		(328, 745)	(334, 745)	(334, 771)	(328, 771)
image	hradební		(353, 745)	(469, 745)	(469, 771)	(353, 771)
image	zdi		(488, 745)	(528, 745)	(528, 771)	(488, 771)
image	.		(533, 745)	(542, 745)	(542, 771)	(533, 771)
image	Vpředu		(558, 745)	(634, 745)	(634, 771)	(558, 771)
image	JZ		(652, 745)	(676, 745)	(676, 771)	(652, 771)
image	část		(684, 745)	(731, 745)	(731, 771)	(684, 771)
image	sondy		(743, 745)	(808, 745)	(808, 771)	(743, 771)
image	2d		(821, 745)	(850, 745)	(850, 771)	(821, 771)
image	s		(867, 745)	(876, 745)	(876, 771)	(867, 771)
image	kůlovou		(890, 745)	(974, 745)	(974, 771)	(890, 771)
image	jamkou		(988, 745)	(1067, 745)	(1067, 771)	(988, 771)
image	4		(1082, 745)	(1096, 745)	(1096, 771)	(1082, 771)
image	.		(1094, 745)	(1101, 745)	(1101, 771)	(1094, 771)
image	Foto		(920, 769)	(968, 769)	(968, 790)	(920, 790)
image	J.		(977, 769)	(997, 769)	(997, 790)	(977, 790)
image	Justová		(1003, 769)	(1096, 769)	(1096, 790)	(1003, 790)
image	.		(1095, 769)	(1103, 769)	(1103, 790)	(1095, 790)
image	32		(972, 1221)	(1001, 1221)	(1001, 1240)	(972, 1240)
image	č		(928, 1256)	(941, 1257)	(940, 1276)	(927, 1275)
image	.		(946, 1257)	(955, 1258)	(954, 1277)	(945, 1276)
