IMAGE_NAME	DESCRIPTION	LANGUAGE	BBOX_1	BBOX_2	BBOX_3	BBOX_4
image	"Přír.
číslo
======:
číslo Sonda 0,
sáčku
KJ,
+části
/74-72 72
2b
/74-117 117 2c
/74-103 103 2d
/74-139 139 2c
91 -
/74-141 141 2c
v.3,
povrch
plochy
kaménků
DVHZ,
90/100-
-120cm
DVHZ,
po po-
vrch
v.3
v. 3,
prvních
20 cm
Datov.
10.st.
r.995
V.3,50/ 10.st.
/60cm-
-cca 70
cm
9. Seznam nálezů: sonda 2a-2d
Sezóna 1974 str. 31
r.995
10.st.
torza
Obsah
1 torzo (sle- O
pené ze 2 st-
řepů) horní
části hrnce
""ker.slavník.
fáze""
(obr. 34:1)
O
1 torzo (sle-
peno ze 2 st-
řepů) horní
části hrnce
""ker.slavník.
střepy
1 torzo (sle- 0
peno ze 2 st-
řepů) horní
části hrnce
Stř-MIDH
(obr. 32:1a,b)
O
1 okraj tuhové-
ho hrnce Stř-M1
DH
fáze""
(obr. 35:1)
O
1 velký střep
z horní části
hrnce Stř-MLDH
(obr. 32:2"	cs	(155, 26)	(1120, 26)	(1120, 1209)	(155, 1209)
image	Přír		(166, 169)	(226, 168)	(226, 187)	(166, 188)
image	.		(229, 168)	(236, 168)	(236, 186)	(229, 186)
image	číslo		(167, 192)	(241, 194)	(240, 214)	(166, 212)
image	======		(166, 271)	(250, 271)	(250, 281)	(166, 281)
image	:		(254, 271)	(260, 271)	(260, 281)	(254, 281)
image	číslo		(285, 162)	(357, 165)	(356, 189)	(284, 186)
image	Sonda		(374, 166)	(448, 169)	(447, 193)	(373, 190)
image	0		(476, 171)	(492, 172)	(491, 195)	(475, 194)
image	,		(495, 171)	(503, 171)	(502, 194)	(494, 194)
image	sáčku		(286, 193)	(358, 194)	(358, 213)	(286, 212)
image	KJ		(473, 199)	(505, 200)	(505, 219)	(473, 218)
image	,		(509, 199)	(518, 199)	(518, 218)	(509, 218)
image	+		(475, 245)	(490, 245)	(490, 262)	(475, 262)
image	části		(490, 245)	(562, 245)	(562, 262)	(490, 262)
image	/		(163, 314)	(180, 314)	(180, 334)	(163, 334)
image	74-72		(180, 314)	(253, 315)	(253, 335)	(180, 334)
image	72		(297, 316)	(327, 316)	(327, 334)	(297, 334)
image	2b		(385, 317)	(416, 317)	(416, 334)	(385, 334)
image	/		(162, 542)	(177, 542)	(177, 563)	(162, 563)
image	74-117		(178, 542)	(265, 543)	(265, 564)	(178, 563)
image	117		(295, 542)	(340, 542)	(340, 564)	(295, 564)
image	2c		(382, 545)	(413, 545)	(413, 561)	(382, 561)
image	/		(159, 674)	(176, 674)	(176, 694)	(159, 694)
image	74-103		(175, 673)	(262, 675)	(262, 696)	(175, 694)
image	103		(293, 675)	(340, 677)	(339, 698)	(292, 696)
image	2d		(381, 677)	(411, 677)	(411, 694)	(381, 694)
image	/		(158, 880)	(173, 880)	(173, 900)	(158, 900)
image	74-139		(174, 879)	(262, 880)	(262, 901)	(174, 900)
image	139		(290, 881)	(336, 881)	(336, 901)	(290, 901)
image	2c		(378, 882)	(408, 882)	(408, 898)	(378, 898)
image	91		(532, 36)	(561, 36)	(561, 55)	(532, 55)
image	-		(576, 36)	(591, 36)	(591, 54)	(576, 54)
image	/		(155, 1107)	(170, 1107)	(170, 1127)	(155, 1127)
image	74-141		(172, 1106)	(259, 1107)	(259, 1128)	(172, 1127)
image	141		(289, 1108)	(333, 1108)	(333, 1128)	(289, 1128)
image	2c		(374, 1111)	(407, 1111)	(407, 1127)	(374, 1127)
image	v.3		(473, 317)	(520, 318)	(519, 341)	(472, 340)
image	,		(522, 319)	(532, 319)	(531, 341)	(521, 341)
image	povrch		(475, 341)	(564, 342)	(564, 364)	(475, 363)
image	plochy		(474, 364)	(562, 365)	(562, 389)	(474, 388)
image	kaménků		(474, 388)	(575, 389)	(575, 407)	(474, 406)
image	DVHZ		(472, 544)	(530, 547)	(529, 570)	(471, 567)
image	,		(532, 548)	(541, 548)	(540, 570)	(531, 570)
image	90		(472, 566)	(500, 567)	(500, 589)	(472, 588)
image	/		(500, 566)	(514, 566)	(514, 588)	(500, 588)
image	100		(514, 566)	(560, 567)	(560, 590)	(514, 589)
image	-120cm		(471, 592)	(560, 594)	(560, 613)	(471, 611)
image	DVHZ		(467, 881)	(526, 882)	(525, 906)	(466, 905)
image	,		(530, 883)	(538, 883)	(537, 906)	(529, 906)
image	po		(467, 912)	(494, 912)	(494, 929)	(467, 929)
image	po		(509, 912)	(538, 912)	(538, 928)	(509, 928)
image	vrch		(466, 930)	(525, 931)	(525, 950)	(466, 949)
image	v.3		(464, 956)	(511, 956)	(511, 974)	(464, 974)
image	v		(463, 1112)	(479, 1112)	(479, 1133)	(463, 1133)
image	.		(481, 1112)	(491, 1112)	(491, 1133)	(481, 1133)
image	3		(493, 1112)	(509, 1112)	(509, 1133)	(493, 1133)
image	,		(511, 1112)	(521, 1112)	(521, 1133)	(511, 1133)
image	prvních		(464, 1135)	(567, 1136)	(567, 1158)	(464, 1157)
image	20		(463, 1159)	(494, 1160)	(493, 1177)	(462, 1176)
image	cm		(509, 1161)	(539, 1162)	(538, 1179)	(508, 1178)
image	Datov		(595, 173)	(667, 174)	(667, 193)	(595, 192)
image	.		(671, 175)	(681, 175)	(681, 193)	(671, 193)
image	10.st.		(592, 316)	(678, 317)	(678, 339)	(592, 338)
image	r.995		(588, 548)	(662, 548)	(662, 566)	(588, 566)
image	V.3,50		(468, 678)	(557, 678)	(557, 700)	(468, 700)
image	/		(556, 678)	(572, 678)	(572, 700)	(556, 700)
image	10.st.		(586, 678)	(674, 678)	(674, 700)	(586, 700)
