IMAGE_NAME	DESCRIPTION	LANGUAGE	BBOX_1	BBOX_2	BBOX_3	BBOX_4
image	"60-
Už v roce 1974 se zdálo, že vlastně předčasná likvidace pravděpo-
dobného kněžského domu již v průběhu 2. poloviny 10. stol. (tedy
dříve než v době pádu slavníkovské Libice v roce 995), po které
nezbyly žádné doklady neplánovaného či přímo násilného zániku
(např. ohně), mohla souviset s rozšiřováním sousedních hradeb
v rámci velmi pravděpodobného zesilování obranyschopnosti slavní-
kovského sídla v průběhu 2. poloviny 10. stol. Předpoklad byl pod-
pořen výsledkem výzkumu sondy 2 ch v r. 1978 (o kterém pojedná sa-
mostatná nálezová zpráva): v sondě 2ch se podařilo odkrýt zbytky
starší užší hradby s roštovou konstrukcí a prkennou zadní stěnou,
nad ní pak zbytky širší hradby s komorovou konstrukcí a mohutnou
vnitřní hradební zdí (opukovou plentou).
Byla-li příčinou účelného zlikvidování pravděpodobného kněžského
domu ve slavníkovské době přestavba a zesílení sousední fortifikace,
lze dobře vysvětlit, že do tělesa nové mohutnější hradby se dostaly
spolu se zeminou z okolí i zbytky z areálu zrušeného kněžského domu,
mezi nimi také střípky z rozbitého aquamanile a ztracené železné
pisátko. Po požáru opevnění, zřícení vnitřní hradební zdi a částeč-
ném rozvalení hradby při dobytí Libice v září 995 se opět přemístily
zlomky aquamanile i stilus a část jich se spolu s úlomky kamení z po-
bořené hradby dostala do mladší kulturní vrstvy z 11. - 12. století.
O následujících sezónách 1975, 1976, 1978 a 1985, které zodpově-
děly patrně většinu ze souboru otázek o pravděpodobném kněžském domě
a sousedním opevnění, budou podány samostatné nálezové zprávy."	cs	(152, 40)	(1179, 40)	(1179, 1282)	(152, 1282)
image	60		(536, 40)	(565, 41)	(564, 55)	(535, 54)
image	Už		(155, 153)	(187, 153)	(187, 174)	(155, 174)
image	v		(201, 153)	(215, 153)	(215, 174)	(201, 174)
image	roce		(234, 153)	(290, 153)	(290, 174)	(234, 174)
image	1974		(305, 153)	(363, 153)	(363, 174)	(305, 174)
image	se		(382, 153)	(407, 153)	(407, 174)	(382, 174)
image	zdálo		(425, 154)	(495, 154)	(495, 175)	(425, 175)
image	,		(504, 154)	(509, 154)	(509, 175)	(504, 175)
image	že		(528, 154)	(555, 154)	(555, 175)	(528, 175)
image	vlastně		(572, 154)	(673, 154)	(673, 176)	(572, 176)
image	předčasná		(691, 155)	(822, 156)	(822, 177)	(691, 176)
image	likvidace		(840, 155)	(972, 156)	(972, 178)	(840, 177)
image	pravděpo		(988, 156)	(1104, 156)	(1104, 177)	(988, 177)
image	dobného		(157, 199)	(258, 200)	(258, 223)	(157, 222)
image	kněžského		(275, 199)	(406, 200)	(406, 224)	(275, 223)
image	domu		(425, 200)	(481, 200)	(481, 223)	(425, 223)
image	již		(499, 200)	(541, 200)	(541, 224)	(499, 224)
image	v		(558, 201)	(570, 201)	(570, 224)	(558, 224)
image	průběhu		(588, 200)	(689, 201)	(689, 225)	(588, 224)
image	2.		(707, 202)	(729, 202)	(729, 225)	(707, 225)
image	poloviny		(751, 201)	(867, 202)	(867, 226)	(751, 225)
image	10.		(886, 203)	(923, 203)	(923, 226)	(886, 226)
image	stol		(944, 203)	(999, 203)	(999, 226)	(944, 226)
image	.		(1005, 203)	(1013, 203)	(1013, 226)	(1005, 226)
image	(		(1033, 203)	(1043, 203)	(1043, 226)	(1033, 226)
image	tedy		(1048, 203)	(1106, 203)	(1106, 227)	(1048, 227)
image	dříve		(156, 248)	(230, 248)	(230, 269)	(156, 269)
image	než		(247, 248)	(289, 248)	(289, 269)	(247, 269)
image	v		(305, 248)	(319, 248)	(319, 269)	(305, 269)
image	době		(334, 248)	(392, 248)	(392, 270)	(334, 270)
image	pádu		(410, 249)	(466, 249)	(466, 270)	(410, 270)
image	slavníkovské		(484, 249)	(659, 250)	(659, 272)	(484, 271)
image	Libice		(676, 250)	(763, 250)	(763, 272)	(676, 272)
image	v		(780, 251)	(793, 251)	(793, 272)	(780, 272)
image	roce		(812, 251)	(868, 251)	(868, 272)	(812, 272)
image	995		(884, 251)	(926, 251)	(926, 272)	(884, 272)
image	)		(931, 251)	(938, 251)	(938, 272)	(931, 272)
image	,		(948, 252)	(953, 252)	(953, 273)	(948, 273)
image	po		(973, 252)	(1000, 252)	(1000, 273)	(973, 273)
image	které		(1016, 252)	(1089, 252)	(1089, 273)	(1016, 273)
image	nezbyly		(157, 298)	(260, 298)	(260, 319)	(157, 319)
image	žádné		(276, 298)	(346, 298)	(346, 319)	(276, 319)
image	doklady		(365, 298)	(466, 298)	(466, 319)	(365, 319)
image	neplánovaného		(485, 298)	(672, 298)	(672, 319)	(485, 319)
image	či		(691, 298)	(718, 298)	(718, 319)	(691, 319)
image	přímo		(736, 298)	(806, 298)	(806, 319)	(736, 319)
image	násilného		(826, 298)	(955, 298)	(955, 319)	(826, 319)
image	zániku		(972, 298)	(1059, 298)	(1059, 319)	(972, 319)
image	(		(157, 346)	(169, 346)	(169, 367)	(157, 367)
image	např		(174, 346)	(229, 346)	(229, 367)	(174, 367)
